num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/episode_duration_sec_mean,env_runners/num_episodes,env_runners/episode_len_mean,env_runners/episode_len_max,env_runners/episode_len_min,env_runners/num_episodes_lifetime,env_runners/episode_return_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,learners/ai/mean_kl_loss,learners/ai/module_train_batch_size_mean,learners/ai/vf_loss_unclipped,learners/ai/weights_seq_no,learners/ai/vf_explained_var,learners/ai/default_optimizer_learning_rate,learners/ai/vf_loss,learners/ai/entropy,learners/ai/policy_loss,learners/ai/num_trainable_parameters,learners/ai/num_module_steps_trained_lifetime,learners/ai/gradients_default_optimizer_global_norm,learners/ai/num_non_trainable_parameters,learners/ai/curr_entropy_coeff,learners/ai/total_loss,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/num_module_steps_trained,learners/ai/curr_kl_coeff,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_module_steps_trained,learners/human/curr_entropy_coeff
1,76000,False,19,f0d76_00000,2025-06-01_16-34-44,1748784884,4.681988716125488,90.79235291481018,18376,Cerebro,127.0.0.1,90.79235291481018,19,4.756270693485002,1.9452120580977924e-05,4.756049084650322,1.1810283099292724,3.56490926223358,0.0079405461507177,-160.2,76000,4000,-260.0,0.07698762599611655,48,80.0,80,80,948,-80.0,4,0,0,23.68,64.8,0.0,0.0,4000,4000,-80.1,-80.1,76000,76000,80.0,80.0,76000,76000,-80.1,-80.1,4000,4000,0.00046282244147732854,4052.0,542.944580078125,19.0,0.10557609796524048,0.0005,8.630860328674316,1.6049082279205322,0.03473944589495659,152070.0,76988,0.6874753832817078,0.0,0.2,0.576843798160553,0.0,4052,3.814697322468419e-07,152070.0,76988,4000,76000,0.0,0.19504824244748775,4052,0.2
1,80000,False,20,f0d76_00000,2025-06-01_16-34-49,1748784889,4.875614643096924,95.6679675579071,18376,Cerebro,127.0.0.1,95.6679675579071,20,4.757366440550403,1.9363599600227834e-05,4.75714422980415,1.1790266368295794,3.568007249611129,0.007932683689150516,-163.2,80000,4000,-260.0,0.07190267500292975,52,80.0,80,80,1000,-80.0,4,0,0,26.666666666666668,65.35000000000001,0.0,0.0,4000,4000,-81.6,-81.6,80000,80000,80.0,80.0,80000,80000,-81.6,-81.6,4000,4000,0.00032927532447502017,4052.0,498.4903564453125,20.0,0.029468834400177002,0.0005,8.110759735107422,1.6038799285888672,0.09770198166370392,152070.0,81040,0.3300354480743408,0.0,0.2,0.5880020260810852,0.0,4052,1.9073486612342094e-07,152070.0,81040,4000,80000,0.0,0.19513515088720002,4052,0.2
1,84000,False,21,f0d76_00000,2025-06-01_16-34-54,1748784894,4.63110089302063,100.29906845092773,18376,Cerebro,127.0.0.1,100.29906845092773,21,4.756012379145107,1.931596355178837e-05,4.755788717506289,1.177640202461149,3.568047087115352,0.007916269852260583,-164.8,84000,4000,-260.0,0.07530872500501573,48,80.0,80,80,1048,-140.0,4,0,0,25.983333333333334,65.36666666666667,0.0,0.0,4000,4000,-82.4,-82.4,84000,84000,80.0,80.0,84000,84000,-82.4,-82.4,4000,4000,0.00043767745955847204,4052.0,613.902099609375,21.0,0.09793895483016968,0.0005,8.200258255004883,1.6030889749526978,-0.02246660739183426,152070.0,85092,0.895134449005127,0.0,0.2,0.47694140672683716,0.0,4052,9.536743306171047e-08,152070.0,85092,4000,84000,0.0,0.19521762998387296,4052,0.2
1,88000,False,22,f0d76_00000,2025-06-01_16-34-59,1748784899,4.842057228088379,105.14112567901611,18376,Cerebro,127.0.0.1,105.14112567901611,22,4.756769499353575,1.923980364301299e-05,4.756545411331239,1.1745673414366782,3.571884677243888,0.00790500315384759,-162.4,88000,4000,-260.0,0.07085176700435113,52,80.0,80,80,1100,-120.0,4,0,0,21.099999999999998,65.26666666666667,0.0,0.0,4000,4000,-81.2,-81.2,88000,88000,80.0,80.0,88000,88000,-81.2,-81.2,4000,4000,0.0005295126466080546,4052.0,704.2655639648438,22.0,0.040960729122161865,0.0005,7.783573150634766,1.6043521165847778,-0.042748142033815384,152070.0,89144,0.44147080183029175,0.0,0.2,0.4147387742996216,0.0,4052,4.7683716530855236e-08,152070.0,89144,4000,88000,0.0,0.19531173053352624,4052,0.2
1,92000,False,23,f0d76_00000,2025-06-01_16-35-03,1748784903,4.709505319595337,109.85063099861145,18376,Cerebro,127.0.0.1,109.85063099861145,23,4.7561919143599365,1.916340532571087e-05,4.7559674102179645,1.172783212022273,3.5730989574716783,0.007891296122187454,-162.2,92000,4000,-260.0,0.06852671200293116,48,80.0,80,80,1148,-120.0,4,0,0,26.05,65.36666666666666,0.0,0.0,4000,4000,-81.1,-81.1,92000,92000,80.0,80.0,92000,92000,-81.1,-81.1,4000,4000,0.0006767696468159556,4052.0,686.5342407226562,23.0,0.1617741584777832,0.0005,7.455572605133057,1.6058543920516968,-0.04556548595428467,152070.0,93196,0.16945715248584747,0.0,0.2,0.3788209557533264,0.0,4052,2.3841858265427618e-08,152070.0,93196,4000,92000,0.0,0.1954056223091849,4052,0.2
1,96000,False,24,f0d76_00000,2025-06-01_16-35-08,1748784908,4.752470970153809,114.60310196876526,18376,Cerebro,127.0.0.1,114.60310196876526,24,4.756050286215917,1.9093771037268736e-05,4.7558254381154415,1.1701907879019067,3.575561805897259,0.007874536161000903,-161.8,96000,4000,-260.0,0.07018338599766138,52,80.0,80,80,1200,-80.0,4,0,0,24.48333333333333,65.33333333333333,0.0,0.0,4000,4000,-80.9,-80.9,96000,96000,80.0,80.0,96000,96000,-80.9,-80.9,4000,4000,0.0009860813152045012,4052.0,629.8148803710938,24.0,0.20234233140945435,0.0005,8.615042686462402,1.6046552658081055,-0.015007233247160912,152070.0,97248,0.3500957787036896,0.0,0.2,0.525566041469574,0.0,4052,1.1920929132713809e-08,152070.0,97248,4000,96000,0.0,0.19549763005627582,4052,0.2
1,100000,False,25,f0d76_00000,2025-06-01_16-35-13,1748784913,4.628093719482422,119.23119568824768,18376,Cerebro,127.0.0.1,119.23119568824768,25,4.7546669683540275,1.901883362810067e-05,4.754441438734365,1.1678991130228318,3.5764805778386943,0.007858653799593818,-159.8,100000,4000,-260.0,0.0693923659977736,48,80.0,80,80,1248,-80.0,4,0,0,18.316666666666666,65.23333333333333,0.0,0.0,4000,4000,-79.9,-79.9,100000,100000,80.0,80.0,100000,100000,-79.9,-79.9,4000,4000,0.00027827874873764813,4052.0,537.130615234375,25.0,0.024583876132965088,0.0005,8.164555549621582,1.6042799949645996,0.15873388946056366,152070.0,101300,0.42573606967926025,0.0,0.2,0.6543334722518921,0.0,4052,5.9604645663569045e-09,152070.0,101300,4000,100000,0.0,0.19560110877619558,4052,0.2
1,104000,False,26,f0d76_00000,2025-06-01_16-35-17,1748784917,4.688242435455322,123.919438123703,18376,Cerebro,127.0.0.1,123.919438123703,26,4.753863084670737,1.894664560825327e-05,4.753636632346938,1.1647959928920877,3.5787609670603207,0.007863462261562974,-159.6,104000,4000,-160.0,0.06618437700089999,52,80.0,80,80,1300,-120.0,4,0,0,27.98,65.2,0.0,0.0,4000,4000,-79.8,-79.8,104000,104000,80.0,80.0,104000,104000,-79.8,-79.8,4000,4000,0.0005288382526487112,4052.0,567.6510009765625,26.0,0.02896958589553833,0.0005,7.725612640380859,1.605828046798706,-0.0013723642332479358,152070.0,105352,0.3380572497844696,0.0,0.2,0.45002326369285583,0.0,4052,2.9802322831784522e-09,152070.0,105352,4000,104000,0.0,0.19570065886871296,4052,0.2
1,108000,False,27,f0d76_00000,2025-06-01_16-35-22,1748784922,4.398454666137695,128.3178927898407,18376,Cerebro,127.0.0.1,128.3178927898407,27,4.750220795824255,1.8883179529520294e-05,4.749993834023526,1.162797170963262,3.577134800389911,0.007841318638943075,-160.0,108000,4000,-260.0,0.06647426099923905,48,80.0,80,80,1348,-100.0,4,0,0,18.716666666666665,65.2,0.0,0.0,4000,4000,-80.0,-80.0,108000,108000,80.0,80.0,108000,108000,-80.0,-80.0,4000,4000,0.0007512780139222741,4052.0,533.8318481445312,27.0,0.11123377084732056,0.0005,8.00737190246582,1.605370283126831,0.1428185999393463,152070.0,109404,0.3317049741744995,0.0,0.2,0.6224817037582397,0.0,4052,1.4901161415892261e-09,152070.0,109404,4000,108000,0.0,0.19579695540850314,4052,0.2
1,112000,False,28,f0d76_00000,2025-06-01_16-35-27,1748784927,4.7540576457977295,133.07195043563843,18376,Cerebro,127.0.0.1,133.07195043563843,28,4.750156432865962,1.8809347445738608e-05,4.749929210683184,1.1611842622536575,3.5786963783856653,0.00782562545283185,-158.8,112000,4000,-260.0,0.0660565169970505,52,80.0,80,80,1400,-80.0,4,0,0,25.383333333333336,65.18333333333332,0.0,0.0,4000,4000,-79.4,-79.4,112000,112000,80.0,80.0,112000,112000,-79.4,-79.4,4000,4000,0.0008818205678835511,4052.0,625.37890625,28.0,0.12516635656356812,0.0005,8.592531204223633,1.6063201427459717,-0.036049604415893555,152070.0,113456,0.3217545747756958,0.0,0.2,0.5019395351409912,0.0,4052,7.450580707946131e-10,152070.0,113456,4000,112000,0.0,0.1958891482216099,4052,0.2
