num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes_lifetime,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episode_len_max,env_runners/episode_len_mean,env_runners/num_episodes,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/ai/num_module_steps_trained_lifetime,learners/ai/module_train_batch_size_mean,learners/ai/gradients_default_optimizer_global_norm,learners/ai/mean_kl_loss,learners/ai/num_module_steps_trained,learners/ai/curr_kl_coeff,learners/ai/curr_entropy_coeff,learners/ai/total_loss,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/num_non_trainable_parameters,learners/ai/vf_loss_unclipped,learners/ai/weights_seq_no,learners/ai/vf_loss,learners/ai/entropy,learners/ai/policy_loss,learners/ai/vf_explained_var,learners/ai/num_trainable_parameters,learners/ai/default_optimizer_learning_rate,learners/human/curr_entropy_coeff
1,44000,False,11,4957d_00000,2025-06-01_19-14-01,1748794441,4.770721197128296,50.26020622253418,34108,Cerebro,127.0.0.1,50.26020622253418,11,4.554683209800361,1.773634927444294e-05,4.554489343283433,1.0858074980553851,3.460393857443288,0.006384247813701783,548,0.06627037999860477,80,4000,44000,12.000000000000227,-127.9999999999998,-52.400000000000055,80,80.0,48,4,0,0,22.985714285714288,68.0,0.0,0.0,4000,4000,-26.200000000000028,-26.200000000000028,4000,4000,44000,44000,80.0,80.0,44000,44000,-26.200000000000028,-26.200000000000028,4052,4000,0.0,0.19047609019683134,152070.0,44000,44572,44572,4052.0,0.22798340022563934,0.0006036385311745107,4052,9.765625145519152e-05,0.2,0.35404452681541443,0.0,0.0,63.184627532958984,11.0,6.0319743156433105,1.5929689407348633,0.06944075971841812,-0.005794405937194824,152070.0,0.001,0.2
1,48000,False,12,4957d_00000,2025-06-01_19-14-06,1748794446,4.468916893005371,54.72912311553955,34108,Cerebro,127.0.0.1,54.72912311553955,12,4.553700126701856,1.7675985508441014e-05,4.553505481850364,1.0836897150748335,3.461519933868718,0.00638481933535416,600,0.06675917100044898,80,4000,48000,-48.00000000000003,-127.9999999999998,-52.60000000000005,80,80.0,52,4,0,0,20.616666666666667,68.0,0.0,0.0,4000,4000,-26.300000000000026,-26.300000000000026,4000,4000,48000,48000,80.0,80.0,48000,48000,-26.300000000000026,-26.300000000000026,4052,4000,0.0,0.19050507316513943,152070.0,48000,48624,48624,4052.0,0.45025941729545593,0.0001620658003957942,4052,4.882812572759576e-05,0.2,0.33518311381340027,0.0,0.0,44.17593002319336,12.0,6.100783824920654,1.59415864944458,0.04393650218844414,0.09219914674758911,152070.0,0.001,0.2
1,52000,False,13,4957d_00000,2025-06-01_19-14-11,1748794451,4.589038372039795,59.318161487579346,34108,Cerebro,127.0.0.1,59.318161487579346,13,4.553961930434632,1.7630226068778625e-05,4.5537666820320295,1.082354495923591,3.4631148445301325,0.006382070142159338,648,0.06677106200077106,80,4000,52000,-48.00000000000003,-107.99999999999986,-51.800000000000054,80,80.0,48,4,0,0,27.0,67.94000000000001,0.0,0.0,4000,4000,-25.900000000000027,-25.900000000000027,4000,4000,52000,52000,80.0,80.0,52000,52000,-25.900000000000027,-25.900000000000027,4052,4000,0.0,0.19053368789506683,152070.0,52000,52676,52676,4052.0,0.7449364066123962,0.0004636740777641535,4052,2.441406286379788e-05,0.2,0.2594808042049408,0.0,0.0,45.63036346435547,13.0,4.575148105621338,1.595102310180664,0.12098639458417892,-0.023388147354125977,152070.0,0.001,0.2
1,56000,False,14,4957d_00000,2025-06-01_19-14-15,1748794455,4.585245609283447,63.90340709686279,34108,Cerebro,127.0.0.1,63.90340709686279,14,4.554169938130377,1.7567924094066475e-05,4.553974012212147,1.0819993439639648,3.4636589640852886,0.006395274440510875,700,0.06764230400207452,80,4000,56000,-48.00000000000003,-348.0000000000001,-57.400000000000055,80,80.0,52,4,0,0,19.13333333333333,67.98333333333333,0.0,0.0,4000,4000,-28.700000000000028,-28.700000000000028,4000,4000,56000,56000,80.0,80.0,56000,56000,-28.700000000000028,-28.700000000000028,4052,4000,0.0,0.19056085594308078,152070.0,56000,56728,56728,4052.0,0.3108116090297699,0.000375268398784101,4052,1.220703143189894e-05,0.2,0.3590908944606781,0.0,0.0,259.7706298828125,14.0,6.550355434417725,1.5955668687820435,0.02316869981586933,0.054106295108795166,152070.0,0.001,0.2
1,60000,False,15,4957d_00000,2025-06-01_19-14-20,1748794460,4.585278511047363,68.48868560791016,34108,Cerebro,127.0.0.1,68.48868560791016,15,4.554382619748788,1.756024438613087e-05,4.554185366090323,1.0802180875244078,3.4656468584449303,0.00639545369607618,748,0.0663859090016922,80,4000,60000,-48.00000000000003,-348.0000000000001,-60.00000000000007,80,80.0,48,4,0,0,28.0,67.96,0.0,0.0,4000,4000,-30.000000000000036,-30.000000000000036,4000,4000,60000,60000,80.0,80.0,60000,60000,-30.000000000000036,-30.000000000000036,4052,4000,0.0,0.1905859508313428,152070.0,60000,60780,60780,4052.0,0.7584956288337708,0.00022856928990222514,4052,6.10351571594947e-06,0.2,0.28216516971588135,0.0,0.0,80.9047622680664,15.0,5.543636322021484,1.5960326194763184,0.047008104622364044,0.020104706287384033,152070.0,0.001,0.2
1,64000,False,16,4957d_00000,2025-06-01_19-14-25,1748794465,4.727289199829102,73.21597480773926,34108,Cerebro,127.0.0.1,73.21597480773926,16,4.556014460550838,1.7515641775614976e-05,4.555816268429493,1.0780085686490282,3.4694754888602892,0.006401458159217662,800,0.06493094399571418,80,4000,64000,251.99999999999986,-268.0000000000003,-51.800000000000054,80,80.0,52,4,0,0,21.299999999999997,67.93333333333334,0.0,0.0,4000,4000,-25.900000000000027,-25.900000000000027,4000,4000,64000,64000,80.0,80.0,64000,64000,-25.900000000000027,-25.900000000000027,4052,4000,0.0,0.19063349175624517,152070.0,64000,64832,64832,4052.0,0.6630416512489319,0.0005657192086800933,4052,3.051757857974735e-06,0.2,0.3826376497745514,0.0,0.0,41.410274505615234,16.0,5.340466022491455,1.5928988456726074,0.16717080771923065,0.1915355920791626,152070.0,0.001,0.2
1,68000,False,17,4957d_00000,2025-06-01_19-14-29,1748794469,4.611347198486328,77.82732200622559,34108,Cerebro,127.0.0.1,77.82732200622559,17,4.556476785945064,1.7463485130288293e-05,4.556277931745172,1.07641729796219,3.4715282849721305,0.006395164577673818,848,0.0651255469978787,80,4000,68000,251.99999999999994,-147.99999999999986,-44.800000000000054,80,80.0,48,4,0,0,22.3,67.8,0.0,0.0,4000,4000,-22.400000000000027,-22.400000000000027,4000,4000,68000,68000,80.0,80.0,68000,68000,-22.400000000000027,-22.400000000000027,4052,4000,0.0,0.19067997361756686,152070.0,68000,68884,68884,4052.0,0.4889349639415741,0.0009297938668169081,4052,1.5258789289873675e-06,0.2,0.2756730318069458,0.0,0.0,219.42616271972656,17.0,6.118461608886719,1.596962571144104,-0.016780592501163483,0.06855863332748413,152070.0,0.001,0.2
1,72000,False,18,4957d_00000,2025-06-01_19-14-34,1748794474,4.747241497039795,82.57456350326538,34108,Cerebro,127.0.0.1,82.57456350326538,18,4.558300759085354,1.7416850089487343e-05,4.558101176427727,1.0759506469826052,3.4738123731223927,0.006394185931773445,900,0.07143946100259199,80,4000,72000,251.99999999999994,-247.99999999999991,-49.00000000000004,80,80.0,52,4,0,0,21.0,67.81666666666666,0.0,0.0,4000,4000,-24.50000000000002,-24.50000000000002,4000,4000,72000,72000,80.0,80.0,72000,72000,-24.50000000000002,-24.50000000000002,4052,4000,0.0,0.1907415672624845,152070.0,72000,72936,72936,4052.0,0.30616065859794617,0.0005590558284893632,4052,7.629394644936838e-07,0.2,0.32024046778678894,0.0,0.0,83.96343231201172,18.0,5.513548374176025,1.594967007637024,0.08787906169891357,-0.07037961483001709,152070.0,0.001,0.2
1,76000,False,19,4957d_00000,2025-06-01_19-14-39,1748794479,4.591641187667847,87.16620469093323,34108,Cerebro,127.0.0.1,87.16620469093323,19,4.558551610494622,1.7469681570852638e-05,4.558350471663301,1.07431266951231,3.4756998173911864,0.00638826407245247,948,0.07108918000245466,80,4000,76000,31.999999999999936,-247.99999999999991,-55.80000000000004,80,80.0,48,4,0,0,26.41666666666667,67.81666666666668,0.0,0.0,4000,4000,-27.90000000000002,-27.90000000000002,4000,4000,76000,76000,80.0,80.0,76000,76000,-27.90000000000002,-27.90000000000002,4052,4000,0.0,0.19080032232714297,152070.0,76000,76988,76988,4052.0,0.17734640836715698,0.0003208550624549389,4052,3.814697322468419e-07,0.2,0.13251996040344238,0.0,0.0,53.436553955078125,19.0,5.5365891456604,1.5929030179977417,-0.10255832970142365,0.052761852741241455,152070.0,0.001,0.2
1,80000,False,20,4957d_00000,2025-06-01_19-14-43,1748794483,4.354393005371094,91.52059769630432,34108,Cerebro,127.0.0.1,91.52059769630432,20,4.5564111473895625,1.7413985079192212e-05,4.556209428946617,1.0726512748169457,3.4752133672176244,0.006387169431359782,1000,0.06667022300243844,80,4000,80000,-48.00000000000003,-147.99999999999994,-54.400000000000055,80,80.0,52,4,0,0,20.58,67.82000000000001,0.0,0.0,4000,4000,-27.200000000000028,-27.200000000000028,4000,4000,80000,80000,80.0,80.0,80000,80000,-27.200000000000028,-27.200000000000028,4052,4000,0.0,0.19085506994378137,152070.0,80000,81040,81040,4052.0,0.20711705088615417,0.0005460400134325027,4052,1.9073486612342094e-07,0.2,0.34742146730422974,0.0,0.0,59.787269592285156,20.0,6.284919261932373,1.5974072217941284,0.03841093182563782,0.11931419372558594,152070.0,0.001,0.2
1,84000,False,21,4957d_00000,2025-06-01_19-14-48,1748794488,4.765042543411255,96.28564023971558,34108,Cerebro,127.0.0.1,96.28564023971558,21,4.558407291915227,1.737584509981817e-05,4.558204629656865,1.0715463840688986,3.478304729545144,0.006389607736720743,1048,0.06897199800005183,80,4000,84000,51.999999999999936,-288.0000000000005,-56.60000000000005,80,80.0,48,4,0,0,28.7,67.89999999999999,0.0,0.0,4000,4000,-28.300000000000026,-28.300000000000026,4000,4000,84000,84000,80.0,80.0,84000,84000,-28.300000000000026,-28.300000000000026,4052,4000,0.0,0.19091126051585267,152070.0,84000,85092,85092,4052.0,0.8016226887702942,0.0007285554893314838,4052,9.536743306171047e-08,0.2,0.37086597084999084,0.0,0.0,191.12948608398438,21.0,6.743529319763184,1.5867998600006104,0.013872968032956123,0.048622310161590576,152070.0,0.001,0.2
1,88000,False,22,4957d_00000,2025-06-01_19-14-52,1748794492,4.577250003814697,100.86289024353027,34108,Cerebro,127.0.0.1,100.86289024353027,22,4.55849964099589,1.732908645170743e-05,4.558296230360518,1.0707879392280581,3.47915047625006,0.006386400659300696,1100,0.066012079998618,80,4000,88000,51.999999999999936,-288.0000000000005,-57.00000000000007,80,80.0,52,4,0,0,19.380000000000003,67.96,0.0,0.0,4000,4000,-28.500000000000036,-28.500000000000036,4000,4000,88000,88000,80.0,80.0,88000,88000,-28.500000000000036,-28.500000000000036,4052,4000,0.0,0.19096536722948818,152070.0,88000,89144,89144,4052.0,0.16270312666893005,0.0008104891749098897,4052,4.7683716530855236e-08,0.2,0.19905118644237518,0.0,0.0,47.81618118286133,22.0,6.612558364868164,1.5973809957504272,-0.14272841811180115,0.04045897722244263,152070.0,0.001,0.2
1,92000,False,23,4957d_00000,2025-06-01_19-14-57,1748794497,4.708239555358887,105.57112979888916,34108,Cerebro,127.0.0.1,105.57112979888916,23,4.559904735586265,1.7274795329161847e-05,4.559700578057026,1.0692512098359614,3.4820867834876443,0.006382591652483874,1148,0.06383337199746165,80,4000,92000,-48.00000000000003,-268.00000000000045,-52.40000000000007,80,80.0,48,4,0,0,23.057142857142857,67.85714285714286,0.0,0.0,4000,4000,-26.200000000000035,-26.200000000000035,4000,4000,92000,92000,80.0,80.0,92000,92000,-26.200000000000035,-26.200000000000035,4052,4000,0.0,0.1910170881827988,152070.0,92000,93196,93196,4052.0,0.3828328549861908,0.0004990408779121935,4052,2.3841858265427618e-08,0.2,0.22595304250717163,0.0,0.0,55.05116653442383,23.0,6.227792263031006,1.5934489965438843,-0.07813625782728195,0.1025438904762268,152070.0,0.001,0.2
1,96000,False,24,4957d_00000,2025-06-01_19-15-02,1748794502,4.438181638717651,110.00931143760681,34108,Cerebro,127.0.0.1,110.00931143760681,24,4.558606010230457,1.7220047692303836e-05,4.558401176276767,1.0670316767370909,3.4830025476523754,0.006381237736095076,1200,0.06480961200024467,80,4000,96000,-48.00000000000003,-108.0,-53.60000000000005,80,80.0,52,4,0,0,24.200000000000003,67.78,0.0,0.0,4000,4000,-26.800000000000026,-26.800000000000026,4000,4000,96000,96000,80.0,80.0,96000,96000,-26.800000000000026,-26.800000000000026,4052,4000,0.0,0.19106639815032347,152070.0,96000,97248,97248,4052.0,0.40984517335891724,0.0006180835771374404,4052,1.1920929132713809e-08,0.2,0.18340282142162323,0.0,0.0,51.35892105102539,24.0,6.250953674316406,1.5920753479003906,-0.12327749282121658,0.10598528385162354,152070.0,0.001,0.2
1,100000,False,25,4957d_00000,2025-06-01_19-15-07,1748794507,4.978570222854614,114.98788166046143,34108,Cerebro,127.0.0.1,114.98788166046143,25,4.562718231128171,1.7166846957352293e-05,4.56251255651414,1.0676422869700544,3.486499078175662,0.0063788943587998245,1248,0.06749933100538329,80,4000,100000,-48.00000000000003,-108.0,-54.400000000000055,80,80.0,48,4,0,0,26.666666666666668,67.8,0.0,0.0,4000,4000,-27.200000000000028,-27.200000000000028,4000,4000,100000,100000,80.0,80.0,100000,100000,-27.200000000000028,-27.200000000000028,4052,4000,0.0,0.19111279584967636,152070.0,100000,101300,101300,4052.0,0.6422043442726135,0.0007380691822618246,4052,5.9604645663569045e-09,0.2,0.3238914906978607,0.0,0.0,51.03016662597656,25.0,6.311727046966553,1.5875072479248047,0.010220256634056568,-0.0048673152923583984,152070.0,0.001,0.2
1,104000,False,26,4957d_00000,2025-06-01_19-15-11,1748794511,4.5286853313446045,119.51656699180603,34108,Cerebro,127.0.0.1,119.51656699180603,26,4.562259769816971,1.7132178366811143e-05,4.562053035949218,1.066293985100789,3.487377784393758,0.006380889414955698,1300,0.07024903100216762,80,4000,104000,31.999999999999936,-147.99999999999994,-51.800000000000054,80,80.0,52,4,0,0,22.933333333333337,67.81666666666666,0.0,0.0,4000,4000,-25.900000000000027,-25.900000000000027,4000,4000,104000,104000,80.0,80.0,104000,104000,-25.900000000000027,-25.900000000000027,4052,4000,0.0,0.19115815255523105,152070.0,104000,105352,105352,4052.0,0.24618318676948547,0.0008819812210276723,4052,2.9802322831784522e-09,0.2,0.2072405368089676,0.0,0.0,57.45574951171875,26.0,6.1868062019348145,1.5942331552505493,-0.0925934687256813,0.06844419240951538,152070.0,0.001,0.2
1,108000,False,27,4957d_00000,2025-06-01_19-15-16,1748794516,4.868628025054932,124.38519501686096,34108,Cerebro,127.0.0.1,124.38519501686096,27,4.565231162118883,1.7091856416488446e-05,4.565023298589911,1.06462351124969,3.492001182549388,0.006387382521191851,1348,0.06754399999859743,80,4000,108000,132.0000000000002,-147.99999999999994,-47.400000000000055,80,80.0,48,4,0,0,23.733333333333334,67.8,0.0,0.0,4000,4000,-23.700000000000028,-23.700000000000028,4000,4000,108000,108000,80.0,80.0,108000,108000,-23.700000000000028,-23.700000000000028,4052,4000,0.0,0.19122021992709268,152070.0,108000,109404,109404,4052.0,0.3440583646297455,0.0005323835066519678,4052,1.4901161415892261e-09,0.2,0.24400481581687927,0.0,0.0,74.59292602539062,27.0,5.62111759185791,1.5950865745544434,0.0009103231132030487,0.04512661695480347,152070.0,0.001,0.2
