num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_max,env_runners/episode_return_max,env_runners/episode_return_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/episode_return_min,env_runners/episode_duration_sec_mean,env_runners/num_episodes,env_runners/num_episodes_lifetime,env_runners/num_env_steps_sampled,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,learners/ai/curr_entropy_coeff,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/entropy,learners/ai/vf_explained_var,learners/ai/vf_loss_unclipped,learners/ai/num_module_steps_trained_lifetime,learners/ai/num_non_trainable_parameters,learners/ai/default_optimizer_learning_rate,learners/ai/weights_seq_no,learners/ai/module_train_batch_size_mean,learners/ai/mean_kl_loss,learners/ai/num_module_steps_trained,learners/ai/vf_loss,learners/ai/num_trainable_parameters,learners/ai/total_loss,learners/ai/policy_loss,learners/ai/curr_kl_coeff,learners/ai/gradients_default_optimizer_global_norm,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/human/curr_entropy_coeff
1,44000,False,11,2001d_00000,2025-06-01_18-22-44,1748791364,4.811410665512085,49.12563872337341,46596,Cerebro,127.0.0.1,49.12563872337341,11,4.532243076159298,1.844982422432495e-05,4.5320240725768155,1.0916888768669757,3.430751019858952,0.007552255361981267,80,-48.00000000000003,-56.800000000000054,80,44000,80.0,-127.99999999999997,0.06579294500348624,48,548,4000,4,0,0,25.8,66.0,0.0,0.0,4000,4000,80.0,80.0,-28.400000000000027,-28.400000000000027,4000,4000,44000,44000,-28.400000000000027,-28.400000000000027,44000,44000,0.2,0.0,1.5925428867340088,0.06814384460449219,42.21833801269531,44572,0.0,0.001,11.0,4052.0,0.0010556360939517617,4052,5.082464218139648,152070.0,0.365604430437088,0.17586641013622284,9.765625145519152e-05,0.3479987680912018,4052,0.17021130105795398,44000,152070.0,44572,0.0,4000,0.2
1,48000,False,12,2001d_00000,2025-06-01_18-22-48,1748791368,4.423703908920288,53.5493426322937,46596,Cerebro,127.0.0.1,53.5493426322937,12,4.531068822397584,1.8405325883957553e-05,4.530849054851134,1.0893501980981384,3.4319260856602845,0.007536357808355866,80,12.000000000000083,-53.400000000000034,80,48000,80.0,-167.99999999999983,0.06563445100327954,52,600,4000,4,0,0,21.166666666666668,66.05000000000001,0.0,0.0,4000,4000,80.0,80.0,-26.700000000000017,-26.700000000000017,4000,4000,48000,48000,-26.700000000000017,-26.700000000000017,48000,48000,0.2,0.0,1.595871925354004,0.050694406032562256,64.51648712158203,48624,0.0,0.001,12.0,4052.0,0.00021721486700698733,4052,6.093911647796631,152070.0,0.26016440987586975,-0.03005230613052845,4.882812572759576e-05,0.5682926177978516,4052,0.17024849741861794,48000,152070.0,48624,0.0,4000,0.2
1,52000,False,13,2001d_00000,2025-06-01_18-22-53,1748791373,4.690668344497681,58.24001097679138,46596,Cerebro,127.0.0.1,58.24001097679138,13,4.5325820951732165,1.8461272706366557e-05,4.532359842302662,1.0871202221170297,3.4356689268037943,0.007525824230318948,80,232.00000000000006,-56.20000000000005,80,52000,80.0,-268.00000000000045,0.06358651599963196,48,648,4000,4,0,0,29.879999999999995,66.0,0.0,0.0,4000,4000,80.0,80.0,-28.100000000000026,-28.100000000000026,4000,4000,52000,52000,-28.100000000000026,-28.100000000000026,52000,52000,0.2,0.0,1.5907878875732422,0.00788789987564087,89.79981994628906,52676,0.0,0.001,13.0,4052.0,0.0007642744458280504,4052,6.857652187347412,152070.0,0.4464762508869171,0.07886859774589539,2.441406286379788e-05,0.5007703304290771,4052,0.17028504474195988,52000,152070.0,52676,0.0,4000,0.2
1,56000,False,14,2001d_00000,2025-06-01_18-22-57,1748791377,4.383050441741943,62.623061418533325,46596,Cerebro,127.0.0.1,62.623061418533325,14,4.531000723221708,1.8399659751732356e-05,4.530777786879268,1.0862893058958625,3.4349299805356788,0.0075086899876402715,80,351.99999999999943,-53.80000000000006,80,56000,80.0,-308.00000000000034,0.06305904599605128,52,700,4000,4,0,0,17.86666666666667,65.88333333333333,0.0,0.0,4000,4000,80.0,80.0,-26.90000000000003,-26.90000000000003,4000,4000,56000,56000,-26.90000000000003,-26.90000000000003,56000,56000,0.2,0.0,1.5979573726654053,-0.05346715450286865,127.54222869873047,56728,0.0,0.001,14.0,4052.0,0.0008584979805164039,4052,5.99843692779541,152070.0,0.40794825553894043,0.12769600749015808,1.220703143189894e-05,0.4317439794540405,4052,0.17031979217909243,56000,152070.0,56728,0.0,4000,0.2
1,60000,False,15,2001d_00000,2025-06-01_18-23-02,1748791382,4.7014758586883545,67.32453727722168,46596,Cerebro,127.0.0.1,67.32453727722168,15,4.532603199989113,1.8453663220234626e-05,4.532378732010563,1.0837865538369158,3.439041652730352,0.007496186088163041,80,351.99999999999943,-52.400000000000055,80,60000,80.0,-308.00000000000034,0.06215326500008814,48,748,4000,4,0,0,27.183333333333334,65.81666666666668,0.0,0.0,4000,4000,80.0,80.0,-26.200000000000028,-26.200000000000028,4000,4000,60000,60000,-26.200000000000028,-26.200000000000028,60000,60000,0.2,0.0,1.5945985317230225,0.03130543231964111,36.15381622314453,60780,0.0,0.001,15.0,4052.0,0.00049304572166875,4052,5.816987991333008,152070.0,0.44448649883270264,0.18170733749866486,6.10351571594947e-06,1.3056588172912598,4052,0.17035385560300412,60000,152070.0,60780,0.0,4000,0.2
1,64000,False,16,2001d_00000,2025-06-01_18-23-07,1748791387,4.615997791290283,71.94053506851196,46596,Cerebro,127.0.0.1,71.94053506851196,16,4.533348141989253,1.840512645945016e-05,4.533123184690625,1.0827001122980973,3.4408826682031073,0.0074832212272930255,80,172.00000000000023,-45.80000000000005,80,64000,80.0,-107.99999999999986,0.06743143799714744,52,800,4000,4,0,0,25.100000000000005,65.76666666666667,0.0,0.0,4000,4000,80.0,80.0,-22.900000000000023,-22.900000000000023,4000,4000,64000,64000,-22.900000000000023,-22.900000000000023,64000,64000,0.2,0.0,1.5984299182891846,0.0373913049697876,400.0033874511719,64832,0.0,0.001,16.0,4052.0,0.0008659868617542088,4052,6.148635387420654,152070.0,0.04619479551911354,-0.2489827573299408,3.051757857974735e-06,0.25819727778434753,4052,0.17040386225922005,64000,152070.0,64832,0.0,4000,0.2
1,68000,False,17,2001d_00000,2025-06-01_18-23-11,1748791391,4.667229652404785,76.60776472091675,46596,Cerebro,127.0.0.1,76.60776472091675,17,4.534562473569285,1.8340074936827154e-05,4.534336801843775,1.0797360731751884,3.4450514345208667,0.007480486015103981,80,172.00000000000023,-49.600000000000044,80,68000,80.0,-268.0000000000002,0.06561910199699923,48,848,4000,4,0,0,26.95,65.84999999999998,0.0,0.0,4000,4000,80.0,80.0,-24.800000000000022,-24.800000000000022,4000,4000,68000,68000,-24.800000000000022,-24.800000000000022,68000,68000,0.2,0.0,1.598193883895874,-0.2137237787246704,309.5021057128906,68884,0.0,0.001,17.0,4052.0,0.0004161239485256374,4052,6.768953800201416,152070.0,0.5738773941993713,0.21662072837352753,1.5258789289873675e-06,0.5142033696174622,4052,0.17045313736675347,68000,152070.0,68884,0.0,4000,0.2
1,72000,False,18,2001d_00000,2025-06-01_18-23-17,1748791397,5.033591032028198,81.64135575294495,46596,Cerebro,127.0.0.1,81.64135575294495,18,4.539439663834044,1.8282674564808436e-05,4.539213370825411,1.0807744424436025,3.4489006651756253,0.007463648155128209,80,51.999999999999936,-57.800000000000054,80,72000,80.0,-268.0000000000002,0.07332958200131542,52,900,4000,4,0,0,30.05,65.86666666666667,0.0,0.0,4000,4000,80.0,80.0,-28.900000000000027,-28.900000000000027,4000,4000,72000,72000,-28.900000000000027,-28.900000000000027,72000,72000,0.2,0.0,1.5978899002075195,-0.3321843147277832,119.90984344482422,72936,0.0,0.001,18.0,4052.0,0.0005453660851344466,4052,6.000661373138428,152070.0,0.2742970883846283,-0.006191026419401169,7.629394644936838e-07,0.28321385383605957,4052,0.17052050455591078,72000,152070.0,72936,0.0,4000,0.2
1,76000,False,19,2001d_00000,2025-06-01_18-23-21,1748791401,4.8840179443359375,86.52537369728088,46596,Cerebro,127.0.0.1,86.52537369728088,19,4.5427765381957,1.8231847660120256e-05,4.5425498131175885,1.079017779018946,3.4540000835238343,0.007452977673447488,80,351.9999999999993,-48.60000000000005,80,76000,80.0,-167.9999999999996,0.07716323700326029,48,948,4000,4,0,0,29.95,65.88333333333333,0.0,0.0,4000,4000,80.0,80.0,-24.300000000000026,-24.300000000000026,4000,4000,76000,76000,-24.300000000000026,-24.300000000000026,76000,76000,0.2,0.0,1.5995399951934814,0.19253921508789062,341.37115478515625,76988,0.0,0.001,19.0,4052.0,0.0003212682204321027,4052,5.6705756187438965,152070.0,0.14897054433822632,-0.09817901998758316,3.814697322468419e-07,0.7151981592178345,4052,0.1705865604775494,76000,152070.0,76988,0.0,4000,0.2
1,80000,False,20,2001d_00000,2025-06-01_18-23-26,1748791406,4.582057476043701,91.10743117332458,46596,Cerebro,127.0.0.1,91.10743117332458,20,4.543064377813894,1.8174528971177505e-05,4.542837033986706,1.0773314292285447,3.455967370689026,0.007450910896673421,80,351.9999999999993,-53.40000000000006,80,80000,80.0,-268.00000000000017,0.06675514600472525,52,1000,4000,4,0,0,26.96,65.9,0.0,0.0,4000,4000,80.0,80.0,-26.70000000000003,-26.70000000000003,4000,4000,80000,80000,-26.70000000000003,-26.70000000000003,80000,80000,0.2,0.0,1.6018900871276855,-0.38727033138275146,47.87308883666992,81040,0.0,0.001,20.0,4052.0,0.0006479675066657364,4052,5.332607746124268,152070.0,0.1659228354692459,-0.04695986956357956,1.9073486612342094e-07,0.30207470059394836,4052,0.17065074527030138,80000,152070.0,81040,0.0,4000,0.2
1,84000,False,21,2001d_00000,2025-06-01_18-23-31,1748791411,5.101905822753906,96.20933699607849,46596,Cerebro,127.0.0.1,96.20933699607849,21,4.548547173035897,1.8133783590956076e-05,4.548319070646595,1.0764070419360983,3.4623727279822223,0.00744608678746879,80,351.99999999999966,-53.600000000000044,80,84000,80.0,-268.00000000000017,0.070049164002412,48,1048,4000,4,0,0,31.471428571428568,65.89999999999999,0.0,0.0,4000,4000,80.0,80.0,-26.800000000000022,-26.800000000000022,4000,4000,84000,84000,-26.800000000000022,-26.800000000000022,84000,84000,0.2,0.0,1.601770043373108,0.014491379261016846,168.01719665527344,85092,0.0,0.001,21.0,4052.0,0.0002289083058713004,4052,6.993005752563477,152070.0,0.31657934188842773,-0.062367260456085205,9.536743306171047e-08,0.3493666350841522,4052,0.17071440284115086,84000,152070.0,85092,0.0,4000,0.2
1,88000,False,22,2001d_00000,2025-06-01_18-23-36,1748791416,4.806154727935791,101.01549172401428,46596,Cerebro,127.0.0.1,101.01549172401428,22,4.551029682305503,1.8106445763525277e-05,4.550800765940393,1.0771433625164548,3.4641222097022664,0.0074382169196621035,80,351.99999999999966,-48.40000000000005,80,88000,80.0,-147.99999999999997,0.07251235000090674,52,1100,4000,4,0,0,26.21666666666667,65.95,0.0,0.0,4000,4000,80.0,80.0,-24.200000000000024,-24.200000000000024,4000,4000,88000,88000,-24.200000000000024,-24.200000000000024,88000,88000,0.2,0.0,1.5983556509017944,0.10078483819961548,500.2812194824219,89144,0.0,0.001,22.0,4052.0,0.0003820116107817739,4052,7.533619403839111,152070.0,0.30826184153556824,-0.1254289448261261,4.7683716530855236e-08,0.20309551060199738,4052,0.17077800903605703,88000,152070.0,89144,0.0,4000,0.2
1,92000,False,23,2001d_00000,2025-06-01_18-23-41,1748791421,4.910702466964722,105.926194190979,46596,Cerebro,127.0.0.1,105.926194190979,23,4.5545257174825835,1.8171381432825564e-05,4.5542951382813,1.075054391891586,3.469715380605381,0.007422866750601114,80,311.9999999999991,-55.80000000000004,80,92000,80.0,-247.99999999999994,0.06811081600142643,48,1148,4000,4,0,0,29.100000000000005,66.05000000000001,0.0,0.0,4000,4000,80.0,80.0,-27.90000000000002,-27.90000000000002,4000,4000,92000,92000,-27.90000000000002,-27.90000000000002,92000,92000,0.2,0.0,1.6019628047943115,-0.39134788513183594,63.96664047241211,93196,0.0,0.001,23.0,4052.0,0.0005236694705672562,4052,5.92033576965332,152070.0,0.18457606434822083,-0.08706490695476532,2.3841858265427618e-08,0.28863683342933655,4052,0.17084035534678205,92000,152070.0,93196,0.0,4000,0.2
1,96000,False,24,2001d_00000,2025-06-01_18-23-46,1748791426,4.6137776374816895,110.5399718284607,46596,Cerebro,127.0.0.1,110.5399718284607,24,4.555033253307884,1.8137667581289107e-05,4.55480201689817,1.0730114039725331,3.47226783879905,0.00741617608338911,80,292.0,-56.600000000000044,80,96000,80.0,-247.99999999999994,0.06447958299890161,52,1200,4000,4,0,0,22.91666666666667,66.08333333333333,0.0,0.0,4000,4000,80.0,80.0,-28.300000000000022,-28.300000000000022,4000,4000,96000,96000,-28.300000000000022,-28.300000000000022,96000,96000,0.2,0.0,1.5989729166030884,-0.012208223342895508,179.91452026367188,97248,0.0,0.001,24.0,4052.0,0.00032259916770271957,4052,6.511327743530273,152070.0,0.20622903108596802,-0.12510918080806732,1.1920929132713809e-08,0.2631414234638214,4052,0.17090176807038543,96000,152070.0,97248,0.0,4000,0.2
1,100000,False,25,2001d_00000,2025-06-01_18-23-51,1748791431,5.347019910812378,115.88699173927307,46596,Cerebro,127.0.0.1,115.88699173927307,25,4.562852991774759,1.806929060176075e-05,4.562621381729063,1.073489051933075,3.4796020684108546,0.007417703322632765,80,292.0,-47.60000000000004,80,100000,80.0,-127.99999999999997,0.0677430319978157,48,1248,4000,4,0,0,34.38333333333333,66.11666666666666,0.0,0.0,4000,4000,80.0,80.0,-23.80000000000002,-23.80000000000002,4000,4000,100000,100000,-23.80000000000002,-23.80000000000002,100000,100000,0.2,0.0,1.5997806787490845,0.20126795768737793,426.31878662109375,101300,0.0,0.001,25.0,4052.0,0.0010454662842676044,4052,5.952071189880371,152070.0,0.20994612574577332,-0.06530487537384033,5.9604645663569045e-09,0.3139302730560303,4052,0.17096418343398218,100000,152070.0,101300,0.0,4000,0.2
1,104000,False,26,2001d_00000,2025-06-01_18-23-56,1748791436,4.865687131881714,120.75267887115479,46596,Cerebro,127.0.0.1,120.75267887115479,26,4.565749801857062,1.801859752147406e-05,4.565517221911249,1.0722753674135164,3.48370098072672,0.007417215289388987,80,271.9999999999996,-52.00000000000006,80,104000,80.0,-247.9999999999997,0.0703610219998518,52,1300,4000,4,0,0,29.01666666666667,66.2,0.0,0.0,4000,4000,80.0,80.0,-26.00000000000003,-26.00000000000003,4000,4000,104000,104000,-26.00000000000003,-26.00000000000003,104000,104000,0.2,0.0,1.5983926057815552,-0.7348624467849731,94.02438354492188,105352,0.0,0.001,26.0,4052.0,0.0006581760826520622,4052,6.068044185638428,152070.0,0.2800717353820801,-0.007054063957184553,2.9802322831784522e-09,0.20845970511436462,4052,0.17102892785349674,104000,152070.0,105352,0.0,4000,0.2
1,108000,False,27,2001d_00000,2025-06-01_18-24-01,1748791441,5.357897043228149,126.11057591438293,46596,Cerebro,127.0.0.1,126.11057591438293,27,4.57352696483841,1.7982411478593147e-05,4.573293521692221,1.0714324907391477,3.4923209169196765,0.007406868136456168,80,152.0000000000002,-62.20000000000002,80,108000,80.0,-248.00000000000006,0.07183601799828467,48,1348,4000,4,0,0,36.0,66.15714285714286,0.0,0.0,4000,4000,80.0,80.0,-31.10000000000001,-31.10000000000001,4000,4000,108000,108000,-31.10000000000001,-31.10000000000001,108000,108000,0.2,0.0,1.599574089050293,-0.07809054851531982,248.56137084960938,109404,0.0,0.001,27.0,4052.0,0.0003077709407079965,4052,7.009619235992432,152070.0,0.44438499212265015,0.06333784013986588,1.4901161415892261e-09,0.3235328495502472,4052,0.17111001307627854,108000,152070.0,109404,0.0,4000,0.2
