num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_mean,env_runners/episode_return_mean,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/episode_len_max,env_runners/num_episodes,env_runners/num_episodes_lifetime,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_duration_sec_mean,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,learners/ai/gradients_default_optimizer_global_norm,learners/ai/weights_seq_no,learners/ai/default_optimizer_learning_rate,learners/ai/num_trainable_parameters,learners/ai/vf_loss_unclipped,learners/ai/policy_loss,learners/ai/curr_entropy_coeff,learners/ai/vf_loss,learners/ai/module_train_batch_size_mean,learners/ai/curr_kl_coeff,learners/ai/total_loss,learners/ai/entropy,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/mean_kl_loss,learners/ai/num_non_trainable_parameters,learners/ai/vf_explained_var,learners/ai/num_module_steps_trained,learners/ai/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained_lifetime,learners/human/curr_entropy_coeff
1,44000,False,11,2e95e_00000,2025-06-01_19-34-43,1748795683,4.739674091339111,48.738404750823975,60812,Cerebro,127.0.0.1,48.738404750823975,11,4.454198605383118,2.430019083279225e-05,4.453946411098579,1.1084709118239617,3.332737180131244,0.010595265526335005,80.0,-40.00000000000003,80,371.9999999999993,4000,-528.0000000000008,80,48,548,44000,0.06407755100226495,4,0,0,23.38333333333333,67.33333333333333,0.0,0.0,-20.000000000000014,-20.000000000000014,4000,4000,44000,44000,-20.000000000000014,-20.000000000000014,80.0,80.0,4000,4000,44000,44000,0.42045319080352783,11.0,0.001,145926.0,1235.1055908203125,-0.007399093359708786,0.2,6.672159194946289,4052.0,9.765625145519152e-05,0.34160083532333374,1.591080904006958,0.0,0.0005261969054117799,0.0,0.07283949851989746,4052,44572,145926.0,0.0,4052,4000,44572,0.1767835488900064,44000,0.2
1,48000,False,12,2e95e_00000,2025-06-01_19-34-47,1748795687,4.280255556106567,53.01866030693054,60812,Cerebro,127.0.0.1,53.01866030693054,12,4.452372324329151,2.4199188841569165e-05,4.452119136987468,1.1065173817059732,3.3329084013300445,0.010548576871227618,80.0,-39.40000000000008,80,352.0,4000,-488.00000000000136,80,52,600,48000,0.06548563599819318,4,0,0,27.580000000000002,67.38,0.0,0.0,-19.70000000000004,-19.70000000000004,4000,4000,48000,48000,-19.70000000000004,-19.70000000000004,80.0,80.0,4000,4000,48000,48000,0.39926740527153015,12.0,0.001,145926.0,816.2910766601562,0.11981157958507538,0.2,8.318107604980469,4052.0,4.882812572759576e-05,0.6348711252212524,1.583756446838379,0.0,0.0013029485708102584,0.0,0.05312907695770264,4052,48624,145926.0,0.0,4052,4000,48624,0.17681587927705947,48000,0.2
1,52000,False,13,2e95e_00000,2025-06-01_19-34-52,1748795692,4.741344690322876,57.76000499725342,60812,Cerebro,127.0.0.1,57.76000499725342,13,4.455149970085619,2.4076196695124968e-05,4.454896208617568,1.1061288028888816,3.336114428316574,0.010502918102301652,80.0,-47.00000000000009,80,352.0,4000,-488.00000000000136,80,48,648,52000,0.06354088299965951,4,0,0,21.066666666666666,67.38333333333334,0.0,0.0,-23.500000000000046,-23.500000000000046,4000,4000,52000,52000,-23.500000000000046,-23.500000000000046,80.0,80.0,4000,4000,52000,52000,0.558163046836853,13.0,0.001,145926.0,957.867919921875,-0.2045183926820755,0.2,7.330595016479492,4052.0,2.441406286379788e-05,0.2125476896762848,1.5799673795700073,0.0,0.00047372214612551033,0.0,-0.0813603401184082,4052,52676,145926.0,0.0,4052,4000,52676,0.1768473050914863,52000,0.2
1,56000,False,14,2e95e_00000,2025-06-01_19-34-56,1748795696,4.434276342391968,62.194281339645386,60812,Cerebro,127.0.0.1,62.194281339645386,14,4.454814933384811,2.3959434508217677e-05,4.454560700531811,1.1056265068597075,3.3361625100334846,0.010616364921287738,80.0,-14.00000000000008,80,331.9999999999999,4000,-288.0000000000005,80,52,700,56000,0.06247663499671034,4,0,0,19.249999999999996,67.34999999999998,0.0,0.0,-7.00000000000004,-7.00000000000004,4000,4000,56000,56000,-7.00000000000004,-7.00000000000004,80.0,80.0,4000,4000,56000,56000,0.40701085329055786,14.0,0.001,145926.0,1311.9173583984375,-0.07660622149705887,0.2,8.145374298095703,4052.0,1.220703143189894e-05,0.4214477837085724,1.5824174880981445,0.0,0.0006255182670429349,0.0,0.04883915185928345,4052,56728,145926.0,0.0,4052,4000,56728,0.1768769387816978,56000,0.2
1,60000,False,15,2e95e_00000,2025-06-01_19-35-01,1748795701,4.424967288970947,66.61924862861633,60812,Cerebro,127.0.0.1,66.61924862861633,15,4.4544155550507085,2.3940840099708706e-05,4.454160210526936,1.1032631537912256,3.3381700289331464,0.010569265272454156,80.0,21.999999999999904,80,352.00000000000006,4000,-308.0000000000007,80,48,748,60000,0.06494764399365521,4,0,0,21.96,67.4,0.0,0.0,10.999999999999952,10.999999999999952,4000,4000,60000,60000,10.999999999999952,10.999999999999952,80.0,80.0,4000,4000,60000,60000,0.6771489977836609,15.0,0.001,145926.0,1432.1986083984375,-0.00662615243345499,0.2,7.7812981605529785,4052.0,6.10351571594947e-06,0.4561598300933838,1.5767194032669067,0.0,0.0006796219968236983,0.0,0.12618637084960938,4052,60780,145926.0,0.0,4052,4000,60780,0.17690552620759645,60000,0.2
1,64000,False,16,2e95e_00000,2025-06-01_19-35-05,1748795705,4.598247766494751,71.21749639511108,60812,Cerebro,127.0.0.1,71.21749639511108,16,4.455763476500082,2.3831431524442538e-05,4.4555077644220065,1.1020819292534099,3.3407402676437483,0.010522967619718923,80.0,32.79999999999986,80,352.00000000000006,4000,-308.0000000000007,80,52,800,64000,0.06870886299817357,4,0,0,24.86666666666667,67.36666666666666,0.0,0.0,16.39999999999993,16.39999999999993,4000,4000,64000,64000,16.39999999999993,16.39999999999993,80.0,80.0,4000,4000,64000,64000,0.38801008462905884,16.0,0.001,145926.0,1662.2218017578125,0.1307448297739029,0.2,7.345361709594727,4052.0,3.051757857974735e-06,0.5487870573997498,1.5824693441390991,0.0,0.001067817909643054,0.0,0.022249996662139893,4052,64832,145926.0,0.0,4052,4000,64832,0.176952253521094,64000,0.2
1,68000,False,17,2e95e_00000,2025-06-01_19-35-10,1748795710,4.41801905632019,75.63551545143127,60812,Cerebro,127.0.0.1,75.63551545143127,17,4.4552860287352996,2.371611698162758e-05,4.455030191777373,1.0994012639606188,3.3429656089669058,0.010496001943998072,80.0,39.59999999999981,80,352.0,4000,-408.0000000000012,80,48,848,68000,0.06753664200310595,4,0,0,23.866666666666664,67.39999999999999,0.0,0.0,19.799999999999905,19.799999999999905,4000,4000,68000,68000,19.799999999999905,19.799999999999905,80.0,80.0,4000,4000,68000,68000,0.5162799954414368,17.0,0.001,145926.0,1068.747802734375,0.11384060233831406,0.2,7.440815448760986,4052.0,1.5258789289873675e-06,0.5418769717216492,1.5802260637283325,0.0,0.0009017894044518471,0.0,-0.05676412582397461,4052,68884,145926.0,0.0,4052,4000,68884,0.17699711801570517,68000,0.2
1,72000,False,18,2e95e_00000,2025-06-01_19-35-14,1748795714,4.495503664016724,80.131019115448,60812,Cerebro,127.0.0.1,80.131019115448,18,4.455582671448097,2.3591956090172444e-05,4.455325723859753,1.097426975321258,3.3452639078771296,0.010458545924593205,80.0,73.99999999999974,80,351.9999999999998,4000,-408.0000000000012,80,52,900,72000,0.06405558200262021,4,0,0,22.1,67.34,0.0,0.0,36.99999999999987,36.99999999999987,4000,4000,72000,72000,36.99999999999987,36.99999999999987,80.0,80.0,4000,4000,72000,72000,0.44223177433013916,18.0,0.001,145926.0,3839.788330078125,-0.1152854636311531,0.2,8.568696022033691,4052.0,7.629394644936838e-07,0.4265251159667969,1.575295329093933,0.0,0.0011972843203693628,0.0,-0.04975426197052002,4052,72936,145926.0,0.0,4052,4000,72936,0.17705656945507225,72000,0.2
1,76000,False,19,2e95e_00000,2025-06-01_19-35-19,1748795719,4.509469747543335,84.64048886299133,60812,Cerebro,127.0.0.1,84.64048886299133,19,4.456010077734001,2.3476036860933316e-05,4.455752515621161,1.096222341567737,3.346922140797999,0.010420136465165644,80.0,88.99999999999976,80,351.9999999999999,4000,-328.00000000000057,80,48,948,76000,0.06954360300092959,4,0,0,24.700000000000003,67.35,0.0,0.0,44.49999999999988,44.49999999999988,4000,4000,76000,76000,44.49999999999988,44.49999999999988,80.0,80.0,4000,4000,76000,76000,0.38416600227355957,19.0,0.001,145926.0,2493.554443359375,0.05061426758766174,0.2,7.345601558685303,4052.0,3.814697322468419e-07,0.46946007013320923,1.5785716772079468,0.0,0.0007421521586365998,0.0,0.04813790321350098,4052,76988,145926.0,0.0,4052,4000,76988,0.1771151039838506,76000,0.2
1,80000,False,20,2e95e_00000,2025-06-01_19-35-23,1748795723,4.323310136795044,88.96379899978638,60812,Cerebro,127.0.0.1,88.96379899978638,20,4.454584220956618,2.337027631044041e-05,4.454326494464997,1.0943672131516953,3.34738673239035,0.010382072100035392,80.0,91.79999999999981,80,451.9999999999998,4000,-348.00000000000114,80,52,1000,80000,0.06981945700128563,4,0,0,22.0,67.34,0.0,0.0,45.899999999999906,45.899999999999906,4000,4000,80000,80000,45.899999999999906,45.899999999999906,80.0,80.0,4000,4000,80000,80000,0.45339033007621765,20.0,0.001,145926.0,2540.7041015625,-0.03422097489237785,0.2,8.587818145751953,4052.0,1.9073486612342094e-07,0.5091191530227661,1.5772085189819336,0.0,0.0009383993456140161,0.0,-0.019432425498962402,4052,81040,145926.0,0.0,4052,4000,81040,0.1771721971751066,80000,0.2
1,84000,False,21,2e95e_00000,2025-06-01_19-35-28,1748795728,4.533972501754761,93.49777150154114,60812,Cerebro,127.0.0.1,93.49777150154114,21,4.455236053746996,2.3295573593887234e-05,4.454977246520378,1.0929301620206515,3.3494963080660782,0.01035435637936983,80.0,98.19999999999975,80,451.9999999999998,4000,-488.00000000000045,80,48,1048,84000,0.06841670200228692,4,0,0,25.36666666666667,67.38333333333333,0.0,0.0,49.09999999999987,49.09999999999987,4000,4000,84000,84000,49.09999999999987,49.09999999999987,80.0,80.0,4000,4000,84000,84000,0.4235032796859741,21.0,0.001,145926.0,1961.8177490234375,0.14323380589485168,0.2,7.868357181549072,4052.0,9.536743306171047e-08,0.6142953634262085,1.5788710117340088,0.0,0.0008465767605230212,0.0,0.04619699716567993,4052,85092,145926.0,0.0,4052,4000,85092,0.17722756604214224,84000,0.2
1,88000,False,22,2e95e_00000,2025-06-01_19-35-32,1748795732,4.649420499801636,98.14719200134277,60812,Cerebro,127.0.0.1,98.14719200134277,22,4.457083557209795,2.3193618273370384e-05,4.456824539055084,1.0930356694004202,3.3512695459857076,0.010319235815624045,80.0,88.3999999999997,80,351.9999999999999,4000,-488.00000000000045,80,52,1100,88000,0.07010551500075962,4,0,0,21.2,67.33333333333334,0.0,0.0,44.19999999999985,44.19999999999985,4000,4000,88000,88000,44.19999999999985,44.19999999999985,80.0,80.0,4000,4000,88000,88000,0.45675522089004517,22.0,0.001,145926.0,2410.560546875,-0.06004314124584198,0.2,7.835155487060547,4052.0,4.7683716530855236e-08,0.4092024564743042,1.5713496208190918,0.0,0.0010053756413981318,0.0,-0.02553093433380127,4052,89144,145926.0,0.0,4052,4000,89144,0.17728173326212335,88000,0.2
1,92000,False,23,2e95e_00000,2025-06-01_19-35-37,1748795737,4.378569841384888,102.52576184272766,60812,Cerebro,127.0.0.1,102.52576184272766,23,4.456198377637276,2.307068175646324e-05,4.455939410664571,1.0905427447064802,3.352900093525762,0.010292671457128363,80.0,118.59999999999971,80,351.9999999999999,4000,-468.0000000000015,80,48,1148,92000,0.06593390699592419,4,0,0,24.38,67.32,0.0,0.0,59.299999999999855,59.299999999999855,4000,4000,92000,92000,59.299999999999855,59.299999999999855,80.0,80.0,4000,4000,92000,92000,0.6423185467720032,23.0,0.001,145926.0,4243.12646484375,-0.12831872701644897,0.2,8.091219902038574,4052.0,2.3841858265427618e-08,0.36656221747398376,1.5712050199508667,0.0,0.0013648777967318892,0.0,-0.10583651065826416,4052,93196,145926.0,0.0,4052,4000,93196,0.1773349523511011,92000,0.2
1,96000,False,24,2e95e_00000,2025-06-01_19-35-41,1748795741,4.40420389175415,106.92996573448181,60812,Cerebro,127.0.0.1,106.92996573448181,24,4.4555668678608376,2.2957975255332215e-05,4.455307659557841,1.0886735922593775,3.354167915590574,0.010257384743045689,80.0,133.99999999999974,80,351.9999999999998,4000,-347.9999999999997,80,52,1200,96000,0.06426142299431375,4,0,0,27.78,67.4,0.0,0.0,66.99999999999987,66.99999999999987,4000,4000,96000,96000,66.99999999999987,66.99999999999987,80.0,80.0,4000,4000,96000,96000,0.5721251964569092,24.0,0.001,145926.0,2362.67919921875,0.08543754369020462,0.2,8.002649307250977,4052.0,1.1920929132713809e-08,0.569199800491333,1.5825139284133911,0.0,0.000672310998197645,0.0,-0.09252965450286865,4052,97248,145926.0,0.0,4052,4000,97248,0.17738674953497652,96000,0.2
1,100000,False,25,2e95e_00000,2025-06-01_19-35-46,1748795746,4.5694520473480225,111.49941778182983,60812,Cerebro,127.0.0.1,111.49941778182983,25,4.4566053821821505,2.2858395910586423e-05,4.456345427962377,1.0879200403369351,3.3559746724347264,0.01023188889579193,80.0,158.39999999999966,80,431.99999999999864,4000,-347.9999999999997,80,48,1248,100000,0.06487480899668299,4,0,0,20.75,67.31666666666668,0.0,0.0,79.19999999999983,79.19999999999983,4000,4000,100000,100000,79.19999999999983,79.19999999999983,80.0,80.0,4000,4000,100000,100000,0.504661500453949,25.0,0.001,145926.0,4598.9736328125,-0.0368831530213356,0.2,7.728724479675293,4052.0,5.9604645663569045e-09,0.4253845810890198,1.553023099899292,0.0,0.0015051584923639894,0.0,-0.05535769462585449,4052,101300,145926.0,0.0,4052,4000,101300,0.1774382954699379,100000,0.2
1,104000,False,26,2e95e_00000,2025-06-01_19-35-51,1748795751,4.59459662437439,116.09401440620422,60812,Cerebro,127.0.0.1,116.09401440620422,26,4.45789060836039,2.2756811754368e-05,4.457630252682664,1.0864120559332744,3.3587889357105243,0.010203732006925757,80.0,206.19999999999956,80,431.999999999999,4000,-147.9999999999998,80,52,1300,104000,0.06613752599863801,4,0,0,24.416666666666668,67.33333333333333,0.0,0.0,103.09999999999978,103.09999999999978,4000,4000,104000,104000,103.09999999999978,103.09999999999978,80.0,80.0,4000,4000,104000,104000,0.39356905221939087,26.0,0.001,145926.0,6730.7099609375,-0.28245997428894043,0.2,8.775964736938477,4052.0,2.9802322831784522e-09,0.28580090403556824,1.546677827835083,0.0,0.0012272552121430635,0.0,-0.1006392240524292,4052,105352,145926.0,0.0,4052,4000,105352,0.1774892794412494,104000,0.2
1,108000,False,27,2e95e_00000,2025-06-01_19-35-55,1748795755,4.4985387325286865,120.59255313873291,60812,Cerebro,127.0.0.1,120.59255313873291,27,4.458175973277047,2.2653243416868278e-05,4.457915058155878,1.0844115943738495,3.3610998863535735,0.010168509686883919,79.56,233.66399999999942,36,1878.3999999999996,4000,-207.9999999999997,80,49,1349,108000,0.0666921279975213,4,0,0,24.566666666666666,67.38333333333334,0.0,0.0,116.83199999999971,116.83199999999971,4000,4000,108000,108000,116.83199999999971,116.83199999999971,79.56,79.56,4000,4000,108000,108000,0.3568970263004303,27.0,0.001,145926.0,3919.93896484375,0.09469368308782578,0.2,8.51077938079834,4052.0001,1.4901161415892261e-09,0.6369472146034241,1.5441218614578247,0.0,0.00137013487983495,0.0,-0.06138598918914795,4053,109405,145926.0,0.0,4053,4000,109405,0.17755380932358705,108000,0.2
