num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_max,env_runners/episode_duration_sec_mean,env_runners/episode_return_mean,env_runners/num_episodes,env_runners/episode_return_max,env_runners/num_env_steps_sampled,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_min,env_runners/episode_len_min,env_runners/episode_len_mean,env_runners/num_episodes_lifetime,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,learners/ai/num_module_steps_trained_lifetime,learners/ai/vf_loss,learners/ai/mean_kl_loss,learners/ai/entropy,learners/ai/policy_loss,learners/ai/weights_seq_no,learners/ai/curr_entropy_coeff,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/gradients_default_optimizer_global_norm,learners/ai/num_non_trainable_parameters,learners/ai/total_loss,learners/ai/curr_kl_coeff,learners/ai/num_trainable_parameters,learners/ai/vf_explained_var,learners/ai/default_optimizer_learning_rate,learners/ai/num_module_steps_trained,learners/ai/vf_loss_unclipped,learners/ai/module_train_batch_size_mean,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/human/curr_entropy_coeff
1,44000,False,11,80bdb_00000,2025-06-01_17-21-38,1748787698,8.30660605430603,86.82362174987793,9160,Cerebro,127.0.0.1,86.82362174987793,11,8.130447898717271,1.8452248807721054e-05,8.13024810288928,1.3260188227257084,6.510976308498281,0.2914113348843097,80,0.0768643109977711,-86.4,48,160.0,4000,44000,-200.0,80,80.0,548,4,0,0,25.14,66.55999999999999,0.0,0.0,44000,44000,-43.2,-43.2,4000,4000,-43.2,-43.2,80.0,80.0,44000,44000,4000,4000,44572,6.415618896484375,0.00032352920970879495,1.6006954908370972,0.140475332736969,11.0,0.2,0.0,0.2862907946109772,0.0,0.46189817786216736,9.765625145519152e-05,152070.0,0.032345592975616455,0.0005,4052,148.5283203125,4052.0,4000,44572,0.0,0.16414856793485108,152070.0,4052,44000,0.2
1,48000,False,12,80bdb_00000,2025-06-01_17-21-46,1748787706,8.116790294647217,94.94041204452515,9160,Cerebro,127.0.0.1,94.94041204452515,12,8.130204017729701,1.8394726122531284e-05,8.130003181860722,1.3211619304981934,6.518423665413426,0.2885626225357866,80,0.07149101999762934,-88.9,52,-80.0,4000,48000,-200.0,80,80.0,600,4,0,0,22.720000000000002,66.38,0.0,0.0,48000,48000,-44.45,-44.45,4000,4000,-44.45,-44.45,80.0,80.0,48000,48000,4000,4000,48624,6.952076435089111,0.00021442493016365916,1.6001466512680054,-0.016307421028614044,12.0,0.2,0.0,0.9595479369163513,0.0,0.35887086391448975,4.882812572759576e-05,152070.0,-0.028173446655273438,0.0005,4052,154.2284698486328,4052.0,4000,48624,0.0,0.1641985769134441,152070.0,4052,48000,0.2
1,52000,False,13,80bdb_00000,2025-06-01_17-21-55,1748787715,8.494011640548706,103.43442368507385,9160,Cerebro,127.0.0.1,103.43442368507385,13,8.133749267552584,1.8338779253884516e-05,8.133547757042239,1.3183868651931094,6.527562534759375,0.28573775131029633,80,0.06954152399557642,-88.9,48,-80.0,4000,52000,-200.0,80,80.0,648,4,0,0,28.2,66.88,0.0,0.0,52000,52000,-44.45,-44.45,4000,4000,-44.45,-44.45,80.0,80.0,52000,52000,4000,4000,52676,6.747767448425293,0.000359405210474506,1.6012578010559082,0.08017028123140335,13.0,0.2,0.0,0.2515336573123932,0.0,0.4346955120563507,2.441406286379788e-05,152070.0,-0.008133888244628906,0.0005,4052,147.20021057128906,4052.0,4000,52676,0.0,0.16426770949567407,152070.0,4052,52000,0.2
1,56000,False,14,80bdb_00000,2025-06-01_17-22-03,1748787723,7.98277473449707,111.41719841957092,9160,Cerebro,127.0.0.1,111.41719841957092,14,8.132140928877,1.8272391188088176e-05,8.131938425471557,1.3138576185413549,6.533269512411793,0.2829374457969565,80,0.07070564899477176,-87.8,52,-80.0,4000,56000,-200.0,80,80.0,700,4,0,0,21.972727272727273,66.76363636363637,0.0,0.0,56000,56000,-43.9,-43.9,4000,4000,-43.9,-43.9,80.0,80.0,56000,56000,4000,4000,56728,7.470460414886475,0.0002763118245638907,1.59853196144104,-0.2950412929058075,14.0,0.2,0.0,0.25253480672836304,0.0,0.13229835033416748,1.220703143189894e-05,152070.0,0.0384865403175354,0.0005,4052,278.22698974609375,4052.0,4000,56728,0.0,0.16433614500856605,152070.0,4052,56000,0.2
1,60000,False,15,80bdb_00000,2025-06-01_17-22-11,1748787731,8.054260969161987,119.47145938873291,9160,Cerebro,127.0.0.1,119.47145938873291,15,8.1312664795882,1.8215667653556848e-05,8.131062946216833,1.3105340133562469,6.538460780287252,0.2801844893387947,80,0.06857796399854124,-86.7,48,-80.0,4000,60000,-200.0,80,80.0,748,4,0,0,21.188888888888886,66.74444444444444,0.0,0.0,60000,60000,-43.35,-43.35,4000,4000,-43.35,-43.35,80.0,80.0,60000,60000,4000,4000,60780,8.021442413330078,0.0002972865186166018,1.5968754291534424,-0.013832157477736473,15.0,0.2,0.0,0.7948907613754272,0.0,0.4689370393753052,6.10351571594947e-06,152070.0,0.044397830963134766,0.0005,4052,177.23858642578125,4052.0,4000,60780,0.0,0.16441936887024983,152070.0,4052,60000,0.2
1,64000,False,16,80bdb_00000,2025-06-01_17-22-19,1748787739,8.302356958389282,127.77381634712219,9160,Cerebro,127.0.0.1,127.77381634712219,16,8.132845912792474,1.8153510726607267e-05,8.132641357754245,1.309029504222353,6.54409672148462,0.27761527144548437,80,0.08004833599901758,-83.3,52,40.0,4000,64000,-200.0,80,80.0,800,4,0,0,25.345454545454547,66.62727272727271,0.0,0.0,64000,64000,-41.65,-41.65,4000,4000,-41.65,-41.65,80.0,80.0,64000,64000,4000,4000,64832,7.293264389038086,0.0006285820854827762,1.595686912536621,0.05753558129072189,16.0,0.2,0.0,0.28328225016593933,0.0,0.46772462129592896,3.051757857974735e-06,152070.0,0.0893399715423584,0.0005,4052,140.65757751464844,4052.0,4000,64832,0.0,0.1645013447401969,152070.0,4052,64000,0.2
1,68000,False,17,80bdb_00000,2025-06-01_17-22-28,1748787748,8.810680389404297,136.5844967365265,9160,Cerebro,127.0.0.1,136.5844967365265,17,8.139530971664922,1.8108975498373567e-05,8.13932552017679,1.3100465881801813,6.552472212269993,0.2748980247307878,80,0.08433453399396967,-82.0,48,40.0,4000,68000,-200.0,80,80.0,848,4,0,0,27.07,66.4,0.0,0.0,68000,68000,-41.0,-41.0,4000,4000,-41.0,-41.0,80.0,80.0,68000,68000,4000,4000,68884,6.374706268310547,0.0002798144705593586,1.596490502357483,0.24201977252960205,17.0,0.2,0.0,0.26182910799980164,0.0,0.560192346572876,1.5258789289873675e-06,152070.0,0.10498130321502686,0.0005,4052,109.62706756591797,4052.0,4000,68884,0.0,0.16458454858585697,152070.0,4052,68000,0.2
1,72000,False,18,80bdb_00000,2025-06-01_17-22-36,1748787756,8.415348529815674,144.99984526634216,9160,Cerebro,127.0.0.1,144.99984526634216,18,8.142205124948322,1.805788556912075e-05,8.14199905497451,1.3074837622984907,6.560387135147328,0.2722137994835376,80,0.0806147469941061,-83.4,52,-80.0,4000,72000,-200.0,80,80.0,900,4,0,0,24.745454545454546,66.36363636363636,0.0,0.0,72000,72000,-41.7,-41.7,4000,4000,-41.7,-41.7,80.0,80.0,72000,72000,4000,4000,72936,7.10706901550293,0.0002755395835265517,1.5989490747451782,-0.013222134672105312,18.0,0.2,0.0,0.38456928730010986,0.0,0.3776949644088745,7.629394644936838e-07,152070.0,0.08835548162460327,0.0005,4052,166.19381713867188,4052.0,4000,72936,0.0,0.16468412329012977,152070.0,4052,72000,0.2
1,76000,False,19,80bdb_00000,2025-06-01_17-22-44,1748787764,8.144574642181396,153.14441990852356,9160,Cerebro,127.0.0.1,153.14441990852356,19,8.142124144698464,1.8003307090779096e-05,8.141917037424664,1.3036237506758945,6.566795458795698,0.26956785148852,80,0.07313432499708142,-81.7,48,190.0,4000,76000,-200.0,80,80.0,948,4,0,0,21.68,66.23000000000002,0.0,0.0,76000,76000,-40.85,-40.85,4000,4000,-40.85,-40.85,80.0,80.0,76000,76000,4000,4000,76988,6.896017074584961,0.0006937909056432545,1.6007100343704224,0.10884580761194229,19.0,0.2,0.0,0.19832409918308258,0.0,0.4783055782318115,3.814697322468419e-07,152070.0,0.13783353567123413,0.0005,4052,135.54820251464844,4052.0,4000,76988,0.0,0.16479899806546103,152070.0,4052,76000,0.2
1,80000,False,20,80bdb_00000,2025-06-01_17-22-53,1748787773,8.755648851394653,161.9000687599182,9160,Cerebro,127.0.0.1,161.9000687599182,20,8.148160235251384,1.7973273997892093e-05,8.147952015050523,1.3009839581692142,6.578081922207692,0.2669486809735458,80,0.07130659900023602,-84.7,52,190.0,4000,80000,-160.0,80,80.0,1000,4,0,0,30.08181818181818,66.82727272727271,0.0,0.0,80000,80000,-42.35,-42.35,4000,4000,-42.35,-42.35,80.0,80.0,80000,80000,4000,4000,81040,7.72091817855835,0.0006351151969283819,1.602157473564148,-0.05591045692563057,20.0,0.2,0.0,0.3570910394191742,0.0,0.3957498371601105,1.9073486612342094e-07,152070.0,0.053701043128967285,0.0005,4052,187.16957092285156,4052.0,4000,81040,0.0,0.1649151143129616,152070.0,4052,80000,0.2
1,84000,False,21,80bdb_00000,2025-06-01_17-23-02,1748787782,8.811496257781982,170.7115650177002,9160,Cerebro,127.0.0.1,170.7115650177002,21,8.154697408898532,1.791754103795713e-05,8.15448838290039,1.297389303587338,6.587789132985739,0.2673632111637386,80,0.07209785700135399,-89.3,48,-80.0,4000,84000,-210.0,80,80.0,1048,4,0,0,26.645454545454548,66.82727272727271,0.0,0.0,84000,84000,-44.65,-44.65,4000,4000,-44.65,-44.65,80.0,80.0,84000,84000,4000,4000,85092,7.136734485626221,0.000528817530721426,1.6011477708816528,0.03975579887628555,21.0,0.2,0.0,0.5547683835029602,0.0,0.4331996738910675,9.536743306171047e-08,152070.0,0.07900601625442505,0.0005,4052,141.25096130371094,4052.0,4000,85092,0.0,0.16502967127570867,152070.0,4052,84000,0.2
1,88000,False,22,80bdb_00000,2025-06-01_17-23-11,1748787791,8.749090194702148,179.46065521240234,9160,Cerebro,127.0.0.1,179.46065521240234,22,8.16055575380921,1.7855365936396674e-05,8.160346276071483,1.2949188615514324,6.598716996655977,0.2647569500522878,80,0.07258244300319347,-88.8,52,-80.0,4000,88000,-210.0,80,80.0,1100,4,0,0,25.772727272727273,66.82727272727271,0.0,0.0,88000,88000,-44.4,-44.4,4000,4000,-44.4,-44.4,80.0,80.0,88000,88000,4000,4000,89144,7.947822570800781,0.00038105351268313825,1.6027950048446655,0.03591049462556839,22.0,0.2,0.0,0.15107795596122742,0.0,0.510133683681488,4.7683716530855236e-08,152070.0,0.0003129243850708008,0.0005,4052,195.648193359375,4052.0,4000,89144,0.0,0.16516173627776964,152070.0,4052,88000,0.2
1,92000,False,23,80bdb_00000,2025-06-01_17-23-20,1748787800,8.940736532211304,188.40139174461365,9160,Cerebro,127.0.0.1,188.40139174461365,23,8.168251678271274,1.7787811958088253e-05,8.168041634310452,1.291248097935711,6.612655448689427,0.2621727935520813,80,0.07130325200443621,-86.5,48,80.0,4000,92000,-200.0,80,80.0,1148,4,0,0,29.64545454545454,66.55454545454546,0.0,0.0,92000,92000,-43.25,-43.25,4000,4000,-43.25,-43.25,80.0,80.0,92000,92000,4000,4000,93196,7.3881754875183105,0.0003634415043052286,1.5996367931365967,0.21718893945217133,23.0,0.2,0.0,0.36616724729537964,0.0,0.6360791325569153,2.3841858265427618e-08,152070.0,0.08929049968719482,0.0005,4052,134.4573211669922,4052.0,4000,93196,0.0,0.16529359891266207,152070.0,4052,92000,0.2
1,96000,False,24,80bdb_00000,2025-06-01_17-23-29,1748787809,8.859110593795776,197.26050233840942,9160,Cerebro,127.0.0.1,197.26050233840942,24,8.175070823488177,1.774593370992525e-05,8.174860287967018,1.2893350889561752,6.623935247202502,0.25962029561693256,80,0.07343767700251191,-83.7,52,80.0,4000,96000,-170.0,80,80.0,1200,4,0,0,29.490909090909096,66.20000000000002,0.0,0.0,96000,96000,-41.85,-41.85,4000,4000,-41.85,-41.85,80.0,80.0,96000,96000,4000,4000,97248,7.270013332366943,0.0002715878945309669,1.6021950244903564,-0.050493162125349045,24.0,0.2,0.0,0.2762037217617035,0.0,0.35606908798217773,1.1920929132713809e-08,152070.0,-0.07056105136871338,0.0005,4052,235.89944458007812,4052.0,4000,97248,0.0,0.16542428997122965,152070.0,4052,96000,0.2
1,100000,False,25,80bdb_00000,2025-06-01_17-23-37,1748787817,8.421283721923828,205.68178606033325,9160,Cerebro,127.0.0.1,205.68178606033325,25,8.177435727253172,1.7712474305159827e-05,8.177224218087064,1.2850605840667857,6.6330986307307285,0.2570868206611024,80,0.07249135100049899,-84.4,48,-80.0,4000,100000,-170.0,80,80.0,1248,4,0,0,22.28,66.20000000000002,0.0,0.0,100000,100000,-42.2,-42.2,4000,4000,-42.2,-42.2,80.0,80.0,100000,100000,4000,4000,101300,7.147909641265869,0.0002335945755476132,1.6022149324417114,0.07804623246192932,25.0,0.2,0.0,0.2658775746822357,0.0,0.472394198179245,5.9604645663569045e-09,152070.0,0.027908623218536377,0.0005,4052,131.27566528320312,4052.0,4000,101300,0.0,0.1655681676087317,152070.0,4052,100000,0.2
1,104000,False,26,80bdb_00000,2025-06-01_17-23-46,1748787826,8.51772665977478,214.19951272010803,9160,Cerebro,127.0.0.1,214.19951272010803,26,8.18070799898063,1.7657349908999813e-05,8.180495633906261,1.2825056252264297,6.641405318422953,0.25459636845447386,80,0.06930385400366504,-84.7,52,150.0,4000,104000,-200.0,80,80.0,1300,4,0,0,24.87272727272727,66.63636363636364,0.0,0.0,104000,104000,-42.35,-42.35,4000,4000,-42.35,-42.35,80.0,80.0,104000,104000,4000,4000,105352,8.095141410827637,0.0004219787660986185,1.5998774766921997,0.13972501456737518,26.0,0.2,0.0,0.5242807865142822,0.0,0.6292637586593628,2.9802322831784522e-09,152070.0,-0.09201300144195557,0.0005,4052,194.67417907714844,4052.0,4000,105352,0.0,0.16571072405448725,152070.0,4052,104000,0.2
1,108000,False,27,80bdb_00000,2025-06-01_17-23-54,1748787834,8.281865119934082,222.48137784004211,9160,Cerebro,127.0.0.1,222.48137784004211,27,8.181620338991035,1.7616776863404303e-05,8.181406974566913,1.2819742319740386,6.645322382238455,0.25211133876941355,80,0.08107840200304053,-84.0,48,150.0,4000,108000,-200.0,80,80.0,1348,4,0,0,25.610000000000003,67.34,0.0,0.0,108000,108000,-42.0,-42.0,4000,4000,-42.0,-42.0,80.0,80.0,108000,108000,4000,4000,109404,6.905308246612549,0.000546599505469203,1.5986926555633545,0.06630668044090271,27.0,0.2,0.0,0.3948865532875061,0.0,0.4370989203453064,1.4901161415892261e-09,152070.0,0.18037551641464233,0.0005,4052,111.80754089355469,4052.0,4000,109404,0.0,0.16585387761457157,152070.0,4052,108000,0.2
1,112000,False,28,80bdb_00000,2025-06-01_17-24-02,1748787842,8.094947338104248,230.57632517814636,9160,Cerebro,127.0.0.1,230.57632517814636,28,8.180657810600795,1.7557608821512764e-05,8.180443634821192,1.280782760653943,6.6479949994164205,0.24965630438138126,80,0.08150604300084524,-87.8,52,-80.0,4000,112000,-210.0,80,80.0,1400,4,0,0,21.36363636363636,67.24545454545455,0.0,0.0,112000,112000,-43.9,-43.9,4000,4000,-43.9,-43.9,80.0,80.0,112000,112000,4000,4000,113456,6.729633808135986,0.000244362949160859,1.6004799604415894,-0.10973247140645981,28.0,0.2,0.0,1.1090201139450073,0.0,0.24313493072986603,7.450580707946131e-10,152070.0,0.029556334018707275,0.0005,4052,141.35560607910156,4052.0,4000,113456,0.0,0.16599500495104494,152070.0,4052,112000,0.2
