num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes,env_runners/num_episodes_lifetime,env_runners/episode_return_max,env_runners/episode_len_mean,env_runners/episode_duration_sec_mean,env_runners/episode_return_min,env_runners/episode_len_max,env_runners/num_env_steps_sampled,env_runners/episode_return_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled_lifetime,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,learners/ai/vf_loss_unclipped,learners/ai/num_non_trainable_parameters,learners/ai/mean_kl_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/total_loss,learners/ai/weights_seq_no,learners/ai/entropy,learners/ai/vf_explained_var,learners/ai/module_train_batch_size_mean,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/num_module_steps_trained,learners/ai/curr_entropy_coeff,learners/ai/policy_loss,learners/ai/vf_loss,learners/ai/curr_kl_coeff,learners/ai/default_optimizer_learning_rate,learners/ai/num_module_steps_trained_lifetime,learners/ai/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained,learners/human/curr_entropy_coeff
1,44000,False,11,0293d_00000,2025-06-02_00-34-08,1748813648,4.579294919967651,48.49669599533081,63004,Cerebro,127.0.0.1,48.49669599533081,11,4.449826030922549,2.163463091067386e-05,4.449569263121415,1.12026730097994,3.3207690735627224,0.006389735322026949,48,548,332.00000000000017,80.0,0.06426253599755,-488.0000000000004,80,4000,-74.8000000000001,80,44000,4,0,0,22.983333333333334,71.3,0.0,0.0,80.0,80.0,-37.40000000000005,-37.40000000000005,44000,44000,-37.40000000000005,-37.40000000000005,4000,4000,4000,4000,44000,44000,1267.9803466796875,0.0,0.0006807700847275555,0.46892932057380676,0.24652326107025146,11.0,1.5974645614624023,0.11977356672286987,4052.0,0.0,4052,0.2,-0.23468156158924103,8.006976127624512,9.765625145519152e-05,0.0005,44572,145926.0,44572,145926.0,0.0,0.16687874882040063,44000,4000,4052,0.2
1,48000,False,12,0293d_00000,2025-06-02_00-34-12,1748813652,4.2543251514434814,52.75102114677429,63004,Cerebro,127.0.0.1,52.75102114677429,12,4.4477901876135295,2.1541284956073195e-05,4.447533062490253,1.1187721579701548,3.320227392827489,0.006384505968498941,52,600,351.9999999999993,80.0,0.06684874399856199,-528.0000000000003,80,4000,-90.20000000000006,80,48000,4,0,0,24.5,71.3,0.0,0.0,80.0,80.0,-45.10000000000003,-45.10000000000003,48000,48000,-45.10000000000003,-45.10000000000003,4000,4000,4000,4000,48000,48000,1657.958984375,0.0,0.0006851650541648269,0.42356833815574646,0.25211042165756226,12.0,1.5967586040496826,0.025257349014282227,4052.0,0.0,4052,0.2,-0.12439630925655365,6.958584308624268,4.882812572759576e-05,0.0005,48624,145926.0,48624,145926.0,0.0,0.16692434587096672,48000,4000,4052,0.2
1,52000,False,13,0293d_00000,2025-06-02_00-34-16,1748813656,4.356234073638916,57.10725522041321,63004,Cerebro,127.0.0.1,57.10725522041321,13,4.446789208737811,2.1441871825640476e-05,4.4465320578652,1.1158969093901312,3.32209781589921,0.006385690908637261,48,648,351.9999999999993,80.0,0.06652668599796016,-528.0000000000003,80,4000,-81.60000000000011,80,52000,4,0,0,21.28,71.28,0.0,0.0,80.0,80.0,-40.800000000000054,-40.800000000000054,52000,52000,-40.800000000000054,-40.800000000000054,4000,4000,4000,4000,52000,52000,1657.1109619140625,0.0,0.0007583046099171042,0.5880910754203796,0.5062702298164368,13.0,1.5969195365905762,-0.005607247352600098,4052.0,0.0,4052,0.2,0.015743128955364227,8.099109649658203,2.441406286379788e-05,0.0005,52676,145926.0,52676,145926.0,0.0,0.16697126447564048,52000,4000,4052,0.2
1,56000,False,14,0293d_00000,2025-06-02_00-34-21,1748813661,4.473374366760254,61.58062958717346,63004,Cerebro,127.0.0.1,61.58062958717346,14,4.446962960650509,2.1373453054946884e-05,4.446705466286546,1.1158203612961126,3.3223521557400546,0.006379074999436724,52,700,451.99999999999886,80.0,0.06344679899746553,-508.0000000000008,80,4000,-59.20000000000011,80,56000,4,0,0,22.099999999999998,70.91666666666667,0.0,0.0,80.0,80.0,-29.600000000000055,-29.600000000000055,56000,56000,-29.600000000000055,-29.600000000000055,4000,4000,4000,4000,56000,56000,1368.7958984375,0.0,0.0013767089694738388,0.35044610500335693,0.34925228357315063,14.0,1.5951850414276123,-0.028922080993652344,4052.0,0.0,4052,0.2,-0.11003147065639496,7.783207416534424,1.220703143189894e-05,0.0005,56728,145926.0,56728,145926.0,0.0,0.16701746984363303,56000,4000,4052,0.2
1,60000,False,15,0293d_00000,2025-06-02_00-34-25,1748813665,4.2818686962127686,65.86249828338623,63004,Cerebro,127.0.0.1,65.86249828338623,15,4.44520254104447,2.1309718502418202e-05,4.444943946623521,1.1126655356831454,3.3237339621826885,0.006381982249160955,48,748,451.99999999999886,80.0,0.06222349199932069,-508.0000000000002,80,4000,-76.20000000000006,80,60000,4,0,0,19.95,70.96666666666667,0.0,0.0,80.0,80.0,-38.10000000000003,-38.10000000000003,60000,60000,-38.10000000000003,-38.10000000000003,4000,4000,4000,4000,60000,60000,1995.253662109375,0.0,0.0006405966705642641,0.33818262815475464,0.43917542695999146,15.0,1.5944087505340576,-0.05804753303527832,4052.0,0.0,4052,0.2,-0.0052538770250976086,7.633110523223877,6.10351571594947e-06,0.0005,60780,145926.0,60780,145926.0,0.0,0.16706223313781776,60000,4000,4052,0.2
1,64000,False,16,0293d_00000,2025-06-02_00-34-30,1748813670,4.58014988899231,70.44264817237854,63004,Cerebro,127.0.0.1,70.44264817237854,16,4.446469902633869,2.122962174804503e-05,4.446211147157168,1.111016204326641,3.3266479085606653,0.006382589426557729,52,800,351.99999999999955,80.0,0.06407745200034697,-508.0000000000002,80,4000,-67.40000000000008,80,64000,4,0,0,23.740000000000002,70.94000000000001,0.0,0.0,80.0,80.0,-33.70000000000004,-33.70000000000004,64000,64000,-33.70000000000004,-33.70000000000004,4000,4000,4000,4000,64000,64000,1815.6502685546875,0.0,0.0008748102700337768,0.8999250531196594,0.38908058404922485,16.0,1.5944290161132812,-0.050672173500061035,4052.0,0.0,4052,0.2,-0.07033901661634445,7.783053398132324,3.051757857974735e-06,0.0005,64832,145926.0,64832,145926.0,0.0,0.16712410939913563,64000,4000,4052,0.2
1,68000,False,17,0293d_00000,2025-06-02_00-34-34,1748813674,4.225125789642334,74.66777396202087,63004,Cerebro,127.0.0.1,74.66777396202087,17,4.444161386607137,2.1249325550897213e-05,4.44390134968601,1.1079663822834582,3.327383764475027,0.00637943053265387,48,848,391.99999999999875,80.0,0.06465489200141747,-488.0000000000009,80,4000,-32.40000000000014,80,68000,4,0,0,21.18,70.92,0.0,0.0,80.0,80.0,-16.20000000000007,-16.20000000000007,68000,68000,-16.20000000000007,-16.20000000000007,4000,4000,4000,4000,68000,68000,1750.9012451171875,0.0,0.0012233867309987545,0.45696327090263367,0.35221949219703674,17.0,1.591239094734192,0.11536610126495361,4052.0,0.0,4052,0.2,-0.14010164141654968,8.105690956115723,1.5258789289873675e-06,0.0005,68884,145926.0,68884,145926.0,0.0,0.16718517567191163,68000,4000,4052,0.2
1,72000,False,18,0293d_00000,2025-06-02_00-34-39,1748813679,4.639258623123169,79.30703258514404,63004,Cerebro,127.0.0.1,79.30703258514404,18,4.44602003074133,2.1162832672737796e-05,4.445759890189198,1.106892826461149,3.3303185668302446,0.0063743342272480265,52,900,412.0000000000004,80.0,0.06691701000148896,-488.00000000000034,80,4000,-24.000000000000135,80,72000,4,0,0,27.350000000000005,70.88333333333334,0.0,0.0,80.0,80.0,-12.000000000000068,-12.000000000000068,72000,72000,-12.000000000000068,-12.000000000000068,4000,4000,4000,4000,72000,72000,1466.113037109375,0.0,0.0004842432390432805,0.29701367020606995,0.26524078845977783,18.0,1.586766242980957,0.1584928035736084,4052.0,0.0,4052,0.2,-0.22545215487480164,8.080462455749512,7.629394644936838e-07,0.0005,72936,145926.0,72936,145926.0,0.0,0.1672618903882914,72000,4000,4052,0.2
1,76000,False,19,0293d_00000,2025-06-02_00-34-43,1748813683,4.455529451370239,83.76256203651428,63004,Cerebro,127.0.0.1,83.76256203651428,19,4.446016159433866,2.1078204730974467e-05,4.445755696287109,1.1052344541966128,3.3319577071616697,0.006381514884858781,48,948,412.0000000000004,80.0,0.07226762400008738,-547.9999999999999,80,4000,-40.20000000000008,80,76000,4,0,0,21.15,70.76666666666667,0.0,0.0,80.0,80.0,-20.10000000000004,-20.10000000000004,76000,76000,-20.10000000000004,-20.10000000000004,4000,4000,4000,4000,76000,76000,2550.40869140625,0.0,0.0006359400576911867,0.4519459009170532,0.6304748058319092,19.0,1.5810414552688599,-0.018870115280151367,4052.0,0.0,4052,0.2,0.22373104095458984,7.22952127456665,3.814697322468419e-07,0.0005,76988,145926.0,76988,145926.0,0.0,0.16733918830277936,76000,4000,4052,0.2
1,80000,False,20,0293d_00000,2025-06-02_00-34-48,1748813688,4.612942457199097,88.37550449371338,63004,Cerebro,127.0.0.1,88.37550449371338,20,4.447589499839446,2.0978422946796877e-05,4.4473280743243535,1.1033250226546063,3.3354201760900604,0.00637796073619081,52,1000,351.9999999999992,80.0,0.0685578399989754,-547.9999999999999,80,4000,-26.800000000000104,80,80000,4,0,0,31.349999999999998,71.18333333333334,0.0,0.0,80.0,80.0,-13.400000000000052,-13.400000000000052,80000,80000,-13.400000000000052,-13.400000000000052,4000,4000,4000,4000,80000,80000,1679.7723388671875,0.0,0.0013242329005151987,0.28167641162872314,0.36996379494667053,20.0,1.5842646360397339,-0.013275384902954102,4052.0,0.0,4052,0.2,0.03668518736958504,6.501315593719482,1.9073486612342094e-07,0.0005,81040,145926.0,81040,145926.0,0.0,0.1674162904799378,80000,4000,4052,0.2
1,84000,False,21,0293d_00000,2025-06-02_00-34-52,1748813692,4.405882358551025,92.7813868522644,63004,Cerebro,127.0.0.1,92.7813868522644,21,4.447080929841027,2.089363850498736e-05,4.446819120581541,1.101593605427978,3.3366362023290983,0.006380418129111756,48,1048,351.99999999999966,80.0,0.06774672599858604,-848.0000000000011,80,4000,0.39999999999985564,80,84000,4,0,0,25.419999999999998,71.26,0.0,0.0,80.0,80.0,0.19999999999992782,0.19999999999992782,84000,84000,0.19999999999992782,0.19999999999992782,4000,4000,4000,4000,84000,84000,1651.9935302734375,0.0,0.0009549757814966142,0.38119789958000183,0.4684765040874481,21.0,1.580398678779602,-0.008832812309265137,4052.0,0.0,4052,0.2,0.0009080076706595719,7.836482524871826,9.536743306171047e-08,0.0005,85092,145926.0,85092,145926.0,0.0,0.16749158407472262,84000,4000,4052,0.2
1,88000,False,22,0293d_00000,2025-06-02_00-34-57,1748813697,4.6312925815582275,97.41267943382263,63004,Cerebro,127.0.0.1,97.41267943382263,22,4.448821434542573,2.0829702059885806e-05,4.448559372375357,1.1012003683736395,3.3387711193055347,0.006373477947746192,52,1100,351.99999999999966,80.0,0.06772970300109592,-848.0000000000011,80,4000,-6.400000000000141,80,88000,4,0,0,24.05,71.28333333333333,0.0,0.0,80.0,80.0,-3.2000000000000703,-3.2000000000000703,88000,88000,-3.2000000000000703,-3.2000000000000703,4000,4000,4000,4000,88000,88000,2070.944091796875,0.0,0.0008494567591696978,0.46185624599456787,0.5751008987426758,22.0,1.5812203884124756,0.07201313972473145,4052.0,0.0,4052,0.2,0.05754750221967697,8.337974548339844,4.7683716530855236e-08,0.0005,89144,145926.0,89144,145926.0,0.0,0.1675664677085658,88000,4000,4052,0.2
1,92000,False,23,0293d_00000,2025-06-02_00-35-01,1748813701,4.268927574157715,101.68160700798035,63004,Cerebro,127.0.0.1,101.68160700798035,23,4.446905646196826,2.0727404682270025e-05,4.4466435446514,1.0984781006899091,3.3395734911124735,0.006372302167903078,48,1148,351.99999999999966,80.0,0.06398168700223322,-468.0000000000007,80,4000,-33.2000000000001,80,92000,4,0,0,19.48,71.16,0.0,0.0,80.0,80.0,-16.60000000000005,-16.60000000000005,92000,92000,-16.60000000000005,-16.60000000000005,4000,4000,4000,4000,92000,92000,3809.110107421875,0.0,0.0005267668748274446,0.39454877376556396,0.487263023853302,23.0,1.576926350593567,0.06550174951553345,4052.0,0.0,4052,0.2,-0.08855105191469193,8.911993980407715,2.3841858265427618e-08,0.0005,93196,145926.0,93196,145926.0,0.0,0.16763984916132862,92000,4000,4052,0.2
1,96000,False,24,0293d_00000,2025-06-02_00-35-06,1748813706,4.436267614364624,106.11787462234497,63004,Cerebro,127.0.0.1,106.11787462234497,24,4.446552434734763,2.0644130415491284e-05,4.44629010720465,1.0966427096828124,3.341048193201412,0.0063741991458832956,52,1200,331.99999999999966,80.0,0.06449932300136424,-528.0000000000014,80,4000,-50.00000000000016,80,96000,4,0,0,23.916666666666668,71.2,0.0,0.0,80.0,80.0,-25.00000000000008,-25.00000000000008,96000,96000,-25.00000000000008,-25.00000000000008,4000,4000,4000,4000,96000,96000,1834.1822509765625,0.0,0.0006420711288228631,0.6044650673866272,0.3208959698677063,24.0,1.5838663578033447,0.07171469926834106,4052.0,0.0,4052,0.2,-0.08780442178249359,7.254736423492432,1.1920929132713809e-08,0.0005,97248,145926.0,97248,145926.0,0.0,0.16771326831826294,96000,4000,4052,0.2
1,100000,False,25,0293d_00000,2025-06-02_00-35-10,1748813710,4.298473596572876,110.41634821891785,63004,Cerebro,127.0.0.1,110.41634821891785,25,4.4449861373877235,2.058568907412817e-05,4.44472313013279,1.0960547155862805,3.340068294269348,0.006372966154260162,48,1248,332.00000000000034,80.0,0.06533256899856496,-528.0000000000014,80,4000,-13.600000000000145,80,100000,4,0,0,19.419999999999998,71.14000000000001,0.0,0.0,80.0,80.0,-6.800000000000073,-6.800000000000073,100000,100000,-6.800000000000073,-6.800000000000073,4000,4000,4000,4000,100000,100000,1869.8250732421875,0.0,0.0011393026215955615,0.6466023325920105,0.5209512710571289,25.0,1.5839183330535889,-0.09178316593170166,4052.0,0.0,4052,0.2,0.06640729308128357,7.713277816772461,5.9604645663569045e-09,0.0005,101300,145926.0,101300,145926.0,0.0,0.1677850849571454,100000,4000,4052,0.2
1,104000,False,26,0293d_00000,2025-06-02_00-35-15,1748813715,5.186444044113159,115.602792263031,63004,Cerebro,127.0.0.1,115.602792263031,26,4.45230185301418,2.0501831948201863e-05,4.452038661831322,1.0985747884304633,3.3448567283265107,0.00637595449258845,52,1300,332.00000000000034,80.0,0.07065849699662068,-548.0000000000011,80,4000,-21.400000000000134,80,104000,4,0,0,30.100000000000005,71.21666666666665,0.0,0.0,80.0,80.0,-10.700000000000067,-10.700000000000067,104000,104000,-10.700000000000067,-10.700000000000067,4000,4000,4000,4000,104000,104000,2242.291259765625,0.0,0.0008772865985520184,0.2891490161418915,0.5329321026802063,26.0,1.5861897468566895,-0.10820925235748291,4052.0,0.0,4052,0.2,0.03807257115840912,8.12097454071045,2.9802322831784522e-09,0.0005,105352,145926.0,105352,145926.0,0.0,0.1678579754564202,104000,4000,4052,0.2
