num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes,env_runners/episode_duration_sec_mean,env_runners/episode_return_max,env_runners/num_episodes_lifetime,env_runners/episode_len_min,env_runners/episode_len_mean,env_runners/episode_len_max,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/ai/num_module_steps_trained_lifetime,learners/ai/policy_loss,learners/ai/vf_loss,learners/ai/num_non_trainable_parameters,learners/ai/num_module_steps_trained,learners/ai/module_train_batch_size_mean,learners/ai/num_trainable_parameters,learners/ai/entropy,learners/ai/vf_loss_unclipped,learners/ai/curr_kl_coeff,learners/ai/curr_entropy_coeff,learners/ai/mean_kl_loss,learners/ai/total_loss,learners/ai/default_optimizer_learning_rate,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/gradients_default_optimizer_global_norm,learners/ai/weights_seq_no,learners/ai/vf_explained_var,learners/human/curr_entropy_coeff
1,44000,False,11,ae2e0_00000,2025-06-02_00-53-15,1748814795,4.466634511947632,49.106473445892334,51052,Cerebro,127.0.0.1,49.106473445892334,11,4.697737746215523,1.7271615817451497e-05,4.697502115608765,1.0748149284597799,3.6122722363872,0.008212819335041713,48,0.0695347240025876,371.99999999999966,548,80,80.0,80,4000,-1367.9999999999993,-320.2000000000004,44000,4,0,0,20.933333333333334,70.80000000000001,0.0,0.0,80.0,80.0,44000,44000,4000,4000,44000,44000,4000,4000,-160.1000000000002,-160.1000000000002,-160.1000000000002,-160.1000000000002,145926.0,0.16387930000492223,44000,4000,44579,0.0,4052,44579,-0.19486945867538452,9.241713523864746,0.0,4052,4052.0030590795373,145926.0,1.6057500839233398,4079.2158203125,9.765625145519152e-05,0.2,0.000494533043820411,0.40815189480781555,0.0005,0.0,0.14623534679412842,11.0,-0.0016318559646606445,0.2
1,48000,False,12,ae2e0_00000,2025-06-02_00-53-20,1748814800,4.273807048797607,53.38028049468994,51052,Cerebro,127.0.0.1,53.38028049468994,12,4.69340123675324,1.722590004424103e-05,4.693165293452599,1.0736118961754164,3.609139166023579,0.008209297141861407,52,0.07083006100205239,371.99999999999966,600,80,80.0,80,4000,-1307.9999999999986,-350.00000000000034,48000,4,0,0,25.36,70.6,0.0,0.0,80.0,80.0,48000,48000,4000,4000,48000,48000,4000,4000,-175.00000000000017,-175.00000000000017,-175.00000000000017,-175.00000000000017,145926.0,0.16389483071694874,48000,4000,48633,0.0,4054,48633,0.0013900258345529437,9.176573753356934,0.0,4054,4052.003897198443,145926.0,1.6054943799972534,9271.765625,4.882812572759576e-05,0.2,0.0004704077437054366,0.5979486107826233,0.0005,0.0,0.19460774958133698,12.0,-0.0004923343658447266,0.2
1,52000,False,13,ae2e0_00000,2025-06-02_00-53-24,1748814804,4.457532644271851,57.83781313896179,51052,Cerebro,127.0.0.1,57.83781313896179,13,4.690952366386193,1.7185641466835134e-05,4.6907160355180135,1.0729512482138261,3.6073701823633506,0.008186826170414361,48,0.06575661400042009,411.99999999999955,648,80,80.0,80,4000,-1307.9999999999986,-394.60000000000053,52000,4,0,0,19.659999999999997,70.55999999999999,0.0,0.0,80.0,80.0,52000,52000,4000,4000,52000,52000,4000,4000,-197.30000000000027,-197.30000000000027,-197.30000000000027,-197.30000000000027,145926.0,0.16391039759473236,52000,4000,52685,0.0,4052,52685,-0.10649384558200836,9.332094192504883,0.0,4052,4052.004718249063,145926.0,1.6056100130081177,4609.50390625,2.441406286379788e-05,0.2,0.0004895504098385572,0.5055935382843018,0.0005,0.0,0.14247280359268188,13.0,0.0015413165092468262,0.2
1,56000,False,14,ae2e0_00000,2025-06-02_00-53-28,1748814808,4.302462577819824,62.140275716781616,51052,Cerebro,127.0.0.1,62.140275716781616,14,4.686968679722115,1.7156784976886115e-05,4.686731753162787,1.0713055507315914,3.605043836539957,0.008169740908398978,52,0.0643439429992577,1761.5999999999997,700,64,79.84,80,4000,-1287.9999999999995,-276.1040000000003,56000,4,0,0,24.066666666666666,70.55000000000001,0.0,0.0,79.84,79.84,56000,56000,4000,4000,56000,56000,4000,4000,-138.05200000000016,-138.05200000000016,-138.05200000000016,-138.05200000000016,145926.0,0.16392739724188649,56000,4000,56739,0.0,4054,56739,0.03846200555562973,7.8675856590271,0.0,4054,4052.0057224889506,145926.0,1.6059976816177368,7090.46240234375,1.220703143189894e-05,0.2,0.0005783674423582852,0.5040210485458374,0.0005,0.0,0.15804710984230042,14.0,-0.0010001659393310547,0.2
1,60000,False,15,ae2e0_00000,2025-06-02_00-53-33,1748814813,4.38364052772522,66.52391624450684,51052,Cerebro,127.0.0.1,66.52391624450684,15,4.683826727924742,1.7106216884317734e-05,4.68358915963078,1.0707920642240905,3.602416546174705,0.00815905749930145,48,0.06579307799926028,1761.5999999999997,748,64,79.84,80,4000,-1327.999999999997,-252.10400000000024,60000,4,0,0,21.216666666666665,70.60000000000001,0.0,0.0,79.84,79.84,60000,60000,4000,4000,60000,60000,4000,4000,-126.05200000000012,-126.05200000000012,-126.05200000000012,-126.05200000000012,145926.0,0.16394414008633765,60000,4000,60791,0.0,4052,60791,-0.04361861199140549,9.079859733581543,0.0,4052,4052.0067061722157,145926.0,1.6064801216125488,5355.53271484375,6.10351571594947e-06,0.2,0.0005189349176362157,0.5430713891983032,0.0005,0.0,0.17083419859409332,15.0,-0.0016407966613769531,0.2
1,64000,False,16,ae2e0_00000,2025-06-02_00-53-38,1748814818,4.4979565143585205,71.02187275886536,51052,Cerebro,127.0.0.1,71.02187275886536,16,4.6818680616454875,1.7068155146125564e-05,4.681629710034277,1.0697835505817113,3.6014754237131528,0.008143553924031191,52,0.06834059600078035,411.9999999999999,800,80,80.0,80,4000,-1327.999999999997,-302.0000000000003,64000,4,0,0,21.63333333333333,70.61666666666666,0.0,0.0,80.0,80.0,64000,64000,4000,4000,64000,64000,4000,4000,-151.00000000000014,-151.00000000000014,-151.00000000000014,-151.00000000000014,145926.0,0.16396236897417182,64000,4000,64845,0.0,4054,64845,0.09675876796245575,9.117612838745117,0.0,4054,4052.007869609566,145926.0,1.6067020893096924,6402.9951171875,3.051757857974735e-06,0.2,0.0005343405064195395,0.6871795654296875,0.0005,0.0,0.19786512851715088,16.0,0.004433333873748779,0.2
1,68000,False,17,ae2e0_00000,2025-06-02_00-53-42,1748814822,4.444051742553711,75.46592450141907,51052,Cerebro,127.0.0.1,75.46592450141907,17,4.679388993029073,1.7048473580299586e-05,4.679149969933994,1.069313169075581,3.599480620476249,0.008126836384566774,48,0.0681623690010747,391.99999999999966,848,80,80.0,80,4000,-1028.0000000000007,-300.2000000000003,68000,4,0,0,19.54,70.7,0.0,0.0,80.0,80.0,68000,68000,4000,4000,68000,68000,4000,4000,-150.10000000000014,-150.10000000000014,-150.10000000000014,-150.10000000000014,145926.0,0.16398056232024041,68000,4000,68897,0.0,4052,68897,-0.19243425130844116,8.479092597961426,0.0,4052,4052.0090091075526,145926.0,1.6063016653060913,2820.2802734375,1.5258789289873675e-06,0.2,0.0006200092611834407,0.3342146873474121,0.0005,0.0,0.11932704597711563,17.0,0.003935277462005615,0.2
1,72000,False,18,ae2e0_00000,2025-06-02_00-53-47,1748814827,4.834847927093506,80.30077242851257,51052,Cerebro,127.0.0.1,80.30077242851257,18,4.680843234098637,1.701398871591447e-05,4.680603681234976,1.069439750384917,3.600819614271392,0.008112880021040469,52,0.07049582399777136,411.9999999999992,900,80,80.0,80,4000,-1028.0000000000007,-316.0000000000003,72000,4,0,0,27.78333333333333,71.03333333333333,0.0,0.0,80.0,80.0,72000,72000,4000,4000,72000,72000,4000,4000,-158.00000000000014,-158.00000000000014,-158.00000000000014,-158.00000000000014,145926.0,0.16399958433248976,72000,4000,72951,0.0,4054,72951,0.027191607281565666,8.979875564575195,0.0,4054,4052.010325028619,145926.0,1.6065611839294434,4981.72021484375,7.629394644936838e-07,0.2,0.000573117402382195,0.6038669347763062,0.0005,0.0,0.10975199192762375,18.0,0.005999922752380371,0.2
1,76000,False,19,ae2e0_00000,2025-06-02_00-53-52,1748814832,4.506353855133057,84.80712628364563,51052,Cerebro,127.0.0.1,84.80712628364563,19,4.6790040587575525,1.6952849076658493e-05,4.678764407422746,1.0681783898806119,3.600251198128693,0.008099860220815335,48,0.0721497219952289,411.9999999999992,948,80,80.0,80,4000,-1207.9999999999968,-330.4000000000004,76000,4,0,0,22.849999999999998,71.14999999999999,0.0,0.0,80.0,80.0,76000,76000,4000,4000,76000,76000,4000,4000,-165.2000000000002,-165.2000000000002,-165.2000000000002,-165.2000000000002,145926.0,0.16403868408826128,76000,4000,77003,0.0,4052,77003,0.12876158952713013,8.72960376739502,0.0,4052,4052.0116137303526,145926.0,1.6059927940368652,7971.96923828125,3.814697322468419e-07,0.2,0.0004519799549598247,0.6805233359336853,0.0005,0.0,0.16590991616249084,19.0,-0.0003609657287597656,0.2
1,80000,False,20,ae2e0_00000,2025-06-02_00-53-56,1748814836,4.497628688812256,89.30475497245789,51052,Cerebro,127.0.0.1,89.30475497245789,20,4.677092631170014,1.6935320579141683e-05,4.676852262348709,1.0668391959818206,3.5996903341470934,0.008083685618608135,52,0.06818841199798044,391.99999999999875,1000,80,80.0,80,4000,-1387.9999999999975,-333.8000000000003,80000,4,0,0,26.380000000000003,71.1,0.0,0.0,80.0,80.0,80000,80000,4000,4000,80000,80000,4000,4000,-166.90000000000015,-166.90000000000015,-166.90000000000015,-166.90000000000015,145926.0,0.1640774674804835,80000,4000,81057,0.0,4054,81057,-0.0842716172337532,9.08575439453125,0.0,4054,4052.013075625549,145926.0,1.606000542640686,6861.87548828125,1.9073486612342094e-07,0.2,0.0006773578934371471,0.5031036734580994,0.0005,0.0,0.27700525522232056,20.0,-0.002873539924621582,0.2
1,84000,False,21,ae2e0_00000,2025-06-02_00-54-01,1748814841,4.232148885726929,93.53690385818481,51052,Cerebro,127.0.0.1,93.53690385818481,21,4.672547361858404,1.6895967199081185e-05,4.672306376725017,1.0655261460219103,3.596461779805875,0.00807448976252619,48,0.06842112499987707,391.99999999999943,1048,80,80.0,80,4000,-1387.9999999999975,-314.60000000000036,84000,4,0,0,22.866666666666664,71.10000000000001,0.0,0.0,80.0,80.0,84000,84000,4000,4000,84000,84000,4000,4000,-157.30000000000018,-157.30000000000018,-157.30000000000018,-157.30000000000018,145926.0,0.1641157895264528,84000,4000,85109,0.0,4052,85109,0.11392558366060257,9.381523132324219,0.0,4052,4052.014507121468,145926.0,1.605057954788208,9400.060546875,9.536743306171047e-08,0.2,0.0007451841374859214,0.7310662865638733,0.0005,0.0,0.17672911286354065,21.0,-0.000263214111328125,0.2
1,88000,False,22,ae2e0_00000,2025-06-02_00-54-05,1748814845,4.715208053588867,98.25211191177368,51052,Cerebro,127.0.0.1,98.25211191177368,22,4.672860015239799,1.6840007223374905e-05,4.672618707957897,1.063829014561501,3.5984838050078567,0.008058903864542355,52,0.06732908599660732,391.99999999999943,1100,80,80.0,80,4000,-1207.9999999999995,-322.20000000000044,88000,4,0,0,26.483333333333334,71.10000000000001,0.0,0.0,80.0,80.0,88000,88000,4000,4000,88000,88000,4000,4000,-161.10000000000022,-161.10000000000022,-161.10000000000022,-161.10000000000022,145926.0,0.1641721002547527,88000,4000,89163,0.0,4054,89163,-0.17879340052604675,9.22640609741211,0.0,4054,4052.016108679906,145926.0,1.6044968366622925,5370.875,4.7683716530855236e-08,0.2,0.0006122922641225159,0.42294785380363464,0.0005,0.0,0.1965377926826477,22.0,-0.0016068220138549805,0.2
1,92000,False,23,ae2e0_00000,2025-06-02_00-54-09,1748814849,4.1885459423065186,102.4406578540802,51052,Cerebro,127.0.0.1,102.4406578540802,23,4.667888821087798,1.6819607696009565e-05,4.667646422878227,1.0623243814157972,3.5950152649578966,0.008051550825922576,48,0.06682395199837629,1869.3999999999999,1148,51,79.71,80,4000,-1068.0000000000002,-284.42600000000044,92000,4,0,0,20.060000000000002,71.1,0.0,0.0,79.71,79.71,92000,92000,4000,4000,92000,92000,4000,4000,-142.21300000000022,-142.21300000000022,-142.21300000000022,-142.21300000000022,145926.0,0.16422768011953487,92000,4000,93215,0.0,4052,93215,0.2878532409667969,8.578401565551758,0.0,4052,4052.017676756464,145926.0,1.603298306465149,8460.810546875,2.3841858265427618e-08,0.2,0.0006382548017427325,0.8250337839126587,0.0005,0.0,0.37483876943588257,23.0,-0.00572049617767334,0.2
1,96000,False,24,ae2e0_00000,2025-06-02_00-54-14,1748814854,4.704585313796997,107.1452431678772,51052,Cerebro,127.0.0.1,107.1452431678772,24,4.668146800877113,1.6783411460009376e-05,4.667903959649345,1.0608340106019833,3.596776354308541,0.008033997318038033,52,0.06700723800400737,1869.3999999999999,1200,51,79.55,80,4000,-1128.0000000000011,-248.13000000000036,96000,4,0,0,22.25,71.10000000000001,0.0,0.0,79.55,79.55,96000,96000,4000,4000,96000,96000,4000,4000,-124.06500000000018,-124.06500000000018,-124.06500000000018,-124.06500000000018,145926.0,0.16429904736699535,96000,4000,97270,0.0,4055,97270,-0.06002653017640114,8.956238746643066,0.0,4055,4052.019511860622,145926.0,1.60303795337677,8419.84765625,1.1920929132713809e-08,0.2,0.0008374248282052577,0.5149897933006287,0.0005,0.0,0.205239400267601,24.0,0.0060062408447265625,0.2
1,100000,False,25,ae2e0_00000,2025-06-02_00-54-19,1748814859,4.320683479309082,111.46592664718628,51052,Cerebro,127.0.0.1,111.46592664718628,25,4.664568224868221,1.6742577148296724e-05,4.664324896052645,1.0601309374958128,3.593912513765036,0.008016527345113877,49,0.07020995500555728,1621.6000000000004,1249,64,79.84,80,4000,-1128.0000000000011,-281.70400000000035,100000,4,0,0,25.959999999999997,70.82,0.0,0.0,79.84,79.84,100000,100000,4000,4000,100000,100000,4000,4000,-140.85200000000017,-140.85200000000017,-140.85200000000017,-140.85200000000017,145926.0,0.16437420215149184,100000,4000,101323,0.0,4053,101323,-0.15410980582237244,8.434473037719727,0.0,4053,4052.021408495021,145926.0,1.6048221588134766,2629.20947265625,5.9604645663569045e-09,0.2,0.0008264161879196763,0.3683730363845825,0.0005,0.0,0.2125980257987976,25.0,0.006136059761047363,0.2
1,104000,False,26,ae2e0_00000,2025-06-02_00-54-23,1748814863,4.541821718215942,116.00774836540222,51052,Cerebro,127.0.0.1,116.00774836540222,26,4.663256630619775,1.6705151784621286e-05,4.663013110092157,1.0588721031205757,3.59387058262723,0.00800271707167995,51,0.07146414600138087,272.0000000000001,1300,80,80.0,80,4000,-1507.9999999999986,-289.80000000000024,104000,4,0,0,24.066666666666666,70.7,0.0,0.0,80.0,80.0,104000,104000,4000,4000,104000,104000,4000,4000,-144.90000000000012,-144.90000000000012,-144.90000000000012,-144.90000000000012,145926.0,0.1644480403555613,104000,4000,105377,0.0,4054,105377,-0.04834528639912605,9.428520202636719,0.0,4054,4052.0234652455465,145926.0,1.6047909259796143,6682.8232421875,2.9802322831784522e-09,0.2,0.0005943206488154829,0.5735484957695007,0.0005,0.0,0.1781201958656311,26.0,0.005948424339294434,0.2
