num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_max,env_runners/num_episodes_lifetime,env_runners/num_episodes,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_mean,env_runners/episode_return_min,env_runners/episode_len_mean,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/episode_len_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/ai/vf_explained_var,learners/ai/default_optimizer_learning_rate,learners/ai/vf_loss,learners/ai/policy_loss,learners/ai/num_trainable_parameters,learners/ai/num_non_trainable_parameters,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/curr_entropy_coeff,learners/ai/curr_kl_coeff,learners/ai/gradients_default_optimizer_global_norm,learners/ai/mean_kl_loss,learners/ai/vf_loss_unclipped,learners/ai/weights_seq_no,learners/ai/module_train_batch_size_mean,learners/ai/entropy,learners/ai/total_loss,learners/ai/num_module_steps_trained,learners/ai/num_module_steps_trained_lifetime,learners/human/curr_entropy_coeff
1,44000,False,11,4c691_00000,2025-06-01_18-45-28,1748792728,4.68209171295166,49.97841739654541,17276,Cerebro,127.0.0.1,49.97841739654541,11,4.452402102460092,1.9810007444263642e-05,4.452189445562098,1.052270029636127,3.3910342588010405,0.007081883573756316,331.99999999999955,548,48,44000,-59.80000000000004,-247.99999999999977,80.0,0.06531385099922772,80,4000,80,4,0,0,24.883333333333336,66.96666666666667,0.0,0.0,-29.90000000000002,-29.90000000000002,80.0,80.0,4000,4000,-29.90000000000002,-29.90000000000002,44000,44000,4000,4000,44000,44000,0.1808099392141535,152070.0,0.0,4000,44000,4052,44572,-0.01242375373840332,0.001,6.284028053283691,-0.11595284938812256,152070.0,0.0,0.0,0.2,9.765625145519152e-05,0.36654210090637207,0.0002915658988058567,378.651123046875,11.0,4052.0,1.601693868637085,0.1921112835407257,4052,44572,0.2
1,48000,False,12,4c691_00000,2025-06-01_18-45-32,1748792732,4.439276456832886,54.417693853378296,17276,Cerebro,127.0.0.1,54.417693853378296,12,4.452175994435247,1.972590765579664e-05,4.4519627321063835,1.0497990233397891,3.393279724212924,0.007074095738336758,331.99999999999955,600,52,48000,-58.60000000000004,-247.99999999999997,80.0,0.06535311800136696,80,4000,80,4,0,0,22.96666666666667,67.0,0.0,0.0,-29.30000000000002,-29.30000000000002,80.0,80.0,4000,4000,-29.30000000000002,-29.30000000000002,48000,48000,4000,4000,48000,48000,0.18084357583270771,152070.0,0.0,4000,48000,4052,48624,0.0770978331565857,0.001,6.139514923095703,0.059105031192302704,152070.0,0.0,0.0,0.2,4.882812572759576e-05,0.2610788941383362,0.0010127363493666053,59.81190490722656,12.0,4052.0,1.6042598485946655,0.3522045910358429,4052,48624,0.2
1,52000,False,13,4c691_00000,2025-06-01_18-45-37,1748792737,4.3865978717803955,58.80429172515869,17276,Cerebro,127.0.0.1,58.80429172515869,13,4.451429839490868,1.965064892613026e-05,4.451215845785605,1.0487396341063928,3.39358638197071,0.007068353780540651,-48.00000000000003,648,48,52000,-65.40000000000003,-247.99999999999997,80.0,0.06464700400247239,80,4000,80,4,0,0,24.16,66.9,0.0,0.0,-32.70000000000002,-32.70000000000002,80.0,80.0,4000,4000,-32.70000000000002,-32.70000000000002,52000,52000,4000,4000,52000,52000,0.18087702936496577,152070.0,0.0,4000,52000,4052,52676,-0.07904922962188721,0.001,6.435571193695068,0.297960102558136,152070.0,0.0,0.0,0.2,2.441406286379788e-05,0.5820731520652771,0.0005603537429124117,73.30696105957031,13.0,4052.0,1.600530982017517,0.6214110851287842,4052,52676,0.2
1,56000,False,14,4c691_00000,2025-06-01_18-45-41,1748792741,4.6189117431640625,63.423203468322754,17276,Cerebro,127.0.0.1,63.423203468322754,14,4.453010363095974,1.9567142715230097e-05,4.452795921327847,1.0481654667652687,3.3957376821509127,0.007062695242520481,-48.00000000000003,700,52,56000,-66.80000000000004,-268.0000000000004,80.0,0.06612885699956678,80,4000,80,4,0,0,21.816666666666666,66.88333333333333,0.0,0.0,-33.40000000000002,-33.40000000000002,80.0,80.0,4000,4000,-33.40000000000002,-33.40000000000002,56000,56000,4000,4000,56000,56000,0.1809084924989938,152070.0,0.0,4000,56000,4052,56728,-0.11012005805969238,0.001,6.914976119995117,-0.19223453104496002,152070.0,0.0,0.0,0.2,1.220703143189894e-05,0.653705358505249,0.0006420680438168347,60.65765380859375,14.0,4052.0,1.598803997039795,0.17950224876403809,4052,56728,0.2
1,60000,False,15,4c691_00000,2025-06-01_18-45-46,1748792746,4.444254636764526,67.86745810508728,17276,Cerebro,127.0.0.1,67.86745810508728,15,4.4528271494651745,1.9598471270337964e-05,4.452610990114426,1.0468721970974864,3.396849853329287,0.007051526289982221,31.999999999999936,748,48,60000,-62.400000000000055,-268.0000000000004,80.0,0.06514020000060555,80,4000,80,4,0,0,26.52,66.88000000000001,0.0,0.0,-31.200000000000028,-31.200000000000028,80.0,80.0,4000,4000,-31.200000000000028,-31.200000000000028,60000,60000,4000,4000,60000,60000,0.1809381503074055,152070.0,0.0,4000,60000,4052,60780,-0.016666650772094727,0.001,6.228607654571533,0.0650777518749237,152070.0,0.0,0.0,0.2,6.10351571594947e-06,1.1352648735046387,0.00046826244215480983,65.36161804199219,15.0,4052.0,1.602815866470337,0.36737537384033203,4052,60780,0.2
1,64000,False,16,4c691_00000,2025-06-01_18-45-51,1748792751,4.686321496963501,72.55377960205078,17276,Cerebro,127.0.0.1,72.55377960205078,16,4.455043853970568,1.9526486337678543e-05,4.454826766213081,1.045404899126528,3.4005284767957558,0.007045267026832857,311.99999999999983,800,52,64000,-53.600000000000044,-268.0,80.0,0.06747089299780783,80,4000,80,4,0,0,21.766666666666666,66.89999999999999,0.0,0.0,-26.800000000000022,-26.800000000000022,80.0,80.0,4000,4000,-26.800000000000022,-26.800000000000022,64000,64000,4000,4000,64000,64000,0.1809835471003978,152070.0,0.0,4000,64000,4052,64832,-0.10695254802703857,0.001,5.530894756317139,0.1583917737007141,152070.0,0.0,0.0,0.2,3.051757857974735e-06,0.4933330714702606,0.0008277734741568565,72.25642395019531,16.0,4052.0,1.602952003479004,0.39089080691337585,4052,64832,0.2
1,68000,False,17,4c691_00000,2025-06-01_18-45-55,1748792755,4.4624550342559814,77.01623463630676,17276,Cerebro,127.0.0.1,77.01623463630676,17,4.455019625430902,1.945922128480369e-05,4.454801672551156,1.0441107371352498,3.401796032027905,0.0070360743562029515,311.99999999999983,848,48,68000,-56.800000000000026,-167.99999999999983,80.0,0.06706356999638956,80,4000,80,4,0,0,23.88333333333333,66.93333333333334,0.0,0.0,-28.400000000000013,-28.400000000000013,80.0,80.0,4000,4000,-28.400000000000013,-28.400000000000013,68000,68000,4000,4000,68000,68000,0.181026918852501,152070.0,0.0,4000,68000,4052,68884,0.06324988603591919,0.001,7.113718032836914,-0.06747377663850784,152070.0,0.0,0.0,0.2,1.5258789289873675e-06,0.24061396718025208,0.000286504888208583,81.08090209960938,17.0,4052.0,1.6000155210494995,0.3238949477672577,4052,68884,0.2
1,72000,False,18,4c691_00000,2025-06-01_18-46-00,1748792760,4.800598859786987,81.81683349609375,17276,Cerebro,127.0.0.1,81.81683349609375,18,4.458372073176726,1.9372629312244328e-05,4.4581535658259135,1.0430607977636084,3.4061792857078124,0.007046308612822269,-48.00000000000003,900,52,72000,-64.20000000000003,-268.00000000000034,80.0,0.06858833400066942,80,4000,80,4,0,0,22.36,66.92,0.0,0.0,-32.100000000000016,-32.100000000000016,80.0,80.0,4000,4000,-32.100000000000016,-32.100000000000016,72000,72000,4000,4000,72000,72000,0.18108606867484933,152070.0,0.0,4000,72000,4052,72936,0.1642330288887024,0.001,6.183541297912598,-0.004374367650598288,152070.0,0.0,0.0,0.2,7.629394644936838e-07,0.3182474672794342,0.0007717232219874859,136.96018981933594,18.0,4052.0,1.5960626602172852,0.294767290353775,4052,72936,0.2
1,76000,False,19,4c691_00000,2025-06-01_18-46-04,1748792764,4.486805438995361,86.30363893508911,17276,Cerebro,127.0.0.1,86.30363893508911,19,4.458552818444865,1.9293902730635405e-05,4.458333845167747,1.0423874707858831,3.407024388850764,0.007047582526947098,-48.00000000000003,948,48,76000,-59.20000000000004,-268.00000000000034,80.0,0.07074962600076105,80,4000,80,4,0,0,23.966666666666665,66.95,0.0,0.0,-29.60000000000002,-29.60000000000002,80.0,80.0,4000,4000,-29.60000000000002,-29.60000000000002,76000,76000,4000,4000,76000,76000,0.18114355016886735,152070.0,0.0,4000,76000,4052,76988,0.0591241717338562,0.001,5.987043380737305,-0.08122407644987106,152070.0,0.0,0.0,0.2,3.814697322468419e-07,0.4448252022266388,0.00029843789525330067,51.86390686035156,19.0,4052.0,1.6014220714569092,0.1971958428621292,4052,76988,0.2
1,80000,False,20,4c691_00000,2025-06-01_18-46-09,1748792769,4.439082860946655,90.74272179603577,17276,Cerebro,127.0.0.1,90.74272179603577,20,4.458229107260058,1.9214963989304687e-05,4.458009331716212,1.0403570320777753,3.4087131979626215,0.007055442701538055,152.00000000000003,1000,52,80000,-51.60000000000005,-288.00000000000074,80.0,0.06716488500125706,80,4000,80,4,0,0,20.360000000000003,66.97999999999999,0.0,0.0,-25.800000000000026,-25.800000000000026,80.0,80.0,4000,4000,-25.800000000000026,-25.800000000000026,80000,80000,4000,4000,80000,80000,0.1811995407061401,152070.0,0.0,4000,80000,4052,81040,0.08155262470245361,0.001,6.072202205657959,0.08356715738773346,152070.0,0.0,0.0,0.2,1.9073486612342094e-07,0.16899587213993073,0.00023694877745583653,34.2473258972168,20.0,4052.0,1.6009446382522583,0.3705984950065613,4052,81040,0.2
1,84000,False,21,4c691_00000,2025-06-01_18-46-14,1748792774,4.5885748863220215,95.33129668235779,17276,Cerebro,127.0.0.1,95.33129668235779,21,4.459426903187333,1.9190814464493306e-05,4.459205420398877,1.0399271497568794,3.4103215969827962,0.007059947275041779,251.99999999999963,1048,48,84000,-48.40000000000006,-288.00000000000074,80.0,0.06832749900291674,80,4000,80,4,0,0,26.266666666666666,67.10000000000001,0.0,0.0,-24.20000000000003,-24.20000000000003,80.0,80.0,4000,4000,-24.20000000000003,-24.20000000000003,84000,84000,4000,4000,84000,84000,0.18125452109765014,152070.0,0.0,4000,84000,4052,85092,-0.029242396354675293,0.001,5.350238800048828,0.08635631203651428,152070.0,0.0,0.0,0.2,9.536743306171047e-08,0.7281392812728882,0.0007411785773001611,66.47579956054688,21.0,4052.0,1.6023417711257935,0.3009118437767029,4052,85092,0.2
1,88000,False,22,4c691_00000,2025-06-01_18-46-18,1748792778,4.593937158584595,99.92523384094238,17276,Cerebro,127.0.0.1,99.92523384094238,22,4.460669921155491,1.9239906408711447e-05,4.460446271194732,1.0397122852595078,3.4117768140130833,0.007050077802550715,251.99999999999963,1100,52,88000,-51.60000000000005,-127.99999999999989,80.0,0.06923673800309188,80,4000,80,4,0,0,18.816666666666666,67.10000000000001,0.0,0.0,-25.800000000000026,-25.800000000000026,80.0,80.0,4000,4000,-25.800000000000026,-25.800000000000026,88000,88000,4000,4000,88000,88000,0.1813073208072569,152070.0,0.0,4000,88000,4052,89144,-0.016721725463867188,0.001,6.234683990478516,-0.11332050710916519,152070.0,0.0,0.0,0.2,4.7683716530855236e-08,0.1705183982849121,0.0004806172801181674,63.523780822753906,22.0,4052.0,1.6019362211227417,0.18976059556007385,4052,89144,0.2
1,92000,False,23,4c691_00000,2025-06-01_18-46-23,1748792783,4.537568092346191,104.46280193328857,17276,Cerebro,127.0.0.1,104.46280193328857,23,4.461333959944335,1.9160507622985475e-05,4.461109685482936,1.0390796494069785,3.4130606438726874,0.007052222024125224,152.0000000000001,1148,48,92000,-55.60000000000004,-207.99999999999974,80.0,0.067873888000031,80,4000,80,4,0,0,30.640000000000004,66.92,0.0,0.0,-27.80000000000002,-27.80000000000002,80.0,80.0,4000,4000,-27.80000000000002,-27.80000000000002,92000,92000,4000,4000,92000,92000,0.18135925637056155,152070.0,0.0,4000,92000,4052,93196,-0.014737844467163086,0.001,6.427411079406738,0.10398132354021072,152070.0,0.0,0.0,0.2,2.3841858265427618e-08,0.8274660110473633,0.00039439808460883796,91.5736083984375,23.0,4052.0,1.6014456748962402,0.42643317580223083,4052,93196,0.2
1,96000,False,24,4c691_00000,2025-06-01_18-46-27,1748792787,4.358331918716431,108.821133852005,17276,Cerebro,127.0.0.1,108.821133852005,24,4.460186955345013,1.9111902471474952e-05,4.45996148562766,1.037434427912975,3.4135535074341847,0.0070461808036014605,152.0000000000001,1200,52,96000,-51.800000000000054,-207.99999999999974,80.0,0.06719283499929589,80,4000,80,4,0,0,20.9,66.8,0.0,0.0,-25.900000000000027,-25.900000000000027,80.0,80.0,4000,4000,-25.900000000000027,-25.900000000000027,96000,96000,4000,4000,96000,96000,0.18140876281051946,152070.0,0.0,4000,96000,4052,97248,-0.016373872756958008,0.001,6.4779372215271,0.18763290345668793,152070.0,0.0,0.0,0.2,1.1920929132713809e-08,0.26940807700157166,0.00033310576691292226,50.73082733154297,24.0,4052.0,1.599610686302185,0.5155044794082642,4052,97248,0.2
1,100000,False,25,4c691_00000,2025-06-01_18-46-32,1748792792,4.80180025100708,113.62293410301208,17276,Cerebro,127.0.0.1,113.62293410301208,25,4.46351536079138,1.9047783249647644e-05,4.4632891787713085,1.0383574916339458,3.4159613823594195,0.0070339909951527505,151.99999999999994,1248,48,100000,-57.00000000000004,-247.9999999999998,80.0,0.06667944100103342,80,4000,80,4,0,0,24.983333333333334,66.8,0.0,0.0,-28.50000000000002,-28.50000000000002,80.0,80.0,4000,4000,-28.50000000000002,-28.50000000000002,100000,100000,4000,4000,100000,100000,0.18145676751603784,152070.0,0.0,4000,100000,4052,101300,0.019761204719543457,0.001,6.587301731109619,0.04812641441822052,152070.0,0.0,0.0,0.2,5.9604645663569045e-09,0.7096561193466187,0.000253913487540558,149.75723266601562,25.0,4052.0,1.5988157987594604,0.38709336519241333,4052,101300,0.2
1,104000,False,26,4c691_00000,2025-06-01_18-46-36,1748792796,4.511764287948608,118.1346983909607,17276,Cerebro,127.0.0.1,118.1346983909607,26,4.463901218183383,1.897630515912266e-05,4.463674149983407,1.037215220717631,3.4174749695355615,0.00703801408565933,-48.00000000000003,1300,52,104000,-67.60000000000004,-288.00000000000017,80.0,0.06899567799991928,80,4000,80,4,0,0,22.033333333333335,66.83333333333333,0.0,0.0,-33.80000000000002,-33.80000000000002,80.0,80.0,4000,4000,-33.80000000000002,-33.80000000000002,104000,104000,4000,4000,104000,104000,0.18150369577116454,152070.0,0.0,4000,104000,4052,105352,0.15097182989120483,0.001,7.652430534362793,-0.1673378199338913,152070.0,0.0,0.0,0.2,2.9802322831784522e-09,0.22543001174926758,0.0005031359614804387,64.33180236816406,26.0,4052.0,1.5977224111557007,0.2783607244491577,4052,105352,0.2
1,108000,False,27,4c691_00000,2025-06-01_18-46-41,1748792801,4.801281690597534,122.93598008155823,17276,Cerebro,127.0.0.1,122.93598008155823,27,4.467191785001887,1.8920541963720326e-05,4.466963546483321,1.0360250155107795,3.421954195840702,0.007032295944734296,-48.00000000000003,1348,48,108000,-63.80000000000005,-288.00000000000017,80.0,0.0678573099989444,80,4000,80,4,0,0,26.933333333333334,66.78333333333333,0.0,0.0,-31.900000000000023,-31.900000000000023,80.0,80.0,4000,4000,-31.900000000000023,-31.900000000000023,108000,108000,4000,4000,108000,108000,0.18156510507443577,152070.0,0.0,4000,108000,4052,109404,0.05437976121902466,0.001,6.087136745452881,0.20098331570625305,152070.0,0.0,0.0,0.2,1.4901161415892261e-09,0.18652884662151337,0.0007342202006839216,45.3720817565918,27.0,4052.0,1.5983498096466064,0.4900270104408264,4052,109404,0.2
