num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_max,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/num_episodes_lifetime,env_runners/episode_return_mean,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/num_episodes,env_runners/episode_len_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,learners/ai/num_module_steps_trained,learners/ai/entropy,learners/ai/vf_explained_var,learners/ai/module_train_batch_size_mean,learners/ai/num_module_steps_trained_lifetime,learners/ai/default_optimizer_learning_rate,learners/ai/total_loss,learners/ai/policy_loss,learners/ai/curr_entropy_coeff,learners/ai/curr_kl_coeff,learners/ai/num_trainable_parameters,learners/ai/vf_loss,learners/ai/vf_loss_unclipped,learners/ai/mean_kl_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/weights_seq_no,learners/ai/num_non_trainable_parameters,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/human/curr_entropy_coeff
1,64000,False,16,b9891_00000,2025-06-01_15-28-42,1748780922,5.615290403366089,88.07760691642761,11572,Cerebro,127.0.0.1,88.07760691642761,16,5.543212350654844,1.74007186602097e-05,5.543002334926614,1.846761269412773,3.6903357327652166,0.0042280201937996646,-100.0,80.0,80,0.06787360900139902,64000,800,-160.2,4000,-260.0,50,80,2,0,0,23.9375,64.55,80.0,80.0,64000,64000,-80.1,-80.1,4000,4000,64000,64000,4000,4000,-80.1,-80.1,4050,1.600487232208252,0.007295548915863037,4050.0,64800,0.001,0.6439209580421448,-0.03398267924785614,0.1,3.051757857974735e-06,152070.0,8.379524230957031,628.17333984375,0.0003144963411614299,0.5756768584251404,16.0,0.0,0.0,152070.0,0.17105394765132337,4000,0.0,64000,4050,64800,0.1
1,68000,False,17,b9891_00000,2025-06-01_15-28-48,1748780928,5.574005603790283,93.6516125202179,11572,Cerebro,127.0.0.1,93.6516125202179,17,5.543451899148613,1.733571172151077e-05,5.543241347577384,1.845379203718233,3.6919450024374374,0.004229862991977756,-120.0,80.0,80,0.06744283700187224,68000,850,-159.4,4000,-160.0,50,80,2,0,0,20.2875,64.5125,80.0,80.0,68000,68000,-79.7,-79.7,4000,4000,68000,68000,4000,4000,-79.7,-79.7,4050,1.6007030010223389,0.12113040685653687,4050.0,68850,0.001,0.6295216083526611,0.009825104847550392,0.1,1.5258789289873675e-06,152070.0,7.797667980194092,581.8448486328125,0.0002622743195388466,0.2765185534954071,17.0,0.0,0.0,152070.0,0.17110080337172134,4000,0.0,68000,4050,68850,0.1
1,72000,False,18,b9891_00000,2025-06-01_15-28-53,1748780933,5.540245532989502,99.1918580532074,11572,Cerebro,127.0.0.1,99.1918580532074,18,5.543352758156708,1.7290354414797595e-05,5.543141606101541,1.844641736680979,3.692580547413309,0.004224604361791657,-120.0,80.0,80,0.0650088080012938,72000,900,-159.4,4000,-160.0,50,80,2,0,0,22.4625,64.3375,80.0,80.0,72000,72000,-79.7,-79.7,4000,4000,72000,72000,4000,4000,-79.7,-79.7,4050,1.6010102033615112,0.12761950492858887,4050.0,72900,0.001,0.5398883819580078,-0.11301698535680771,0.1,7.629394644936838e-07,152070.0,8.1300630569458,688.661865234375,0.00045450369361788034,0.2766413986682892,18.0,0.0,0.0,152070.0,0.1711477840329458,4000,0.0,72000,4050,72900,0.1
1,76000,False,19,b9891_00000,2025-06-01_15-28-59,1748780939,5.597146987915039,104.78900504112244,11572,Cerebro,127.0.0.1,104.78900504112244,19,5.5438137545750275,1.7249450711609524e-05,5.543601634040824,1.8437790383142731,3.693889671939211,0.0042288413182156575,-80.0,80.0,80,0.06390146400022786,76000,950,-161.0,4000,-260.0,50,80,2,0,0,21.575,64.475,80.0,80.0,76000,76000,-80.5,-80.5,4000,4000,76000,76000,4000,4000,-80.5,-80.5,4050,1.5996390581130981,0.038762688636779785,4050.0,76950,0.001,0.6202318072319031,0.013071181252598763,0.1,3.814697322468419e-07,152070.0,7.671245574951172,580.9907836914062,0.0005411614547483623,0.21932747960090637,19.0,0.0,0.0,152070.0,0.17119605592060871,4000,0.0,76000,4050,76950,0.1
1,80000,False,20,b9891_00000,2025-06-01_15-29-04,1748780944,5.3657801151275635,110.15478515625,11572,Cerebro,127.0.0.1,110.15478515625,20,5.541968651029063,1.71989559693084e-05,5.54175511770065,1.8422721609313815,3.6935427702197265,0.0042290059052390696,-80.0,80.0,80,0.06231719300209079,80000,1000,-162.0,4000,-260.0,50,80,2,0,0,19.1,64.65714285714286,80.0,80.0,80000,80000,-81.0,-81.0,4000,4000,80000,80000,4000,4000,-81.0,-81.0,4050,1.5993354320526123,0.016405045986175537,4050.0,81000,0.001,0.5508560538291931,-0.03805478662252426,0.1,1.9073486612342094e-07,152070.0,7.4884443283081055,678.7498779296875,0.00023338652681559324,0.2635522186756134,20.0,0.0,0.0,152070.0,0.17124500185211258,4000,0.0,80000,4050,81000,0.1
1,84000,False,21,b9891_00000,2025-06-01_15-29-10,1748780950,5.437663793563843,115.59244894981384,11572,Cerebro,127.0.0.1,115.59244894981384,21,5.540866939518785,1.7140966695590952e-05,5.540652744523896,1.8391528903224312,3.6955486025175217,0.004228297846162866,-140.0,80.0,80,0.06088972399942577,84000,1050,-161.8,4000,-260.0,50,80,2,0,0,22.2,64.89999999999999,80.0,80.0,84000,84000,-80.9,-80.9,4000,4000,84000,84000,4000,4000,-80.9,-80.9,4050,1.602033257484436,-0.6157406568527222,4050.0,85050,0.001,0.7101261615753174,0.13475726544857025,0.1,9.536743306171047e-08,152070.0,7.355722427368164,649.1015014648438,0.0004083675448782742,0.5420549511909485,21.0,0.0,0.0,152070.0,0.17129470704939434,4000,0.0,84000,4050,85050,0.1
1,88000,False,22,b9891_00000,2025-06-01_15-29-15,1748780955,5.539812326431274,121.13226127624512,11572,Cerebro,127.0.0.1,121.13226127624512,22,5.540788932123357,1.710755691528191e-05,5.540573725078848,1.8387427154191374,3.695864862492389,0.0042237198678419414,-140.0,80.0,80,0.06003697299631312,88000,1100,-161.6,4000,-260.0,50,80,2,0,0,21.5625,65.625,80.0,80.0,88000,88000,-80.8,-80.8,4000,4000,88000,88000,4000,4000,-80.8,-80.8,4050,1.5999935865402222,-1.0,4050.0,89100,0.001,0.7669364213943481,0.03615780919790268,0.1,4.7683716530855236e-08,152070.0,8.9077787399292,1130.0032958984375,0.0004547585267573595,0.6036396622657776,22.0,0.0,0.0,152070.0,0.1713453519525413,4000,0.0,88000,4050,89100,0.1
1,92000,False,23,b9891_00000,2025-06-01_15-29-21,1748780961,5.3815202713012695,126.51378154754639,11572,Cerebro,127.0.0.1,126.51378154754639,23,5.539128402801812,1.7050481632104727e-05,5.538912699827957,1.8365577542650504,3.6963887438671534,0.004217243669635643,-140.0,80.0,80,0.0618305379973026,92000,1150,-160.6,4000,-260.0,50,80,2,0,0,22.32857142857143,65.92857142857143,80.0,80.0,92000,92000,-80.3,-80.3,4000,4000,92000,92000,4000,4000,-80.3,-80.3,4050,1.5978823900222778,-0.10411930084228516,4050.0,93150,0.001,0.7046332359313965,-0.0756664052605629,0.1,2.3841858265427618e-08,152070.0,9.40087890625,772.6040649414062,0.0004831929109059274,0.27272823452949524,23.0,0.0,0.0,152070.0,0.17139545117692204,4000,0.0,92000,4050,93150,0.1
1,96000,False,24,b9891_00000,2025-06-01_15-29-27,1748780967,6.255950450897217,132.7697319984436,11572,Cerebro,127.0.0.1,132.7697319984436,24,5.54622477777412,1.721297644102693e-05,5.546007111829482,1.8367216387224057,3.7033130944286996,0.004215370233041382,-80.0,80.0,80,0.06495566499826964,96000,1200,-159.8,4000,-260.0,50,80,2,0,0,30.544444444444448,66.36666666666666,80.0,80.0,96000,96000,-79.9,-79.9,4000,4000,96000,96000,4000,4000,-79.9,-79.9,4050,1.595345139503479,-0.5374801158905029,4050.0,97200,0.001,0.678061306476593,-0.07055366784334183,0.1,1.1920929132713809e-08,152070.0,9.081493377685547,856.5996704101562,0.0004824866773560643,0.5928236246109009,24.0,0.0,0.0,152070.0,0.17145064996161707,4000,0.0,96000,4050,97200,0.1
1,100000,False,25,b9891_00000,2025-06-01_15-29-33,1748780973,5.992579460144043,138.76231145858765,11572,Cerebro,127.0.0.1,138.76231145858765,25,5.550606682996538,1.7155846388130177e-05,5.5503882947108085,1.8381484233353,3.7062390824845353,0.004235128530657428,-80.0,80.0,80,0.06786624299827963,100000,1250,-161.0,4000,-260.0,50,80,2,0,0,25.4875,67.2125,80.0,80.0,100000,100000,-80.5,-80.5,4000,4000,100000,100000,4000,4000,-80.5,-80.5,4050,1.5966898202896118,-0.4220041036605835,4050.0,101250,0.001,0.9329433441162109,0.22609150409698486,0.1,5.9604645663569045e-09,152070.0,8.66520881652832,464.51361083984375,0.00043715350329875946,0.8517580628395081,25.0,0.0,0.0,152070.0,0.1715066390254962,4000,0.0,100000,4050,101250,0.1
1,104000,False,26,b9891_00000,2025-06-01_15-29-39,1748780979,5.837660551071167,144.5999720096588,11572,Cerebro,127.0.0.1,144.5999720096588,26,5.55340722016638,1.7106288271140457e-05,5.553188190763534,1.838609206101947,3.7085678416592636,0.004239026245357208,-160.0,80.0,80,0.06918813199794385,104000,1300,-162.0,4000,-260.0,50,80,2,0,0,27.025000000000002,67.3125,80.0,80.0,104000,104000,-81.0,-81.0,4000,4000,104000,104000,4000,4000,-81.0,-81.0,4050,1.5897735357284546,-0.20776844024658203,4050.0,105300,0.001,0.6710681915283203,-0.036644577980041504,0.1,2.9802322831784522e-09,152070.0,8.666899681091309,356.8240051269531,0.0008778215269558132,0.49433910846710205,26.0,0.0,0.0,152070.0,0.17156377286310093,4000,0.0,104000,4050,105300,0.1
1,108000,False,27,b9891_00000,2025-06-01_15-29-45,1748780985,5.671654224395752,150.27162623405457,11572,Cerebro,127.0.0.1,150.27162623405457,27,5.554523536964559,1.706422520654548e-05,5.554303647856382,1.8365257370411563,3.7117616122424617,0.004237615982952512,-140.0,80.0,80,0.06643980699707754,108000,1350,-160.8,4000,-260.0,50,80,2,0,0,21.125,66.925,80.0,80.0,108000,108000,-80.4,-80.4,4000,4000,108000,108000,4000,4000,-80.4,-80.4,4050,1.5902469158172607,-0.07197356224060059,4050.0,109350,0.001,0.7628002762794495,0.03654801845550537,0.1,1.4901161415892261e-09,152070.0,8.85276985168457,337.3476257324219,0.000657399243209511,0.3988739252090454,27.0,0.0,0.0,152070.0,0.17163631393004947,4000,0.0,108000,4050,109350,0.1
1,112000,False,28,b9891_00000,2025-06-01_15-29-50,1748780990,5.630246877670288,155.90187311172485,11572,Cerebro,127.0.0.1,155.90187311172485,28,5.555207375595061,1.7011582688837024e-05,5.554986079377866,1.835959307670831,3.713007711119906,0.004233002823123256,-120.0,80.0,80,0.06456956899899524,112000,1400,-161.2,4000,-260.0,50,80,2,0,0,23.924999999999997,66.3,80.0,80.0,112000,112000,-80.6,-80.6,4000,4000,112000,112000,4000,4000,-80.6,-80.6,4050,1.59030282497406,0.3197544813156128,4050.0,113400,0.001,0.8330392837524414,0.12975038588047028,0.1,7.450580707946131e-10,152070.0,8.623191833496094,154.96524047851562,0.000366431922884658,0.3336014151573181,28.0,0.0,0.0,152070.0,0.17170866094837475,4000,0.0,112000,4050,113400,0.1
1,116000,False,29,b9891_00000,2025-06-01_15-29-56,1748780996,5.703541278839111,161.60541439056396,11572,Cerebro,127.0.0.1,161.60541439056396,29,5.556612050838766,1.6945467071779356e-05,5.55638928858425,1.83389349759456,3.7164431150083552,0.004234602795284743,-120.0,80.0,80,0.06449838499829638,116000,1450,-161.6,4000,-260.0,50,80,2,0,0,21.725,66.23750000000001,80.0,80.0,116000,116000,-80.8,-80.8,4000,4000,116000,116000,4000,4000,-80.8,-80.8,4050,1.5842024087905884,0.1306261420249939,4050.0,117450,0.001,0.7544028759002686,0.13006818294525146,0.1,3.7252903539730653e-10,152070.0,7.827548980712891,316.3367614746094,0.0004102831589989364,0.2138294130563736,29.0,0.0,0.0,152070.0,0.1717971967849415,4000,0.0,116000,4050,117450,0.1
