num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled,env_runners/num_episodes_lifetime,env_runners/episode_return_min,env_runners/episode_len_max,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/episode_return_mean,env_runners/num_episodes,env_runners/episode_len_mean,env_runners/num_env_steps_sampled_lifetime,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,learners/ai/num_trainable_parameters,learners/ai/weights_seq_no,learners/ai/vf_loss_unclipped,learners/ai/default_optimizer_learning_rate,learners/ai/entropy,learners/ai/vf_loss,learners/ai/module_train_batch_size_mean,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/num_module_steps_trained,learners/ai/num_non_trainable_parameters,learners/ai/total_loss,learners/ai/curr_kl_coeff,learners/ai/policy_loss,learners/ai/vf_explained_var,learners/ai/curr_entropy_coeff,learners/ai/gradients_default_optimizer_global_norm,learners/ai/mean_kl_loss,learners/ai/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/human/curr_entropy_coeff
1,84000,False,21,993e9_00000,2025-06-01_20-21-26,1748798486,4.598430156707764,95.1373405456543,22856,Cerebro,127.0.0.1,95.1373405456543,21,4.595418169155463,1.6651357699571674e-05,4.595218985778984,1.2495281898480937,3.33687623629279,0.0066268635233612755,0.06729792499972972,4000,1048,-368.0000000000004,80,80,411.99999999999864,131.79999999999964,48,80.0,84000,4,0,0,29.516666666666666,71.8,0.0,0.0,4000,4000,65.89999999999982,65.89999999999982,84000,84000,4000,4000,84000,84000,80.0,80.0,65.89999999999982,65.89999999999982,145926.0,21.0,3823.26123046875,0.0005,1.5698100328445435,8.101573944091797,4052.0,0.0,4052,0.0,0.48071613907814026,9.536743306171047e-08,-0.015479174442589283,-0.10793197154998779,0.2,0.3219391405582428,0.0008999662823043764,85092,145926.0,0.16220337977182744,4052,0.0,84000,4000,85092,0.2
1,88000,False,22,993e9_00000,2025-06-01_20-21-30,1748798490,4.342024803161621,99.47936534881592,22856,Cerebro,127.0.0.1,99.47936534881592,22,4.592793008463863,1.660184443139507e-05,4.59259316392132,1.2464885939499049,3.3372933249298553,0.0066205878880138255,0.06396218500158284,4000,1100,-308.0000000000006,80,57,1865.7999999999997,184.73799999999963,52,79.77,88000,4,0,0,18.9,71.71666666666665,0.0,0.0,4000,4000,92.36899999999982,92.36899999999982,88000,88000,4000,4000,88000,88000,79.77,79.77,92.36899999999982,92.36899999999982,145926.0,22.0,8430.34765625,0.0005,1.5449050664901733,9.10716724395752,4052.0001,0.0,4053,0.0,0.5192839503288269,4.7683716530855236e-08,-0.0824517011642456,0.030662477016448975,0.2,0.4082696735858917,0.001183634507469833,89145,145926.0,0.1622870336978149,4053,0.0,88000,4000,89145,0.2
1,92000,False,23,993e9_00000,2025-06-01_20-21-35,1748798495,4.628403186798096,104.10776853561401,22856,Cerebro,127.0.0.1,104.10776853561401,23,4.593038143378973,1.6562826372045166e-05,4.59283719128207,1.243513486010103,3.3405021726806883,0.006626524008978149,0.06410120900312904,4000,1148,-308.0000000000006,80,57,1865.7999999999997,169.13799999999966,48,79.77,92000,4,0,0,25.82,71.7,0.0,0.0,4000,4000,84.56899999999983,84.56899999999983,92000,92000,4000,4000,92000,92000,79.77,79.77,84.56899999999983,84.56899999999983,145926.0,23.0,3999.054443359375,0.0005,1.5530171394348145,7.595302104949951,4052.000198,0.0,4052,0.0,0.46681123971939087,2.3841858265427618e-08,0.017884470522403717,-0.1176142692565918,0.2,0.4121363162994385,0.0006243058596737683,93197,145926.0,0.16236995283730676,4052,0.0,92000,4000,93197,0.2
1,96000,False,24,993e9_00000,2025-06-01_20-21-39,1748798499,4.494804382324219,108.60257291793823,22856,Cerebro,127.0.0.1,108.60257291793823,24,4.59196385194485,1.6568198246249862e-05,4.591761421369132,1.2411809621496037,3.34174993895383,0.00662797376878391,0.06667821799870581,4000,1200,-288.0000000000004,80,55,1866.9999999999995,171.5499999999996,52,79.75,96000,4,0,0,22.75,71.71666666666667,0.0,0.0,4000,4000,85.7749999999998,85.7749999999998,96000,96000,4000,4000,96000,96000,79.75,79.75,85.7749999999998,85.7749999999998,145926.0,24.0,5993.13916015625,0.0005,1.5439345836639404,9.185303688049316,4052.00049403,0.0,4054,0.0,0.5888094902038574,1.1920929132713809e-08,-0.020933911204338074,-0.10699999332427979,0.2,0.577313244342804,0.0005645970231853426,97251,145926.0,0.16245381785063623,4054,0.0,96000,4000,97251,0.2
1,100000,False,25,993e9_00000,2025-06-01_20-21-44,1748798504,5.0019166469573975,113.60448956489563,22856,Cerebro,127.0.0.1,113.60448956489563,25,4.59595801942566,1.6524516610678945e-05,4.595754742155374,1.2383922275282346,3.348504569564138,0.006647201031426906,0.06704118399647996,4000,1248,-268.0000000000002,80,55,1866.9999999999995,187.54999999999953,48,79.75,100000,4,0,0,31.483333333333334,71.8,0.0,0.0,4000,4000,93.77499999999976,93.77499999999976,100000,100000,4000,4000,100000,100000,79.75,79.75,93.77499999999976,93.77499999999976,145926.0,25.0,6145.3056640625,0.0005,1.541858196258545,8.895454406738281,4052.0007841195998,0.0,4052,0.0,0.19115200638771057,5.9604645663569045e-09,-0.3900218605995178,-0.07482016086578369,0.2,0.7213751673698425,0.0013245133450254798,101303,145926.0,0.162555516568416,4052,0.0,100000,4000,101303,0.2
1,104000,False,26,993e9_00000,2025-06-01_20-21-49,1748798509,4.404576301574707,118.00906586647034,22856,Cerebro,127.0.0.1,118.00906586647034,26,4.593933698231685,1.648527182192171e-05,4.593728993733949,1.2355951162528513,3.3492466668683765,0.0066664750209350305,0.07005787000001874,4000,1300,-268.0,80,80,431.9999999999985,180.19999999999953,52,80.0,104000,4,0,0,23.880000000000003,71.8,0.0,0.0,4000,4000,90.09999999999977,90.09999999999977,104000,104000,4000,4000,104000,104000,80.0,80.0,90.09999999999977,90.09999999999977,145926.0,26.0,3267.47119140625,0.0005,1.543850302696228,8.273944854736328,4052.001268358005,0.0,4054,0.0,0.5164785385131836,2.9802322831784522e-09,-0.002146017039194703,-0.1489335298538208,0.2,0.2730591893196106,0.0005338776973076165,105357,145926.0,0.1626572465400563,4054,0.0,104000,4000,105357,0.2
1,108000,False,27,993e9_00000,2025-06-01_20-21-54,1748798514,4.812189817428589,122.82125568389893,22856,Cerebro,127.0.0.1,122.82125568389893,27,4.5959933532497255,1.64674190588798e-05,4.595787001796197,1.232392433089968,3.354487623199778,0.00667586827070259,0.06817943400295917,4000,1348,-247.9999999999998,80,80,431.9999999999999,222.59999999999943,48,80.0,108000,4,0,0,28.785714285714285,71.81428571428572,0.0,0.0,4000,4000,111.29999999999971,111.29999999999971,108000,108000,4000,4000,108000,108000,80.0,80.0,111.29999999999971,111.29999999999971,145926.0,27.0,4060.208740234375,0.0005,1.553049921989441,9.175752639770508,4052.0017428332294,0.0,4052,0.0,0.6304735541343689,1.4901161415892261e-09,0.023508228361606598,-0.13022947311401367,0.2,0.6635898947715759,0.0012488419888541102,109409,145926.0,0.16275722646060753,4052,0.0,108000,4000,109409,0.2
1,112000,False,28,993e9_00000,2025-06-01_20-21-58,1748798518,4.406692028045654,127.22794771194458,22856,Cerebro,127.0.0.1,127.22794771194458,28,4.593985686717214,1.6471744408910557e-05,4.5937777707785346,1.2298388577589505,3.3550305599678585,0.006673250588034509,0.06399499000341166,4000,1400,-107.99999999999989,80,65,1860.999999999999,286.7379999999994,52,79.77,112000,4,0,0,23.38,71.72,0.0,0.0,4000,4000,143.3689999999997,143.3689999999997,112000,112000,4000,4000,112000,112000,79.77,79.77,143.3689999999997,143.3689999999997,145926.0,28.0,4062.052978515625,0.0005,1.5435903072357178,8.886726379394531,4052.002607692114,0.0,4056,0.0,0.677046537399292,7.450580707946131e-10,0.09709193557500839,-0.16655540466308594,0.2,0.25559815764427185,0.0007542671519331634,113465,145926.0,0.1628555116580937,4056,0.0,112000,4000,113465,0.2
1,116000,False,29,993e9_00000,2025-06-01_20-22-03,1748798523,4.862791299819946,132.09073901176453,22856,Cerebro,127.0.0.1,132.09073901176453,29,4.596568602850336,1.6425026699178448e-05,4.5963598530704,1.2257527651813442,3.3616834513682625,0.006680093081850739,0.06009492900164332,4000,1449,-148.0,80,46,1860.999999999999,296.3419999999994,49,79.43,116000,4,0,0,26.857142857142858,71.81428571428572,0.0,0.0,4000,4000,148.1709999999997,148.1709999999997,116000,116000,4000,4000,116000,116000,79.43,79.43,148.1709999999997,148.1709999999997,145926.0,29.0,14610.7734375,0.0005,1.534012794494629,8.690342903137207,4052.003555079538,0.0,4053,0.0,0.3450894355773926,3.7252903539730653e-10,-0.21714238822460175,-0.004022002220153809,0.2,0.9612833261489868,0.0011995785171166062,117518,145926.0,0.1629543945289815,4053,0.0,116000,4000,117518,0.2
1,120000,False,30,993e9_00000,2025-06-01_20-22-08,1748798528,4.366488933563232,136.45722794532776,22856,Cerebro,127.0.0.1,136.45722794532776,30,4.59416315782221,1.6382776197001635e-05,4.593953584540027,1.2226862775292449,3.3623268648544986,0.006687488151382871,0.06311599200009368,4000,1501,-148.0,80,39,1874.7999999999997,289.8239999999993,52,78.96,120000,4,0,0,23.380000000000003,71.74,0.0,0.0,4000,4000,144.91199999999964,144.91199999999964,120000,120000,4000,4000,120000,120000,78.96,78.96,144.91199999999964,144.91199999999964,145926.0,30.0,22391.94921875,0.0005,1.542066216468811,8.084068298339844,4052.0047832584437,0.0,4055,0.0,0.3514850437641144,1.8626451769865326e-10,-0.14850853383541107,0.003556668758392334,0.2,0.5541878938674927,0.0006202594377100468,121573,145926.0,0.16305216820128102,4055,0.0,120000,4000,121573,0.2
1,124000,False,31,993e9_00000,2025-06-01_20-22-13,1748798533,5.114299058914185,141.57152700424194,22856,Cerebro,127.0.0.1,141.57152700424194,31,4.599260884244259,1.6341948207461084e-05,4.599050260694807,1.2186604127534726,3.3714396432058793,0.006691637269931649,0.06335741299844813,4000,1551,-127.99999999999989,80,39,1874.7999999999997,300.02399999999926,50,78.96,124000,4,0,0,35.199999999999996,72.35000000000001,0.0,0.0,4000,4000,150.01199999999963,150.01199999999963,124000,124000,4000,4000,124000,124000,78.96,78.96,150.01199999999963,150.01199999999963,145926.0,31.0,3924.390625,0.0005,1.549522876739502,8.534306526184082,4052.0061865182633,0.0,4054,0.0,0.6047849059104919,9.313225884932663e-11,0.061258841305971146,-0.00530850887298584,0.2,0.6355512738227844,0.0011257203295826912,125627,145926.0,0.16316453519068463,4054,0.0,124000,4000,125627,0.2
1,128000,False,32,993e9_00000,2025-06-01_20-22-18,1748798538,4.615834951400757,146.1873619556427,22856,Cerebro,127.0.0.1,146.1873619556427,32,4.599327396401815,1.629552845212898e-05,4.599116259087698,1.2161938466257336,3.3739719137734707,0.006689814897542969,0.06615918400057126,4000,1602,-127.99999999999989,80,35,1858.9999999999998,302.7179999999993,51,79.47,128000,4,0,0,27.95,72.91666666666666,0.0,0.0,4000,4000,151.35899999999964,151.35899999999964,128000,128000,4000,4000,128000,128000,79.47,79.47,151.35899999999964,151.35899999999964,145926.0,32.0,4875.498046875,0.0005,1.5420722961425781,8.19346809387207,4052.0077612345613,0.0,4054,0.0,0.647939920425415,4.6566129424663316e-11,0.13700759410858154,-0.005645155906677246,0.2,0.3682040870189667,0.0007638867245987058,129681,145926.0,0.16327628673347777,4054,0.0,128000,4000,129681,0.2
1,132000,False,33,993e9_00000,2025-06-01_20-22-23,1748798543,5.3148815631866455,151.50224351882935,22856,Cerebro,127.0.0.1,151.50224351882935,33,4.606356540437834,1.626657302379658e-05,4.6061442674971635,1.2146378791589352,3.3825286896356364,0.006709387748089674,0.07393063400522806,4000,1651,-88.0,80,35,1858.9999999999998,335.03199999999924,49,79.28,132000,4,0,0,35.114285714285714,73.87142857142858,0.0,0.0,4000,4000,167.51599999999962,167.51599999999962,132000,132000,4000,4000,132000,132000,79.28,79.28,167.51599999999962,167.51599999999962,145926.0,33.0,10185.185546875,0.0005,1.5370876789093018,8.777193069458008,4052.009403837881,0.0,4053,0.0,0.4764043390750885,2.3283064712331658e-11,-0.09389743208885193,-0.004939675331115723,0.2,0.4187540113925934,0.0010484785307198763,133734,145926.0,0.16340518982189758,4053,0.0,132000,4000,133734,0.2
1,136000,False,34,993e9_00000,2025-06-01_20-22-28,1748798548,4.626304864883423,156.12854838371277,22856,Cerebro,127.0.0.1,156.12854838371277,34,4.606461844033849,1.6241907762282094e-05,4.606247648822054,1.2127871213674597,3.3844796747397923,0.006708288870213077,0.07605614200001583,4000,1702,-108.0,80,69,1835.5999999999995,341.6039999999993,51,79.66,136000,4,0,0,27.200000000000003,73.96666666666665,0.0,0.0,4000,4000,170.80199999999965,170.80199999999965,136000,136000,4000,4000,136000,136000,79.66,79.66,170.80199999999965,170.80199999999965,145926.0,34.0,6804.18310546875,0.0005,1.5443557500839233,8.883049011230469,4052.011312813011,0.0,4055,0.0,0.638079047203064,1.1641532356165829e-11,0.05864528566598892,0.009565591812133789,0.2,0.5048301815986633,0.00074244465213269,137789,145926.0,0.16353305160987264,4055,0.0,136000,4000,137789,0.2
1,140000,False,35,993e9_00000,2025-06-01_20-22-33,1748798553,4.758194208145142,160.8867425918579,22856,Cerebro,127.0.0.1,160.8867425918579,35,4.607865905593677,1.6216488563691648e-05,4.607650586334159,1.2092221711536149,3.3894403719923654,0.006712781981702217,0.06934889499621931,4000,1751,-108.0,80,71,1835.5999999999995,336.7199999999993,49,79.8,140000,4,0,0,27.299999999999997,74.43333333333334,0.0,0.0,4000,4000,168.35999999999964,168.35999999999964,140000,140000,4000,4000,140000,140000,79.8,79.8,168.35999999999964,168.35999999999964,145926.0,35.0,4007.7998046875,0.0005,1.5504095554351807,8.343324661254883,4052.0132826682548,0.0,4053,0.0,0.6658484935760498,5.8207661780829145e-12,0.14159783720970154,-0.026690244674682617,0.2,0.4148043096065521,0.0009276560158468783,141842,145926.0,0.1636604670831027,4053,0.0,140000,4000,141842,0.2
1,144000,False,36,993e9_00000,2025-06-01_20-22-37,1748798557,4.53030800819397,165.41705060005188,22856,Cerebro,127.0.0.1,165.41705060005188,36,4.607011629537908,1.623432388451032e-05,4.606795290470689,1.2081706974418744,3.389630857272374,0.0067157751620568334,0.06715107099793385,4000,1805,-107.9999999999998,80,34,1864.6000000000004,430.0039999999992,54,77.66,144000,4,0,0,23.733333333333334,74.43333333333332,0.0,0.0,4000,4000,215.0019999999996,215.0019999999996,144000,144000,4000,4000,144000,144000,77.66,77.66,215.0019999999996,215.0019999999996,145926.0,36.0,18107.7890625,0.0005,1.5278606414794922,8.154853820800781,4052.015811995112,0.0,4058,0.0,0.6166067719459534,2.9103830890414573e-12,0.10669349133968353,0.005123138427734375,0.2,0.7571881413459778,0.0009331132168881595,145900,145926.0,0.16378750990170626,4058,0.0,144000,4000,145900,0.2
1,148000,False,37,993e9_00000,2025-06-01_20-22-43,1748798563,5.18798828125,170.60503888130188,22856,Cerebro,127.0.0.1,170.60503888130188,37,4.6126606552420215,1.618898037240772e-05,4.612443228566331,1.2052165554669634,3.398197772699598,0.006742146410150446,0.06556752299657091,4000,1857,-168.00000000000074,80,25,1885.0,430.9679999999992,52,76.72,148000,4,0,0,30.8,73.53333333333335,0.0,0.0,4000,4000,215.4839999999996,215.4839999999996,148000,148000,4000,4000,148000,148000,76.72,76.72,215.4839999999996,215.4839999999996,145926.0,37.0,15214.775390625,0.0005,1.552487850189209,9.100388526916504,4052.0186894071653,0.0,4056,0.0,0.6132714748382568,1.4551915445207286e-12,0.013730181381106377,-0.006466269493103027,0.2,0.6902610063552856,0.0009440323919989169,149956,145926.0,0.16392901049723144,4056,0.0,148000,4000,149956,0.2
1,152000,False,38,993e9_00000,2025-06-01_20-22-47,1748798567,4.788803339004517,175.3938422203064,22856,Cerebro,127.0.0.1,175.3938422203064,38,4.61433097668919,1.619209066092183e-05,4.614112461281022,1.202725229912343,3.4023570289728156,0.006737706945993837,0.06175931899866555,4000,1909,-168.00000000000074,80,25,1885.0,493.7519999999993,52,76.08,152000,4,0,0,28.183333333333334,73.2,0.0,0.0,4000,4000,246.87599999999966,246.87599999999966,152000,152000,4000,4000,152000,152000,76.08,76.08,246.87599999999966,246.87599999999966,145926.0,38.0,60373.4765625,0.0005,1.5307297706604004,9.207115173339844,4052.0219076897783,0.0,4056,0.0,0.27887046337127686,7.275957722603643e-13,-0.3356949985027313,0.005883753299713135,0.2,0.7330190539360046,0.0010767190251499414,154012,145926.0,0.1640700081898516,4056,0.0,152000,4000,154012,0.2
1,156000,False,39,993e9_00000,2025-06-01_20-22-53,1748798573,5.26520299911499,180.6590452194214,22856,Cerebro,127.0.0.1,180.6590452194214,39,4.6205653629223375,1.615917015450565e-05,4.6203460526682605,1.2000354666133919,3.411270598682791,0.006740780876890014,0.0631712530052755,4000,1964,-147.9999999999998,80,27,2020.3999999999996,659.1779999999993,55,74.37,156000,4,0,0,32.51428571428571,73.05714285714285,0.0,0.0,4000,4000,329.58899999999966,329.58899999999966,156000,156000,4000,4000,156000,156000,74.37,74.37,329.58899999999966,329.58899999999966,145926.0,39.0,64434.0625,0.0005,1.5230997800827026,8.436088562011719,4052.025759737798,0.0,4059,0.0,0.34948936104774475,3.6379788613018216e-13,-0.18949954211711884,0.006798207759857178,0.2,0.46743083000183105,0.0018806520383805037,158071,145926.0,0.16422740966757118,4059,0.0,156000,4000,158071,0.2
1,160000,False,40,993e9_00000,2025-06-01_20-22-57,1748798577,4.667954206466675,185.32699942588806,22856,Cerebro,127.0.0.1,185.32699942588806,40,4.620931167293222,1.6124578255848034e-05,4.620711304141149,1.1976529189474348,3.4140121706959183,0.006741765067932979,0.06283153600466904,4000,2018,-147.9999999999998,80,30,2020.3999999999996,676.2399999999994,54,73.6,160000,4,0,0,24.23333333333333,73.55,0.0,0.0,4000,4000,338.1199999999997,338.1199999999997,160000,160000,4000,4000,160000,160000,73.6,73.6,338.1199999999997,338.1199999999997,145926.0,40.0,34335.56640625,0.0005,1.5003608465194702,8.681035041809082,4052.0300325540884,0.0,4057,0.0,0.5182123780250549,1.8189894306509108e-13,-0.04981887340545654,0.006228327751159668,0.2,0.46028703451156616,0.000982477329671383,162128,145926.0,0.1643822566649141,4057,0.0,160000,4000,162128,0.2
1,164000,False,41,993e9_00000,2025-06-01_20-23-03,1748798583,5.158609867095947,190.485609292984,22856,Cerebro,127.0.0.1,190.485609292984,41,4.626195719619998,1.6088332260948006e-05,4.6259748120997815,1.1952349997579095,3.4216847629884932,0.006743599417211136,0.0631775400042534,4000,2073,-147.9999999999998,80,29,1881.9999999999995,720.7919999999993,55,73.68,164000,4,0,0,36.65,74.1,0.0,0.0,4000,4000,360.3959999999997,360.3959999999997,164000,164000,4000,4000,164000,164000,73.68,73.68,360.3959999999997,360.3959999999997,145926.0,41.0,56996.17578125,0.0005,1.5117701292037964,8.913089752197266,4052.034917338079,0.0,4059,0.0,0.5868209600448608,9.094947153254554e-14,-0.002133907750248909,0.0022326111793518066,0.2,0.4478175640106201,0.0013993603643029928,166187,145926.0,0.16453613576134166,4059,0.0,164000,4000,166187,0.2
1,168000,False,42,993e9_00000,2025-06-01_20-23-08,1748798588,4.773787021636963,195.25939631462097,22856,Cerebro,127.0.0.1,195.25939631462097,42,4.6275726104240045,1.605044871076799e-05,4.627351056978787,1.1939807697606368,3.424312656358704,0.006740094422643078,0.06150909700372722,4000,2131,-168.00000000000077,80,27,1883.8,909.7219999999995,58,71.13,168000,4,0,0,27.266666666666666,74.08333333333333,0.0,0.0,4000,4000,454.86099999999976,454.86099999999976,168000,168000,4000,4000,168000,168000,71.13,71.13,454.86099999999976,454.86099999999976,145926.0,42.0,84104.3359375,0.0005,1.4844374656677246,8.721973419189453,4052.0407014231346,0.0,4062,0.0,0.4904208481311798,4.547473576627277e-14,-0.0848890021443367,0.004551589488983154,0.2,1.2058930397033691,0.0006781479460187256,170249,145926.0,0.1646899383101722,4062,0.0,168000,4000,170249,0.2
1,172000,False,43,993e9_00000,2025-06-01_20-23-13,1748798593,4.985966682434082,200.24536299705505,22856,Cerebro,127.0.0.1,200.24536299705505,43,4.631050969319786,1.6003944509635948e-05,4.630828629408864,1.1907014590631222,3.4310633917952944,0.006734550478526387,0.057422838003258224,4000,2186,-168.00000000000077,80,27,1999.7999999999993,850.8599999999991,55,70.9,172000,4,0,0,30.150000000000002,73.55000000000001,0.0,0.0,4000,4000,425.42999999999955,425.42999999999955,172000,172000,4000,4000,172000,172000,70.9,70.9,425.42999999999955,425.42999999999955,145926.0,43.0,24309.173828125,0.0005,1.5307945013046265,8.791826248168945,4052.0470663347555,0.0,4059,0.0,0.7714163661003113,2.2737367883136385e-14,0.19839262962341309,0.008519232273101807,0.2,0.39951345324516296,0.000810112978797406,174308,145926.0,0.16484127152445374,4059,0.0,172000,4000,174308,0.2
1,176000,False,44,993e9_00000,2025-06-01_20-23-17,1748798597,4.377795219421387,204.62315821647644,22856,Cerebro,127.0.0.1,204.62315821647644,44,4.628398081626325,1.5955904753209627e-05,4.628175182114858,1.188198077472238,3.4309049718776925,0.006739234973896915,0.059267009003669956,4000,2243,11.999999999999087,80,24,1885.6,816.6179999999996,57,70.97,176000,4,0,0,25.5,73.51666666666665,0.0,0.0,4000,4000,408.3089999999998,408.3089999999998,176000,176000,4000,4000,176000,176000,70.97,70.97,408.3089999999998,408.3089999999998,145926.0,44.0,65301.6875,0.0005,1.463388204574585,9.144786834716797,4052.0541998780013,0.0,4061,0.0,0.5420326590538025,1.1368683941568192e-14,-0.07976846396923065,0.0018696784973144531,0.2,0.4597180485725403,0.000792665290646255,178369,145926.0,0.16499071859061312,4061,0.0,176000,4000,178369,0.2
1,180000,False,45,993e9_00000,2025-06-01_20-23-22,1748798602,4.8578104972839355,209.48096871376038,22856,Cerebro,127.0.0.1,209.48096871376038,45,4.630577970810039,1.591734546287801e-05,4.6303544102937995,1.186912457697723,3.4343587001586573,0.006745091624282579,0.058309482999611646,4000,2301,-368.0000000000011,80,17,1889.8,843.3419999999999,58,70.43,180000,4,0,0,24.716666666666665,73.30000000000001,0.0,0.0,4000,4000,421.67099999999994,421.67099999999994,180000,180000,4000,4000,180000,180000,70.43,70.43,421.67099999999994,421.67099999999994,145926.0,45.0,45614.40625,0.0005,1.4849238395690918,9.133316993713379,4052.062186043749,0.0,4062,0.0,0.7104218006134033,5.684341970784096e-15,0.09407484531402588,0.0029964447021484375,0.2,0.433969646692276,0.0018344561103731394,182431,145926.0,0.16513769110829563,4062,0.0,180000,4000,182431,0.2
1,184000,False,46,993e9_00000,2025-06-01_20-23-26,1748798606,4.448749780654907,213.92971849441528,22856,Cerebro,127.0.0.1,213.92971849441528,46,4.6286457861023,1.5895171887281605e-05,4.62842103819077,1.184572468120357,3.43475776015731,0.006743738707846269,0.057859751994838005,4000,2361,-187.99999999999972,80,17,1889.8,937.2679999999997,60,68.22,184000,4,0,0,23.21666666666667,73.18333333333332,0.0,0.0,4000,4000,468.63399999999984,468.63399999999984,184000,184000,4000,4000,184000,184000,68.22,68.22,468.63399999999984,468.63399999999984,145926.0,46.0,85549.9765625,0.0005,1.5147966146469116,8.976292610168457,4052.071207066194,0.0,4064,0.0,0.4723898470401764,2.842170985392048e-15,-0.12228016555309296,0.001801908016204834,0.2,0.4633927047252655,0.0009704228141345084,186495,145926.0,0.16528279380376348,4064,0.0,184000,4000,186495,0.2
1,188000,False,47,993e9_00000,2025-06-01_20-23-31,1748798611,4.888786792755127,218.8185052871704,22856,Cerebro,127.0.0.1,218.8185052871704,47,4.631138916241311,1.5853220477227904e-05,4.630913267808792,1.1812221644395606,3.4405803265555943,0.006748519320608892,0.05382860199548304,4000,2421,-147.99999999999994,80,25,1885.0,999.9279999999993,60,66.12,188000,4,0,0,29.25,73.45,0.0,0.0,4000,4000,499.96399999999966,499.96399999999966,188000,188000,4000,4000,188000,188000,66.12,66.12,499.96399999999966,499.96399999999966,145926.0,47.0,88556.234375,0.0005,1.4755464792251587,9.372953414916992,4052.081241449586,0.0,4064,0.0,0.5396184921264648,1.421085492696024e-15,-0.10256772488355637,0.006149709224700928,0.2,0.49585413932800293,0.0010238802060484886,190559,145926.0,0.16544104104620636,4064,0.0,188000,4000,190559,0.2
1,192000,False,48,993e9_00000,2025-06-01_20-23-36,1748798616,4.99827241897583,223.81677770614624,22856,Cerebro,127.0.0.1,223.81677770614624,48,4.634695435078913,1.583768819717496e-05,4.634466730130426,1.1821997557947097,3.443137329290413,0.006756405127387247,0.06957059799635318,4000,2480,-188.00000000000077,80,25,1885.0,952.5399999999995,59,68.1,192000,4,0,0,35.833333333333336,73.48333333333333,0.0,0.0,4000,4000,476.26999999999975,476.26999999999975,192000,192000,4000,4000,192000,192000,68.1,68.1,476.26999999999975,476.26999999999975,145926.0,48.0,56054.0703125,0.0005,1.5005826950073242,8.866300582885742,4052.092168024603,0.0,4063,0.0,0.6902845501899719,7.10542746348012e-16,0.10377103835344315,0.004891872406005859,0.2,0.8092362880706787,0.001125517999753356,194622,145926.0,0.1655984619844197,4063,0.0,192000,4000,194622,0.2
1,196000,False,49,993e9_00000,2025-06-01_20-23-41,1748798621,5.133176565170288,228.94995427131653,22856,Cerebro,127.0.0.1,228.94995427131653,49,4.639567015727767,1.581931121707906e-05,4.639337374829253,1.1799651912367413,3.4502261699974106,0.0067643680761215255,0.06971037199778948,4000,2539,-188.00000000000077,80,29,1882.6000000000001,1125.1919999999996,59,66.68,196000,4,0,0,30.2,73.61666666666666,0.0,0.0,4000,4000,562.5959999999998,562.5959999999998,196000,196000,4000,4000,196000,196000,66.68,66.68,562.5959999999998,562.5959999999998,145926.0,49.0,72914.984375,0.0005,1.4787306785583496,9.697675704956055,4052.103967943975,0.0,4063,0.0,0.71792072057724,3.55271373174006e-16,0.043899234384298325,0.000675499439239502,0.2,0.5199124217033386,0.0012254900066182017,198685,145926.0,0.1657727171497632,4063,0.0,196000,4000,198685,0.2
