num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_len_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/num_env_steps_sampled,env_runners/num_episodes_lifetime,env_runners/episode_len_max,env_runners/episode_duration_sec_mean,env_runners/episode_return_mean,env_runners/episode_len_min,env_runners/num_episodes,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,learners/ai/module_train_batch_size_mean,learners/ai/vf_loss_unclipped,learners/ai/num_module_steps_trained_lifetime,learners/ai/curr_kl_coeff,learners/ai/total_loss,learners/ai/mean_kl_loss,learners/ai/default_optimizer_learning_rate,learners/ai/num_module_steps_trained,learners/ai/vf_loss,learners/ai/curr_entropy_coeff,learners/ai/num_non_trainable_parameters,learners/ai/num_trainable_parameters,learners/ai/weights_seq_no,learners/ai/policy_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/vf_explained_var,learners/ai/entropy,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/human/curr_entropy_coeff
1,44000,False,11,17070_00000,2025-06-01_21-57-15,1748804235,4.80906867980957,50.204580545425415,54100,Cerebro,127.0.0.1,50.204580545425415,11,4.571568487620821,2.2968260790776633e-05,4.5713501907868235,1.1352425787268459,3.4280420900937574,0.006300831253911638,431.99999999999943,-388.00000000000057,80.0,44000,4000,548,80,0.06803671499947087,-112.39999999999998,80,48,4,0,0,25.683333333333337,72.28333333333333,0.0,0.0,80.0,80.0,-56.19999999999999,-56.19999999999999,44000,44000,44000,44000,4000,4000,-56.19999999999999,-56.19999999999999,4000,4000,4052.0,163.92623901367188,44572,9.765625145519152e-05,0.5858855247497559,0.0004191862535662949,0.0005,4052,8.337465286254883,0.2,0.0,152070.0,11.0,0.0728694349527359,0.7892888188362122,0.09619766473770142,1.6036525964736938,0.0,44572,44000,4052,0.17470422819145695,0.0,152070.0,4000,0.2
1,48000,False,12,17070_00000,2025-06-01_21-57-19,1748804239,4.385535717010498,54.59011626243591,54100,Cerebro,127.0.0.1,54.59011626243591,12,4.569597771744721,2.2859577940069346e-05,4.569378782879291,1.1322854259393467,3.429009594192969,0.006307673941234477,311.9999999999998,-428.0000000000011,80.0,48000,4000,600,80,0.06529030600038822,-92.19999999999996,80,52,4,0,0,20.866666666666667,72.3,0.0,0.0,80.0,80.0,-46.09999999999998,-46.09999999999998,48000,48000,48000,48000,4000,4000,-46.09999999999998,-46.09999999999998,4000,4000,4052.0,674.211181640625,48624,4.882812572759576e-05,0.2838934659957886,0.0005301831988617778,0.0005,4052,7.844196796417236,0.2,0.0,152070.0,12.0,-0.18040449917316437,0.5520045161247253,0.09050381183624268,1.6006090641021729,0.0,48624,48000,4052,0.17474292265900046,0.0,152070.0,4000,0.2
1,52000,False,13,17070_00000,2025-06-01_21-57-24,1748804244,4.608461856842041,59.198578119277954,54100,Cerebro,127.0.0.1,59.198578119277954,13,4.569888815027166,2.275098191025464e-05,4.569669301050088,1.1301962926798628,3.4313621942510926,0.006326710201920748,311.9999999999998,-508.00000000000034,80.0,52000,4000,648,80,0.06452331400010734,-97.2,80,48,4,0,0,29.5,71.61999999999999,0.0,0.0,80.0,80.0,-48.6,-48.6,52000,52000,52000,52000,4000,4000,-48.6,-48.6,4000,4000,4052.0,1275.6815185546875,52676,2.441406286379788e-05,0.8432326912879944,0.0009580423356965184,0.0005,4052,7.9887309074401855,0.2,0.0,152070.0,13.0,0.36479783058166504,0.6427081823348999,-0.009272456169128418,1.6021915674209595,0.0,52676,52000,4052,0.17478100761436893,0.0,152070.0,4000,0.2
1,56000,False,14,17070_00000,2025-06-01_21-57-28,1748804248,4.367910623550415,63.56648874282837,54100,Cerebro,127.0.0.1,63.56648874282837,14,4.567766401876904,2.265147190165403e-05,4.567546271039721,1.1287594487527968,3.430662717308465,0.006330328099879896,351.9999999999993,-508.00000000000034,80.0,56000,4000,700,80,0.06516761299688369,-99.4,80,52,4,0,0,18.616666666666664,71.18333333333332,0.0,0.0,80.0,80.0,-49.7,-49.7,56000,56000,56000,56000,4000,4000,-49.7,-49.7,4000,4000,4052.0,759.4531860351562,56728,1.220703143189894e-05,0.5465303063392639,0.00047143702977336943,0.0005,4052,7.38807487487793,0.2,0.0,152070.0,14.0,0.12812955677509308,0.7768659591674805,0.12336093187332153,1.602034091949463,0.0,56728,56000,4052,0.1748189347783652,0.0,152070.0,4000,0.2
1,60000,False,15,17070_00000,2025-06-01_21-57-33,1748804253,4.613598346710205,68.18008708953857,54100,Cerebro,127.0.0.1,68.18008708953857,15,4.568120518858336,2.2542957499071094e-05,4.567899432329352,1.1266276572655904,3.4331385351349337,0.00632926081838427,351.9999999999993,-307.9999999999999,80.0,60000,4000,748,80,0.0650239029963268,-93.39999999999998,80,48,4,0,0,25.779999999999994,71.14000000000001,0.0,0.0,80.0,80.0,-46.69999999999999,-46.69999999999999,60000,60000,60000,60000,4000,4000,-46.69999999999999,-46.69999999999999,4000,4000,4052.0,370.0025634765625,60780,6.10351571594947e-06,0.578266978263855,0.00042046510498039424,0.0005,4052,8.76411247253418,0.2,0.0,152070.0,15.0,0.022506728768348694,0.8980225324630737,0.05597418546676636,1.603254795074463,0.0,60780,60000,4052,0.17485491563832226,0.0,152070.0,4000,0.2
1,64000,False,16,17070_00000,2025-06-01_21-57-37,1748804257,4.4601521492004395,72.64023923873901,54100,Cerebro,127.0.0.1,72.64023923873901,16,4.566945866669708,2.258852765930165e-05,4.566723854005992,1.1245143756928295,3.4340611847836917,0.006334719210417589,311.99999999999955,-368.0000000000004,80.0,64000,4000,800,80,0.06723910199885723,-98.39999999999992,80,52,4,0,0,19.383333333333333,70.95,0.0,0.0,80.0,80.0,-49.19999999999996,-49.19999999999996,64000,64000,64000,64000,4000,4000,-49.19999999999996,-49.19999999999996,4000,4000,4052.0,388.70806884765625,64832,3.051757857974735e-06,0.2809280753135681,0.0003892567183356732,0.0005,4052,8.057198524475098,0.2,0.0,152070.0,16.0,-0.20430594682693481,0.4967859387397766,0.14410501718521118,1.602428913116455,0.0,64832,64000,4052,0.1749071017576056,0.0,152070.0,4000,0.2
1,68000,False,17,17070_00000,2025-06-01_21-57-42,1748804262,4.556350469589233,77.19658970832825,54100,Cerebro,127.0.0.1,77.19658970832825,17,4.566728197002501,2.247764209422215e-05,4.56650566146549,1.1223921589355996,3.4359424839361754,0.006348823018419933,232.00000000000006,-368.0000000000004,80.0,68000,4000,848,80,0.06716950299800374,-95.79999999999993,80,48,4,0,0,22.86666666666667,70.98333333333333,0.0,0.0,80.0,80.0,-47.89999999999996,-47.89999999999996,68000,68000,68000,68000,4000,4000,-47.89999999999996,-47.89999999999996,4000,4000,4052.0,445.9097900390625,68884,1.5258789289873675e-06,0.27650195360183716,0.0007581905229017138,0.0005,4052,8.336368560791016,0.2,0.0,152070.0,17.0,-0.23670068383216858,0.32977187633514404,0.10649579763412476,1.6021714210510254,0.0,68884,68000,4052,0.1749569847529413,0.0,152070.0,4000,0.2
1,72000,False,18,17070_00000,2025-06-01_21-57-47,1748804267,4.646185398101807,81.84277510643005,54100,Cerebro,127.0.0.1,81.84277510643005,18,4.567432113032746,2.239586559799926e-05,4.567208639850885,1.1211926663459937,3.437836667096929,0.006350521788090365,232.00000000000003,-408.0,80.0,72000,4000,900,80,0.07103516899689566,-100.59999999999992,80,52,4,0,0,23.36,71.0,0.0,0.0,80.0,80.0,-50.29999999999996,-50.29999999999996,72000,72000,72000,72000,4000,4000,-50.29999999999996,-50.29999999999996,4000,4000,4052.0,236.43484497070312,72936,7.629394644936838e-07,0.36439788341522217,0.00044363789493218064,0.0005,4052,7.544113636016846,0.2,0.0,152070.0,18.0,-0.06969078630208969,0.7717395424842834,-0.008592605590820312,1.6016130447387695,0.0,72936,72000,4052,0.17502240447819614,0.0,152070.0,4000,0.2
1,76000,False,19,17070_00000,2025-06-01_21-57-51,1748804271,4.59916090965271,86.44193601608276,54100,Cerebro,127.0.0.1,86.44193601608276,19,4.567659221902503,2.2407906992809878e-05,4.567434309451844,1.118861501682287,3.440382956425715,0.0063540135698764875,172.00000000000017,-408.0,80.0,76000,4000,948,80,0.06999966599862091,-109.19999999999999,80,48,4,0,0,27.083333333333332,70.74999999999999,0.0,0.0,80.0,80.0,-54.599999999999994,-54.599999999999994,76000,76000,76000,76000,4000,4000,-54.599999999999994,-54.599999999999994,4000,4000,4052.0,731.9888916015625,76988,3.814697322468419e-07,0.6265146732330322,0.0005379936774261296,0.0005,4052,8.540761947631836,0.2,0.0,152070.0,19.0,0.09279806911945343,0.27490493655204773,0.09973025321960449,1.6017982959747314,0.0,76988,76000,4052,0.17508814032047232,0.0,152070.0,4000,0.2
1,80000,False,20,17070_00000,2025-06-01_21-57-55,1748804275,4.3063788414001465,90.74831485748291,54100,Cerebro,127.0.0.1,90.74831485748291,20,4.564946825683144,2.2288828140326975e-05,4.5647215723576435,1.116476600665269,3.4400486378618744,0.006351399434183288,172.00000000000017,-388.0000000000006,80.0,80000,4000,1000,80,0.06509573099785484,-117.39999999999998,80,52,4,0,0,19.580000000000002,70.67999999999999,0.0,0.0,80.0,80.0,-58.69999999999999,-58.69999999999999,80000,80000,80000,80000,4000,4000,-58.69999999999999,-58.69999999999999,4000,4000,4052.0,385.1227111816406,81040,1.9073486612342094e-07,0.39462271332740784,0.000607157766353339,0.0005,4052,8.063316345214844,0.2,0.0,152070.0,20.0,-0.09050411731004715,0.21851204335689545,-0.052703142166137695,1.6060237884521484,0.0,81040,80000,4052,0.1751522467154552,0.0,152070.0,4000,0.2
1,84000,False,21,17070_00000,2025-06-01_21-58-00,1748804280,4.660014867782593,95.4083297252655,54100,Cerebro,127.0.0.1,95.4083297252655,21,4.565767045426237,2.2194940259116743e-05,4.565540346634355,1.114636055659041,3.4426649464832004,0.006381011439397378,51.999999999999936,-328.00000000000057,80.0,84000,4000,1048,80,0.06662832700123544,-118.99999999999993,80,48,4,0,0,23.7,70.73333333333333,0.0,0.0,80.0,80.0,-59.499999999999964,-59.499999999999964,84000,84000,84000,84000,4000,4000,-59.499999999999964,-59.499999999999964,4000,4000,4052.0,420.4610595703125,85092,9.536743306171047e-08,0.9176769852638245,0.0007368907099589705,0.0005,4052,7.815959930419922,0.2,0.0,152070.0,21.0,0.45668908953666687,0.6531705856323242,0.1366775631904602,1.6030405759811401,0.0,85092,84000,4052,0.17521556078850684,0.0,152070.0,4000,0.2
1,88000,False,22,17070_00000,2025-06-01_21-58-05,1748804285,4.556939601898193,99.9652693271637,54100,Cerebro,127.0.0.1,99.9652693271637,22,4.565588336971736,2.213399033622918e-05,4.565360576168035,1.114881018102294,3.4422240090186538,0.00638249532509071,172.00000000000014,-328.0000000000004,80.0,88000,4000,1100,80,0.07002164000587072,-94.79999999999993,80,52,4,0,0,21.36666666666667,70.71666666666665,0.0,0.0,80.0,80.0,-47.39999999999996,-47.39999999999996,88000,88000,88000,88000,4000,4000,-47.39999999999996,-47.39999999999996,4000,4000,4052.0,396.805908203125,89144,4.7683716530855236e-08,0.7826353907585144,0.0005148340715095401,0.0005,4052,8.127690315246582,0.2,0.0,152070.0,22.0,0.29043346643447876,0.3709836006164551,0.011657953262329102,1.6028352975845337,0.0,89144,88000,4052,0.17527797360542718,0.0,152070.0,4000,0.2
1,92000,False,23,17070_00000,2025-06-01_21-58-10,1748804290,4.789860725402832,104.75513005256653,54100,Cerebro,127.0.0.1,104.75513005256653,23,4.567733364601668,2.202865073407151e-05,4.567505083406235,1.1127015179212278,3.4465415129289534,0.0063784053715076556,231.99999999999977,-328.0000000000004,80.0,92000,4000,1148,80,0.06852599500212818,-88.59999999999997,80,48,4,0,0,30.919999999999998,70.8,0.0,0.0,80.0,80.0,-44.29999999999998,-44.29999999999998,92000,92000,92000,92000,4000,4000,-44.29999999999998,-44.29999999999998,4000,4000,4052.0,618.4720458984375,93196,2.3841858265427618e-08,0.2691619098186493,0.0007596479263156652,0.0005,4052,7.108453750610352,0.2,0.0,152070.0,23.0,-0.12082420289516449,1.2117174863815308,0.12309658527374268,1.6042964458465576,0.0,93196,92000,4052,0.17533917473992938,0.0,152070.0,4000,0.2
1,96000,False,24,17070_00000,2025-06-01_21-58-14,1748804294,4.2651755809783936,109.02030563354492,54100,Cerebro,127.0.0.1,109.02030563354492,24,4.56460963995582,2.195836420475158e-05,4.5643797795720396,1.1110044507419037,3.445106716799865,0.006378942318037979,231.99999999999977,-408.0000000000005,80.0,96000,4000,1200,80,0.06734240099904128,-105.39999999999996,80,52,4,0,0,22.21666666666667,70.73333333333333,0.0,0.0,80.0,80.0,-52.69999999999998,-52.69999999999998,96000,96000,96000,96000,4000,4000,-52.69999999999998,-52.69999999999998,4000,4000,4052.0,407.8385314941406,97248,1.1920929132713809e-08,0.3377147912979126,0.0006386541645042598,0.0005,4052,8.336991310119629,0.2,0.0,152070.0,24.0,-0.17532026767730713,0.20308396220207214,0.113888680934906,1.603320598602295,0.0,97248,96000,4052,0.1753979284343853,0.0,152070.0,4000,0.2
1,100000,False,25,17070_00000,2025-06-01_21-58-19,1748804299,4.7665839195251465,113.78688955307007,54100,Cerebro,127.0.0.1,113.78688955307007,25,4.566490763555727,2.1867780380820493e-05,4.5662598077761345,1.1108877552342484,3.44708488563227,0.006383382895182147,212.00000000000017,-408.0000000000005,80.0,100000,4000,1248,80,0.0691717390017584,-111.99999999999994,80,48,4,0,0,25.916666666666668,70.69999999999999,0.0,0.0,80.0,80.0,-55.99999999999997,-55.99999999999997,100000,100000,100000,100000,4000,4000,-55.99999999999997,-55.99999999999997,4000,4000,4052.0,237.9071044921875,101300,5.9604645663569045e-09,0.3337729573249817,0.0005511626950465143,0.0005,4052,6.967184066772461,0.2,0.0,152070.0,25.0,-0.04246992617845535,1.1620901823043823,0.08448648452758789,1.6023772954940796,0.0,101300,100000,4052,0.17545438147747655,0.0,152070.0,4000,0.2
1,104000,False,26,17070_00000,2025-06-01_21-58-23,1748804303,4.438733339309692,118.22562289237976,54100,Cerebro,127.0.0.1,118.22562289237976,26,4.5651144239197805,2.179710253980409e-05,4.564882652698054,1.1095964046818834,3.4468570827758485,0.006519858066441162,252.00000000000003,-388.0000000000008,80.0,104000,4000,1300,80,0.07063871400430799,-113.99999999999996,80,52,4,0,0,21.349999999999998,70.66666666666666,0.0,0.0,80.0,80.0,-56.99999999999998,-56.99999999999998,104000,104000,104000,104000,4000,4000,-56.99999999999998,-56.99999999999998,4000,4000,4052.0,556.62548828125,105352,2.9802322831784522e-09,0.574041485786438,0.0010113277239724994,0.0005,4052,8.328007698059082,0.2,0.0,152070.0,26.0,0.06148549169301987,0.8824152946472168,0.18505984544754028,1.6012239456176758,0.0,105352,104000,4052,0.17550848977686573,0.0,152070.0,4000,0.2
1,108000,False,27,17070_00000,2025-06-01_21-58-28,1748804308,4.8530333042144775,123.07865619659424,54100,Cerebro,127.0.0.1,123.07865619659424,27,4.567893601680641,2.170013127160653e-05,4.567661505171379,1.1072443846349351,3.4519794439479363,0.006521194486000417,252.00000000000003,-388.0000000000008,80.0,108000,4000,1348,80,0.06729089500324335,-107.79999999999997,80,48,4,0,0,24.083333333333332,70.7,0.0,0.0,80.0,80.0,-53.899999999999984,-53.899999999999984,108000,108000,108000,108000,4000,4000,-53.899999999999984,-53.899999999999984,4000,4000,4052.0,209.1482391357422,109404,1.4901161415892261e-09,0.30909180641174316,0.0004539689689408988,0.0005,4052,7.291386127471924,0.2,0.0,152070.0,27.0,-0.0992283746600151,0.9430702328681946,0.07086718082427979,1.6040922403335571,0.0,109404,108000,4052,0.1755774932521203,0.0,152070.0,4000,0.2
