num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes_lifetime,env_runners/num_episodes,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/num_env_steps_sampled,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_duration_sec_mean,env_runners/episode_len_mean,env_runners/episode_len_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,learners/human/curr_entropy_coeff,learners/ai/num_module_steps_trained,learners/ai/weights_seq_no,learners/ai/default_optimizer_learning_rate,learners/ai/policy_loss,learners/ai/num_module_steps_trained_lifetime,learners/ai/vf_loss_unclipped,learners/ai/mean_kl_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/module_train_batch_size_mean,learners/ai/vf_explained_var,learners/ai/total_loss,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/vf_loss,learners/ai/num_non_trainable_parameters,learners/ai/num_trainable_parameters,learners/ai/curr_kl_coeff,learners/ai/entropy,learners/ai/curr_entropy_coeff,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained
1,44000,False,11,468d4_00000,2025-06-02_01-11-51,1748815911,4.9331159591674805,50.48224592208862,47404,Cerebro,127.0.0.1,50.48224592208862,11,4.682725486066116,1.855715068787556e-05,4.682531237251646,1.1461455081401415,3.5279250607726733,0.006675953745000885,548,48,-1168.0000000000005,-268.4000000000004,4000,80,411.99999999999886,44000,0.07134433700237423,80.0,80,4,0,0,28.26666666666667,71.48333333333333,0.0,0.0,44000,44000,80.0,80.0,4000,4000,-134.2000000000002,-134.2000000000002,4000,4000,-134.2000000000002,-134.2000000000002,44000,44000,0.2,4052,11.0,0.0005,0.12249642610549927,44573,6197.2705078125,0.00037202759995125234,0.16096647083759308,4052.000198,-0.004678249359130859,0.7466563582420349,0.0,9.451864242553711,0.0,145926.0,9.765625145519152e-05,1.6051331758499146,0.2,145926.0,0.0,4052,44000,44573,0.3527491000488047,4000
1,48000,False,12,468d4_00000,2025-06-02_01-11-56,1748815916,4.487894773483276,54.9701406955719,47404,Cerebro,127.0.0.1,54.9701406955719,12,4.680685218205716,1.8495578961040762e-05,4.6804899908786854,1.1432561980583746,3.528760734164941,0.006677319207657979,600,52,-1287.9999999999998,-296.4000000000004,4000,80,351.9999999999999,48000,0.06818532600416802,80.0,80,4,0,0,24.283333333333335,71.46666666666665,0.0,0.0,48000,48000,80.0,80.0,4000,4000,-148.2000000000002,-148.2000000000002,4000,4000,-148.2000000000002,-148.2000000000002,48000,48000,0.2,4053,12.0,0.0005,-0.0943438857793808,48626,8260.8935546875,0.000526268791873008,0.18684199452400208,4052.0003940300003,0.0016776323318481445,0.48118534684181213,0.0,8.96504020690918,0.0,145926.0,4.882812572759576e-05,1.6048743724822998,0.2,145926.0,0.0,4053,48000,48626,0.3526297733648456,4000
1,52000,False,13,468d4_00000,2025-06-02_01-12-01,1748815921,4.771818399429321,59.74195909500122,47404,Cerebro,127.0.0.1,59.74195909500122,13,4.6814931010236105,1.843862298193229e-05,4.681296949969488,1.141614148077536,3.531194843823532,0.006679525015788436,648,48,-1287.9999999999998,-332.2000000000004,4000,80,311.99999999999926,52000,0.06874798200035002,80.0,80,4,0,0,27.859999999999996,71.26,0.0,0.0,52000,52000,80.0,80.0,4000,4000,-166.1000000000002,-166.1000000000002,4000,4000,-166.1000000000002,-166.1000000000002,52000,52000,0.2,4052,13.0,0.0005,-0.006521895993500948,52678,5166.7822265625,0.0005924302968196571,0.2761334478855133,4052.0005861196005,-0.0032837390899658203,0.5992347002029419,0.0,9.267304420471191,0.0,145926.0,2.441406286379788e-05,1.6048697233200073,0.2,145926.0,0.0,4052,52000,52678,0.3524968767445643,4000
1,56000,False,14,468d4_00000,2025-06-02_01-12-05,1748815925,4.579578399658203,64.32153749465942,47404,Cerebro,127.0.0.1,64.32153749465942,14,4.680346697013609,1.8370236471240977e-05,4.680148935469604,1.13977923859667,3.5318643853855645,0.006684813765615449,700,52,-1068.000000000001,-334.6000000000004,4000,80,371.99999999999875,56000,0.07168498999904842,80.0,80,4,0,0,26.066666666666666,71.30000000000001,0.0,0.0,56000,56000,80.0,80.0,4000,4000,-167.3000000000002,-167.3000000000002,4000,4000,-167.3000000000002,-167.3000000000002,56000,56000,0.2,4053,14.0,0.0005,0.0034977064933627844,56731,7265.791015625,0.0008065287256613374,0.1881173551082611,4052.0008743280055,-0.0035979747772216797,0.5828758478164673,0.0,9.001361846923828,0.0,145926.0,1.220703143189894e-05,1.603790521621704,0.2,145926.0,0.0,4053,56000,56731,0.3523476650093512,4000
1,60000,False,15,468d4_00000,2025-06-02_01-12-10,1748815930,5.0574727058410645,69.37901020050049,47404,Cerebro,127.0.0.1,69.37901020050049,15,4.684010326043102,1.8307533863729048e-05,4.683811618114391,1.140457239210525,3.5348407955320456,0.006685470628002023,748,48,-1068.000000000001,-323.2000000000005,4000,80,411.999999999999,60000,0.07382718799926806,80.0,80,4,0,0,31.8,71.31666666666666,0.0,0.0,60000,60000,80.0,80.0,4000,4000,-161.60000000000025,-161.60000000000025,4000,4000,-161.60000000000025,-161.60000000000025,60000,60000,0.2,4052,15.0,0.0005,-0.0821283683180809,60783,4787.291015625,0.0005284920334815979,0.342606782913208,4052.0011567136303,-0.0008422136306762695,0.48336130380630493,0.0,8.863344192504883,0.0,145926.0,6.10351571594947e-06,1.604223608970642,0.2,145926.0,0.0,4052,60000,60783,0.35218456328116815,4000
1,64000,False,16,468d4_00000,2025-06-02_01-12-15,1748815935,4.435115098953247,73.81412529945374,47404,Cerebro,127.0.0.1,73.81412529945374,16,4.681424613782229,1.828745860210096e-05,4.681223942932997,1.1380734888182946,3.534636371576458,0.006677327921749302,800,52,-888.0000000000003,-227.60000000000036,4000,80,411.999999999999,64000,0.07248528199910652,80.0,80,4,0,0,27.083333333333332,71.14999999999999,0.0,0.0,64000,64000,80.0,80.0,4000,4000,-113.80000000000018,-113.80000000000018,4000,4000,-113.80000000000018,-113.80000000000018,64000,64000,0.2,4053,16.0,0.0005,0.12711180746555328,64836,6166.3955078125,0.000577382801566273,0.233220636844635,4052.00153336411,-0.004953622817993164,0.6909831762313843,0.0,8.849347114562988,0.0,145926.0,3.051757857974735e-06,1.6053168773651123,0.2,145926.0,0.0,4053,64000,64836,0.3520066251910485,4000
1,68000,False,17,468d4_00000,2025-06-02_01-12-20,1748815940,4.741285800933838,78.55541110038757,47404,Cerebro,127.0.0.1,78.55541110038757,17,4.681919462644207,1.8242584484803427e-05,4.681717620503716,1.1365034709300392,3.5366887288607565,0.006674256642720451,848,48,-1227.9999999999986,-276.00000000000034,4000,80,411.99999999999864,68000,0.06933046400023159,80.0,80,4,0,0,26.61666666666667,70.91666666666667,0.0,0.0,68000,68000,80.0,80.0,4000,4000,-138.00000000000017,-138.00000000000017,4000,4000,-138.00000000000017,-138.00000000000017,68000,68000,0.2,4052,17.0,0.0005,-0.10391274094581604,68888,6738.52197265625,0.00039889689651317894,0.2622801959514618,4052.001902365909,-0.0009123086929321289,0.3955734074115753,0.0,8.203930854797363,0.0,145926.0,1.5258789289873675e-06,1.6045347452163696,0.2,145926.0,0.0,4052,68000,68888,0.35183085983640444,4000
1,72000,False,18,468d4_00000,2025-06-02_01-12-24,1748815944,4.452608585357666,83.00801968574524,47404,Cerebro,127.0.0.1,83.00801968574524,18,4.6795260130176635,1.819515850375878e-05,4.679323274299082,1.135299255221187,3.5354990605719787,0.006665964076071777,900,52,-1227.9999999999986,-254.69800000000032,4000,63,1802.1999999999994,72000,0.07341889900388196,79.83,80,4,0,0,22.839999999999996,70.92,0.0,0.0,72000,72000,79.83,79.83,4000,4000,-127.34900000000016,-127.34900000000016,4000,4000,-127.34900000000016,-127.34900000000016,72000,72000,0.2,4054,18.0,0.0005,-0.22747288644313812,72942,6872.27978515625,0.0007196772494353354,0.25489258766174316,4052.002463834335,0.003291487693786621,0.24659989774227142,0.0,7.948030948638916,0.0,145926.0,7.629394644936838e-07,1.603651523590088,0.2,145926.0,0.0,4054,72000,72942,0.3516426924863325,4000
1,76000,False,19,468d4_00000,2025-06-02_01-12-29,1748815949,4.701735973358154,87.7097556591034,47404,Cerebro,127.0.0.1,87.7097556591034,19,4.679656208887513,1.8129206637849205e-05,4.679452878555965,1.1343963686690373,3.536524035966354,0.0066647224351784095,948,48,-1447.9999999999998,-233.09800000000033,4000,63,1802.1999999999994,76000,0.07614633800461888,79.83,80,4,0,0,23.900000000000002,70.91428571428571,0.0,0.0,76000,76000,79.83,79.83,4000,4000,-116.54900000000016,-116.54900000000016,4000,4000,-116.54900000000016,-116.54900000000016,76000,76000,0.2,4052,19.0,0.0005,-0.03603672981262207,76994,5619.232421875,0.0004617944359779358,0.2346702665090561,4052.003013883156,-0.0029298067092895508,0.5301841497421265,0.0,8.873167037963867,0.0,145926.0,3.814697322468419e-07,1.6054794788360596,0.2,145926.0,0.0,4052,76000,76994,0.3514396137772761,4000
1,80000,False,20,468d4_00000,2025-06-02_01-12-33,1748815953,4.6084136962890625,92.31816935539246,47404,Cerebro,127.0.0.1,92.31816935539246,20,4.678865694798473,1.8075914964049257e-05,4.678661682770523,1.1326942489827814,3.5374320746064147,0.006659248210966741,1000,52,-1447.9999999999998,-281.2000000000004,4000,80,311.999999999999,80000,0.07087776100321207,80.0,80,4,0,0,23.22,70.9,0.0,0.0,80000,80000,80.0,80.0,4000,4000,-140.6000000000002,-140.6000000000002,4000,4000,-140.6000000000002,-140.6000000000002,80000,80000,0.2,4054,20.0,0.0005,0.01696355640888214,81048,5039.984375,0.0005154841346666217,0.2708372175693512,4052.003752684617,-0.0034127235412597656,0.610687255859375,0.0,9.146614074707031,0.0,145926.0,1.9073486612342094e-07,1.6046887636184692,0.2,145926.0,0.0,4054,80000,81048,0.35123725133315387,4000
1,84000,False,21,468d4_00000,2025-06-02_01-12-38,1748815958,4.726806163787842,97.0449755191803,47404,Cerebro,127.0.0.1,97.0449755191803,21,4.679251005850476,1.805415586095999e-05,4.679044778943002,1.1315412514932321,3.5389638478602103,0.006654806728877168,1048,48,-1347.9999999999995,-310.00000000000034,4000,80,292.0,84000,0.07031098899780773,80.0,80,4,0,0,28.86666666666667,70.96666666666667,0.0,0.0,84000,84000,80.0,80.0,4000,4000,-155.00000000000017,-155.00000000000017,4000,4000,-155.00000000000017,-155.00000000000017,84000,84000,0.2,4052,21.0,0.0005,0.04849199950695038,85100,8017.15283203125,0.0004800960887223482,0.23358076810836792,4052.0044764086606,-0.003118157386779785,0.6577361822128296,0.0,9.301424980163574,0.0,145926.0,9.536743306171047e-08,1.6044907569885254,0.2,145926.0,0.0,4052,84000,85100,0.3510219039365368,4000
1,88000,False,22,468d4_00000,2025-06-02_01-12-43,1748815963,4.3966920375823975,101.4416675567627,47404,Cerebro,127.0.0.1,101.4416675567627,22,4.676329602791549,1.799461405955087e-05,4.67612257015343,1.129201222977941,3.538368931381978,0.006657932661848816,1100,52,-1347.9999999999995,-340.2000000000004,4000,80,271.99999999999966,88000,0.07091920199629385,80.0,80,4,0,0,22.666666666666668,70.89999999999999,0.0,0.0,88000,88000,80.0,80.0,4000,4000,-170.1000000000002,-170.1000000000002,4000,4000,-170.1000000000002,-170.1000000000002,88000,88000,0.2,4054,22.0,0.0005,0.014351647347211838,89154,3729.743408203125,0.0006077130092307925,0.22549445927143097,4052.0053852829546,0.0014647245407104492,0.5858230590820312,0.0,8.92078685760498,0.0,145926.0,4.7683716530855236e-08,1.603036642074585,0.2,145926.0,0.0,4054,88000,89154,0.3507942226227161,4000
1,92000,False,23,468d4_00000,2025-06-02_01-12-48,1748815968,5.005900144577026,106.44756770133972,47404,Cerebro,127.0.0.1,106.44756770133972,23,4.679509864764011,1.7933667660926853e-05,4.679301112451936,1.1282442687482166,3.542484072068097,0.006654870335174441,1148,48,-1207.9999999999989,-300.8000000000004,4000,80,292.0000000000001,92000,0.06568576000048779,80.0,80,4,0,0,30.233333333333334,71.26666666666667,0.0,0.0,92000,92000,80.0,80.0,4000,4000,-150.4000000000002,-150.4000000000002,4000,4000,-150.4000000000002,-150.4000000000002,92000,92000,0.2,4052,23.0,0.0005,0.027731502428650856,93206,6670.84814453125,0.0005610976950265467,0.3781545162200928,4052.0062755321223,0.0058310627937316895,0.6057320237159729,0.0,8.990137100219727,0.0,145926.0,2.3841858265427618e-08,1.6050664186477661,0.2,145926.0,0.0,4052,92000,93206,0.35055396467477906,4000
1,96000,False,24,468d4_00000,2025-06-02_01-12-52,1748815972,4.295796155929565,110.74336385726929,47404,Cerebro,127.0.0.1,110.74336385726929,24,4.675592878115969,1.7875331323594673e-05,4.675383638327199,1.125695235060713,3.541112442347698,0.006652004631866663,1200,52,-1607.9999999999975,-333.4000000000003,4000,80,331.9999999999992,96000,0.06502256699721329,80.0,80,4,0,0,21.833333333333332,71.3,0.0,0.0,96000,96000,80.0,80.0,4000,4000,-166.70000000000016,-166.70000000000016,4000,4000,-166.70000000000016,-166.70000000000016,96000,96000,0.2,4054,24.0,0.0005,-0.06179851293563843,97260,8002.22802734375,0.0006310223834589124,0.3250575661659241,4052.007347437778,-0.003269791603088379,0.49431291222572327,0.0,8.772127151489258,0.0,145926.0,1.1920929132713809e-08,1.6055059432983398,0.2,145926.0,0.0,4054,96000,97260,0.35030132280354104,4000
1,100000,False,25,468d4_00000,2025-06-02_01-12-57,1748815977,4.867366313934326,115.61073017120361,47404,Cerebro,127.0.0.1,115.61073017120361,25,4.677406895335162,1.782457840293727e-05,4.677196715943894,1.12378363771022,3.5448176419242814,0.006661155585488481,1248,48,-1607.9999999999975,-322.60000000000036,4000,80,371.99999999999886,100000,0.0667199169943342,80.0,80,4,0,0,26.22,71.22,0.0,0.0,100000,100000,80.0,80.0,4000,4000,-161.30000000000018,-161.30000000000018,4000,4000,-161.30000000000018,-161.30000000000018,100000,100000,0.2,4052,25.0,0.0005,-0.07215987145900726,101312,6183.5732421875,0.0007968606660142541,0.22679689526557922,4052.0083972777675,0.0012184381484985352,0.5218355059623718,0.0,9.149020195007324,0.0,145926.0,5.9604645663569045e-09,1.6045323610305786,0.2,145926.0,0.0,4052,100000,101312,0.3500516319432634,4000
1,104000,False,26,468d4_00000,2025-06-02_01-13-02,1748815982,4.80038857460022,120.41111874580383,47404,Cerebro,127.0.0.1,120.41111874580383,26,4.675534759381884,1.7785332513169258e-05,4.675323645784694,1.1224219983333847,3.544306661505285,0.006655154029561288,1300,52,-1107.9999999999986,-307.6000000000003,4000,80,371.99999999999886,104000,0.07166192999691702,80.0,80,4,0,0,26.25714285714286,70.37142857142858,0.0,0.0,104000,104000,80.0,80.0,4000,4000,-153.80000000000015,-153.80000000000015,4000,4000,-153.80000000000015,-153.80000000000015,104000,104000,0.2,4054,26.0,0.0005,-0.08053596317768097,105366,4425.5771484375,0.0006211841246113181,0.20282407104969025,4052.0096253862134,0.016869783401489258,0.521527111530304,0.0,9.232786178588867,0.0,145926.0,2.9802322831784522e-09,1.6060773134231567,0.2,145926.0,0.0,4054,104000,105366,0.3497897113879104,4000
