num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/episode_return_max,env_runners/num_env_steps_sampled,env_runners/episode_return_mean,env_runners/num_episodes,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_min,env_runners/episode_len_max,env_runners/num_episodes_lifetime,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/ai/entropy,learners/ai/policy_loss,learners/ai/curr_kl_coeff,learners/ai/gradients_default_optimizer_global_norm,learners/ai/num_trainable_parameters,learners/ai/vf_loss_unclipped,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/curr_entropy_coeff,learners/ai/num_module_steps_trained_lifetime,learners/ai/total_loss,learners/ai/default_optimizer_learning_rate,learners/ai/weights_seq_no,learners/ai/num_module_steps_trained,learners/ai/mean_kl_loss,learners/ai/module_train_batch_size_mean,learners/ai/num_non_trainable_parameters,learners/ai/vf_loss,learners/ai/vf_explained_var,learners/human/curr_entropy_coeff
1,44000,False,11,4766f_00000,2025-06-01_16-07-52,1748783272,4.857397794723511,51.51307129859924,50972,Cerebro,127.0.0.1,51.51307129859924,11,4.536694300590689,1.8535619832822182e-05,4.536485961856708,1.0772482666757774,3.4493187878102782,0.007132614748384651,0.07565952899924014,-120.0,4000,-160.0,48,80.0,80,44000,-260.0,80,548,4,0,0,26.142857142857142,65.32857142857144,0.0,0.0,44000,44000,-80.0,-80.0,80.0,80.0,4000,4000,4000,4000,44000,44000,-80.0,-80.0,0.19130108898680429,4000,44000,152070.0,44572,4052,0.0,1.603527307510376,-0.017278078943490982,9.765625145519152e-05,1.2074676752090454,152070.0,683.1456298828125,0.0,0.1,44572,0.6601641178131104,0.001,11.0,4052,0.0002705896913539618,4052.0,0.0,8.377948760986328,0.07515132427215576,0.1
1,48000,False,12,4766f_00000,2025-06-01_16-07-57,1748783277,4.7425806522369385,56.25565195083618,50972,Cerebro,127.0.0.1,56.25565195083618,12,4.538655506584732,1.8470263384079948e-05,4.538445891238117,1.0753740160090848,3.4531468689318916,0.00713588660082001,0.07485169800173025,-120.0,4000,-159.4,52,80.0,80,48000,-160.0,80,600,4,0,0,23.54,65.28,0.0,0.0,48000,48000,-79.7,-79.7,80.0,80.0,4000,4000,4000,4000,48000,48000,-79.7,-79.7,0.1913350912242589,4000,48000,152070.0,48624,4052,0.0,1.6048781871795654,0.03657497093081474,4.882812572759576e-05,0.8619663119316101,152070.0,2940.782470703125,0.0,0.1,48624,0.7605524063110352,0.001,12.0,4052,0.00043379509588703513,4052.0,0.0,8.844651222229004,-1.0,0.1
1,52000,False,13,4766f_00000,2025-06-01_16-08-02,1748783282,4.6321821212768555,60.88783407211304,50972,Cerebro,127.0.0.1,60.88783407211304,13,4.539456733518937,1.840456107428725e-05,4.539246041325492,1.0742312178492843,3.455088118242286,0.00713393473478539,0.06833716100314632,-120.0,4000,-159.4,48,80.0,80,52000,-160.0,80,648,4,0,0,24.483333333333334,65.21666666666667,0.0,0.0,52000,52000,-79.7,-79.7,80.0,80.0,4000,4000,4000,4000,52000,52000,-79.7,-79.7,0.1913830642580651,4000,52000,152070.0,52676,4052,0.0,1.6023058891296387,0.08378513157367706,2.441406286379788e-05,0.762699544429779,152070.0,1764.755126953125,0.0,0.1,52676,0.8219650983810425,0.001,13.0,4052,0.000867681868840009,4052.0,0.0,8.984105110168457,-1.0,0.1
1,56000,False,14,4766f_00000,2025-06-01_16-08-06,1748783286,4.701411724090576,65.58924579620361,50972,Cerebro,127.0.0.1,65.58924579620361,14,4.5409702951839686,1.8366515411107192e-05,4.540758230912161,1.072555137670687,3.4582808860594665,0.00712795038740725,0.06875233099737671,-100.0,4000,-162.4,52,80.0,80,56000,-260.0,80,700,4,0,0,25.61666666666667,65.3,0.0,0.0,56000,56000,-81.2,-81.2,80.0,80.0,4000,4000,4000,4000,56000,56000,-81.2,-81.2,0.19142822271207213,4000,56000,152070.0,56728,4052,0.0,1.5963283777236938,0.0902005061507225,1.220703143189894e-05,1.170663595199585,152070.0,281.307861328125,0.0,0.1,56728,0.7701849937438965,0.001,14.0,4052,0.0012440752470865846,4052.0,0.0,8.396172523498535,0.0673668384552002,0.1
1,60000,False,15,4766f_00000,2025-06-01_16-08-11,1748783291,4.6496262550354,70.23887205123901,50972,Cerebro,127.0.0.1,70.23887205123901,15,4.541931514232043,1.830185058104422e-05,4.5417182156030185,1.0712916962942933,3.460504759198459,0.007127080883577099,0.06836767599510495,-100.0,4000,-164.0,48,80.0,80,60000,-260.0,80,748,4,0,0,20.5,65.21666666666665,0.0,0.0,60000,60000,-82.0,-82.0,80.0,80.0,4000,4000,4000,4000,60000,60000,-82.0,-82.0,0.19148792063056974,4000,60000,152070.0,60780,4052,0.0,1.5969529151916504,0.10350656509399414,6.10351571594947e-06,0.48150667548179626,152070.0,77.07039642333984,0.0,0.1,60780,0.6381720900535583,0.001,15.0,4052,0.0003966210060752928,4052.0,0.0,6.943607807159424,0.48560142517089844,0.1
1,64000,False,16,4766f_00000,2025-06-01_16-08-16,1748783296,4.665087699890137,74.90395975112915,50972,Cerebro,127.0.0.1,74.90395975112915,16,4.5430591780897,1.8268832053254565e-05,4.5428447574472095,1.069872519331344,3.4630566326064613,0.007122306074668029,0.06889851199754048,-120.0,4000,-161.8,52,80.0,80,64000,-260.0,80,800,4,0,0,22.2,65.28333333333333,0.0,0.0,64000,64000,-80.9,-80.9,80.0,80.0,4000,4000,4000,4000,64000,64000,-80.9,-80.9,0.19154471013842675,4000,64000,152070.0,64832,4052,0.0,1.5964395999908447,0.10855894535779953,3.051757857974735e-06,0.3823096454143524,152070.0,219.22483825683594,0.0,0.1,64832,0.7253871560096741,0.001,16.0,4052,0.0003863700258079916,4052.0,0.0,7.764720439910889,0.17046838998794556,0.1
1,68000,False,17,4766f_00000,2025-06-01_16-08-20,1748783300,4.565805673599243,79.4697654247284,50972,Cerebro,127.0.0.1,79.4697654247284,17,4.5432028783086045,1.82071434899225e-05,4.542987786872641,1.0689173001378258,3.4641625362805164,0.0071160380137556475,0.0687799560005078,-100.0,4000,-162.0,48,80.0,80,68000,-260.0,80,848,4,0,0,24.06,64.84,0.0,0.0,68000,68000,-81.0,-81.0,80.0,80.0,4000,4000,4000,4000,68000,68000,-81.0,-81.0,0.191599383654066,4000,68000,152070.0,68884,4052,0.0,1.5942184925079346,0.0043873414397239685,1.5258789289873675e-06,0.32735100388526917,152070.0,231.4459228515625,0.0,0.1,68884,0.6737251281738281,0.001,17.0,4052,0.0005789297865703702,4052.0,0.0,8.287596702575684,0.3806370496749878,0.1
1,72000,False,18,4766f_00000,2025-06-01_16-08-25,1748783305,4.82424521446228,84.29401063919067,50972,Cerebro,127.0.0.1,84.29401063919067,18,4.545881328525543,1.813507172846433e-05,4.54566539500385,1.0686864331366663,3.4670572589174142,0.007126244633274984,0.07335382299963385,-100.0,4000,-162.8,52,80.0,80,72000,-260.0,80,900,4,0,0,21.400000000000002,64.85000000000001,0.0,0.0,72000,72000,-81.4,-81.4,80.0,80.0,4000,4000,4000,4000,72000,72000,-81.4,-81.4,0.19166711686838286,4000,72000,152070.0,72936,4052,0.0,1.5935128927230835,0.2319154590368271,7.629394644936838e-07,0.39145681262016296,152070.0,338.15093994140625,0.0,0.1,72936,0.9115301966667175,0.001,18.0,4052,0.0006420610588975251,4052.0,0.0,8.389659881591797,-0.01766800880432129,0.1
1,76000,False,19,4766f_00000,2025-06-01_16-08-30,1748783310,4.56501841545105,88.85902905464172,50972,Cerebro,127.0.0.1,88.85902905464172,19,4.545981223240169,1.807372076076567e-05,4.545764377053583,1.068226610805342,3.4676140183287445,0.0071282441865837785,0.07545581799873617,-80.0,4000,-160.6,48,80.0,80,76000,-260.0,80,948,4,0,0,21.95,64.83333333333333,0.0,0.0,76000,76000,-80.3,-80.3,80.0,80.0,4000,4000,4000,4000,76000,76000,-80.3,-80.3,0.19174774015005178,4000,76000,152070.0,76988,4052,0.0,1.594702124595642,-0.10639854520559311,3.814697322468419e-07,0.658604621887207,152070.0,368.7290954589844,0.0,0.1,76988,0.5824096202850342,0.001,19.0,4052,0.0006294553750194609,4052.0,0.0,8.482784271240234,0.10521411895751953,0.1
1,80000,False,20,4766f_00000,2025-06-01_16-08-34,1748783314,4.7467265129089355,93.60575556755066,50972,Cerebro,127.0.0.1,93.60575556755066,20,4.547862328008314,1.8012983302744e-05,4.547644523283067,1.0666572876972158,3.4710524701453678,0.007135490744883813,0.07052254699810874,-80.0,4000,-161.0,52,80.0,80,80000,-260.0,80,1000,4,0,0,24.25,64.86666666666666,0.0,0.0,80000,80000,-80.5,-80.5,80.0,80.0,4000,4000,4000,4000,80000,80000,-80.5,-80.5,0.19182485510439484,4000,80000,152070.0,81040,4052,0.0,1.5971894264221191,0.15853819251060486,1.9073486612342094e-07,0.6483229398727417,152070.0,290.925537109375,0.0,0.1,81040,0.8532376289367676,0.001,20.0,4052,0.00033604862983338535,4052.0,0.0,8.544183731079102,0.1261475682258606,0.1
1,84000,False,21,4766f_00000,2025-06-01_16-08-39,1748783319,4.695064067840576,98.30081963539124,50972,Cerebro,127.0.0.1,98.30081963539124,21,4.5492459417282545,1.796885334113444e-05,4.549027362049892,1.066484922820262,3.4726088124437084,0.007137412837190737,0.07075823499239049,-120.0,4000,-163.2,48,80.0,80,84000,-260.0,80,1048,4,0,0,26.71666666666667,65.21666666666667,0.0,0.0,84000,84000,-81.6,-81.6,80.0,80.0,4000,4000,4000,4000,84000,84000,-81.6,-81.6,0.19190487551563634,4000,84000,152070.0,85092,4052,0.0,1.5980134010314941,0.012900004163384438,9.536743306171047e-08,0.41496846079826355,152070.0,381.39581298828125,0.0,0.1,85092,0.690819501876831,0.001,21.0,4052,0.0003381586284376681,4052.0,0.0,8.37720775604248,0.21352237462997437,0.1
1,88000,False,22,4766f_00000,2025-06-01_16-08-44,1748783324,4.799171686172485,103.09999132156372,50972,Cerebro,127.0.0.1,103.09999132156372,22,4.551634236310897,1.7904165101313226e-05,4.551414903429641,1.0645259415924568,3.4768051543190737,0.007285406708635143,0.06975910999113694,-140.0,4000,-161.6,52,80.0,80,88000,-260.0,80,1100,4,0,0,21.433333333333334,65.21666666666665,0.0,0.0,88000,88000,-80.8,-80.8,80.0,80.0,4000,4000,4000,4000,88000,88000,-80.8,-80.8,0.1919981729731417,4000,88000,152070.0,89144,4052,0.0,1.5955071449279785,0.08232759684324265,4.7683716530855236e-08,0.5657784342765808,152070.0,380.4428405761719,0.0,0.1,89144,0.6932528614997864,0.001,22.0,4052,0.0004817294829990715,4052.0,0.0,7.7047600746154785,0.27211856842041016,0.1
1,92000,False,23,4766f_00000,2025-06-01_16-08-49,1748783329,5.031585693359375,108.1315770149231,50972,Cerebro,127.0.0.1,108.1315770149231,23,4.556312740947736,1.796012349347621e-05,4.556091013395281,1.0648205221763059,3.4811838217757196,0.007281684641756692,0.07266076699772384,-140.0,4000,-162.2,48,80.0,80,92000,-260.0,80,1148,4,0,0,30.53333333333333,65.66666666666666,0.0,0.0,92000,92000,-81.1,-81.1,80.0,80.0,4000,4000,4000,4000,92000,92000,-81.1,-81.1,0.19208951258394544,4000,92000,152070.0,93196,4052,0.0,1.5915745496749878,-0.05260865390300751,2.3841858265427618e-08,0.23013286292552948,152070.0,627.1842041015625,0.0,0.1,93196,0.6033894419670105,0.001,23.0,4052,0.00025235777138732374,4052.0,0.0,8.151556015014648,0.058265507221221924,0.1
1,96000,False,24,4766f_00000,2025-06-01_16-08-54,1748783334,4.858067512512207,112.9896445274353,50972,Cerebro,127.0.0.1,112.9896445274353,24,4.559191032538414,1.7915522122344834e-05,4.558967806261127,1.0637464459544996,3.485122706558229,0.007293895795515078,0.07597268899902701,-120.0,4000,-162.0,52,80.0,80,96000,-260.0,80,1200,4,0,0,26.733333333333334,65.7,0.0,0.0,96000,96000,-81.0,-81.0,80.0,80.0,4000,4000,4000,4000,96000,96000,-81.0,-81.0,0.1921791242352342,4000,96000,152070.0,97248,4052,0.0,1.5933923721313477,-0.014955013990402222,1.1920929132713809e-08,0.3026108145713806,152070.0,562.4430541992188,0.0,0.1,97248,0.6063674688339233,0.001,24.0,4052,0.0004178224771749228,4052.0,0.0,7.806617259979248,0.21667540073394775,0.1
1,100000,False,25,4766f_00000,2025-06-01_16-08-59,1748783339,4.90598726272583,117.89563179016113,50972,Cerebro,127.0.0.1,117.89563179016113,25,4.562572352212568,1.7877366810611733e-05,4.562348256198881,1.0643092334950806,3.4879518714925393,0.007284794837619986,0.07715368999633938,-120.0,4000,-161.2,48,80.0,80,100000,-260.0,80,1248,4,0,0,23.633333333333336,65.60000000000001,0.0,0.0,100000,100000,-80.6,-80.6,80.0,80.0,4000,4000,4000,4000,100000,100000,-80.6,-80.6,0.19228373001223661,4000,100000,152070.0,101300,4052,0.0,1.595134973526001,-0.05725432187318802,5.9604645663569045e-09,0.27373963594436646,152070.0,550.2882690429688,0.0,0.1,101300,0.5112308859825134,0.001,25.0,4052,0.0009333883645012975,4052.0,0.0,7.27998685836792,0.27133917808532715,0.1
1,104000,False,26,4766f_00000,2025-06-01_16-09-04,1748783344,4.763670206069946,122.65930199623108,50972,Cerebro,127.0.0.1,122.65930199623108,26,4.564464835690544,1.7809592823561164e-05,4.5642398506364446,1.062838923159935,3.491314806777897,0.00727900488879322,0.074797874999349,-100.0,4000,-163.0,52,80.0,80,104000,-260.0,80,1300,4,0,0,22.866666666666664,65.61666666666666,0.0,0.0,104000,104000,-81.5,-81.5,80.0,80.0,4000,4000,4000,4000,104000,104000,-81.5,-81.5,0.19238509971127324,4000,104000,152070.0,105352,4052,0.0,1.5922319889068604,-0.16238561272621155,2.9802322831784522e-09,0.3316410481929779,152070.0,531.4136962890625,0.0,0.1,105352,0.5832791924476624,0.001,26.0,4052,0.0005823618266731501,4052.0,0.0,9.048879623413086,0.14124023914337158,0.1
1,108000,False,27,4766f_00000,2025-06-01_16-09-08,1748783348,4.556225061416626,127.2155270576477,50972,Cerebro,127.0.0.1,127.2155270576477,27,4.5642906233336715,1.7756496682984005e-05,4.564064929130282,1.062311029928131,3.491643425709943,0.00726810584027392,0.07048606600088533,-100.0,4000,-164.2,48,80.0,80,108000,-260.0,80,1348,4,0,0,21.52,65.6,0.0,0.0,108000,108000,-82.1,-82.1,80.0,80.0,4000,4000,4000,4000,108000,108000,-82.1,-82.1,0.19248267935332755,4000,108000,152070.0,109404,4052,0.0,1.5912641286849976,0.07591810077428818,1.4901161415892261e-09,0.8521488308906555,152070.0,437.0035095214844,0.0,0.1,109404,0.6875497698783875,0.001,27.0,4052,0.0004850684490520507,4052.0,0.0,7.707581043243408,0.15761709213256836,0.1
1,112000,False,28,4766f_00000,2025-06-01_16-09-13,1748783353,4.772956132888794,131.9884831905365,50972,Cerebro,127.0.0.1,131.9884831905365,28,4.566263615100412,1.7693931427667682e-05,4.566037328838899,1.0619898146290068,3.4939341994533164,0.0072698827818885115,0.06960981199867092,-120.0,4000,-165.0,52,80.0,80,112000,-260.0,80,1400,4,0,0,23.75,65.58333333333333,0.0,0.0,112000,112000,-82.5,-82.5,80.0,80.0,4000,4000,4000,4000,112000,112000,-82.5,-82.5,0.19257594121256788,4000,112000,152070.0,113456,4052,0.0,1.5912866592407227,-0.1225939691066742,7.450580707946131e-10,0.37792399525642395,152070.0,636.49169921875,0.0,0.1,113456,0.5715597867965698,0.001,28.0,4052,0.0004069537972100079,4052.0,0.0,8.532824516296387,0.1377183198928833,0.1
