num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/num_episodes,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/episode_return_mean,env_runners/episode_len_max,env_runners/num_episodes_lifetime,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/num_env_steps_sampled,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/agent_steps/ai,env_runners/agent_steps/human,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/ai/num_non_trainable_parameters,learners/ai/num_module_steps_trained,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/total_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/vf_explained_var,learners/ai/entropy,learners/ai/num_trainable_parameters,learners/ai/curr_kl_coeff,learners/ai/weights_seq_no,learners/ai/module_train_batch_size_mean,learners/ai/vf_loss,learners/ai/vf_loss_unclipped,learners/ai/policy_loss,learners/ai/default_optimizer_learning_rate,learners/ai/curr_entropy_coeff,learners/ai/num_module_steps_trained_lifetime,learners/ai/mean_kl_loss,learners/human/curr_entropy_coeff
1,44000,False,11,0f52f_00000,2025-06-01_17-53-39,1748789619,4.9575841426849365,50.32723379135132,20204,Cerebro,127.0.0.1,50.32723379135132,11,4.632158341926228,1.6982618716374542e-05,4.631963840090023,1.0980890205482048,3.5261639167524916,0.005935754689374036,0.06812813399999867,44000,48,80.0,80,-13.0,80,548,290.0,-340.0,4000,4,0,0,28.366666666666664,66.63333333333334,0.0,0.0,-6.5,-6.5,4000,4000,-6.5,-6.5,44000,44000,44000,44000,4000,4000,80.0,80.0,0.0,4052,44000,145926.0,0.18268128723550406,4000,44572,0.0,4052,0.0,0.5413060188293457,0.30110692977905273,-0.03324437141418457,1.5888649225234985,145926.0,9.765625145519152e-05,11.0,4052.0,7.516247272491455,1286.0078125,0.10745415836572647,0.001,0.2,44572,0.0009156152955256402,0.2
1,48000,False,12,0f52f_00000,2025-06-01_17-53-44,1748789624,4.823814153671265,55.15104794502258,20204,Cerebro,127.0.0.1,55.15104794502258,12,4.630952903507177,1.6921792195037355e-05,4.630757764689464,1.0954096973425942,3.52762128358517,0.005945374142672103,0.06748395000060554,48000,52,80.0,80,-17.8,80,600,290.0,-370.0,4000,4,0,0,20.428571428571427,66.8,0.0,0.0,-8.9,-8.9,4000,4000,-8.9,-8.9,48000,48000,48000,48000,4000,4000,80.0,80.0,0.0,4052,48000,145926.0,0.18271670467095963,4000,48624,0.0,4052,0.0,0.5561643242835999,0.3655446171760559,0.04284423589706421,1.585364818572998,145926.0,4.882812572759576e-05,12.0,4052.0,8.485800743103027,1461.72607421875,0.02465721219778061,0.001,0.2,48624,0.0008745714440010488,0.2
1,52000,False,13,0f52f_00000,2025-06-01_17-53-49,1748789629,4.9068663120269775,60.05791425704956,20204,Cerebro,127.0.0.1,60.05791425704956,13,4.633621939472103,1.6884574114046888e-05,4.633426070042518,1.0946506463694674,3.5310401977488373,0.005948544400792595,0.06806288899853825,52000,48,80.0,80,1.8,80,648,320.0,-370.0,4000,4,0,0,31.119999999999997,67.12,0.0,0.0,0.9,0.9,4000,4000,0.9,0.9,52000,52000,52000,52000,4000,4000,80.0,80.0,0.0,4052,52000,145926.0,0.18277037217897837,4000,52676,0.0,4052,0.0,0.35697057843208313,0.5661104321479797,0.08709311485290527,1.5803039073944092,145926.0,2.441406286379788e-05,13.0,4052.0,8.714305877685547,2521.767822265625,-0.19839926064014435,0.001,0.2,52676,0.0008298684842884541,0.2
1,56000,False,14,0f52f_00000,2025-06-01_17-53-54,1748789634,4.529116868972778,64.58703112602234,20204,Cerebro,127.0.0.1,64.58703112602234,14,4.632479374076977,1.682872865126756e-05,4.632282878342377,1.0926951199054258,3.531822551771347,0.005967435956957292,0.07003879599797073,56000,52,80.0,80,20.9,80,700,320.0,-330.0,4000,4,0,0,19.45,67.18333333333332,0.0,0.0,10.45,10.45,4000,4000,10.45,10.45,56000,56000,56000,56000,4000,4000,80.0,80.0,0.0,4052,56000,145926.0,0.18282282372636796,4000,56728,0.0,4052,0.0,0.2796466052532196,0.43320125341415405,-0.006630539894104004,1.5800321102142334,145926.0,1.220703143189894e-05,14.0,4052.0,8.163190841674805,2186.185546875,-0.22066612541675568,0.001,0.2,56728,0.0008784283418208361,0.2
1,60000,False,15,0f52f_00000,2025-06-01_17-53-58,1748789638,4.789752960205078,69.37678408622742,20204,Cerebro,127.0.0.1,69.37678408622742,15,4.633933073336285,1.677844168118849e-05,4.633735397558948,1.091016650706338,3.534923379253449,0.005984848597050871,0.06674812099779956,60000,48,80.0,80,38.3,80,748,280.0,-320.0,4000,4,0,0,27.28,67.12,0.0,0.0,19.15,19.15,4000,4000,19.15,19.15,60000,60000,60000,60000,4000,4000,80.0,80.0,0.0,4052,60000,145926.0,0.1828919341555923,4000,60780,0.0,4052,0.0,0.49311259388923645,0.3984851539134979,-0.11037242412567139,1.5699827671051025,145926.0,6.10351571594947e-06,15.0,4052.0,8.606677055358887,2514.105712890625,-0.05355862155556679,0.001,0.2,60780,0.0010489353444427252,0.2
1,64000,False,16,0f52f_00000,2025-06-01_17-54-03,1748789643,4.7711241245269775,74.1479082107544,20204,Cerebro,127.0.0.1,74.1479082107544,16,4.635205278602963,1.6729657588424707e-05,4.635006451583446,1.0892793461996886,3.5379176134614445,0.00599068411064486,0.06795688599697314,64000,52,80.0,80,64.7,80,800,280.0,-240.0,4000,4,0,0,25.114285714285717,67.08571428571427,0.0,0.0,32.35,32.35,4000,4000,32.35,32.35,64000,64000,64000,64000,4000,4000,80.0,80.0,0.0,4052,64000,145926.0,0.18295938415385476,4000,64832,0.0,4052,0.0,0.3485395312309265,0.36142095923423767,-0.10899019241333008,1.5776245594024658,145926.0,3.051757857974735e-06,16.0,4052.0,8.820967674255371,3540.573974609375,-0.21803224086761475,0.001,0.2,64832,0.0007585188723169267,0.2
1,68000,False,17,0f52f_00000,2025-06-01_17-54-08,1748789648,4.769972085952759,78.91788029670715,20204,Cerebro,127.0.0.1,78.91788029670715,17,4.636460512817216,1.6693360845885874e-05,4.636260783067417,1.0880002817376668,3.5404337913267505,0.005997861269867898,0.06922204899834469,68000,48,80.0,80,81.7,80,848,280.0,-260.0,4000,4,0,0,29.649999999999995,67.11666666666667,0.0,0.0,40.85,40.85,4000,4000,40.85,40.85,68000,68000,68000,68000,4000,4000,80.0,80.0,0.0,4052,68000,145926.0,0.18302547178873474,4000,68884,0.0,4052,0.0,0.7932189106941223,0.3945399224758148,-0.09209287166595459,1.5719051361083984,145926.0,1.5258789289873675e-06,17.0,4052.0,8.271941184997559,1290.654541015625,0.280405730009079,0.001,0.2,68884,0.0011725765652954578,0.2
1,72000,False,18,0f52f_00000,2025-06-01_17-54-13,1748789653,4.933959484100342,83.8518397808075,20204,Cerebro,127.0.0.1,83.8518397808075,18,4.639337572688907,1.664342754624613e-05,4.639137040236823,1.086214826919847,3.5450827064132704,0.006003462657105964,0.06854586100147571,72000,52,80.0,80,105.8,80,900,310.0,-260.0,4000,4,0,0,23.45,67.10000000000001,0.0,0.0,52.9,52.9,4000,4000,52.9,52.9,72000,72000,72000,72000,4000,4000,80.0,80.0,0.0,4052,72000,145926.0,0.18310740516250082,4000,72936,0.0,4052,0.0,0.3743225038051605,0.39828944206237793,-0.2616724967956543,1.552930474281311,145926.0,7.629394644936838e-07,18.0,4052.0,8.741448402404785,3673.969482421875,-0.18923625349998474,0.001,0.2,72936,0.0007558898068964481,0.2
1,76000,False,19,0f52f_00000,2025-06-01_17-54-18,1748789658,4.930172920227051,88.78201270103455,20204,Cerebro,127.0.0.1,88.78201270103455,19,4.642161497962045,1.6593992997526174e-05,4.641960299834515,1.0858206386504539,3.5482831063490745,0.006010647030728194,0.07146866200026125,76000,48,80.0,80,118.8,80,948,310.0,-240.0,4000,4,0,0,23.750000000000004,67.03333333333333,0.0,0.0,59.4,59.4,4000,4000,59.4,59.4,76000,76000,76000,76000,4000,4000,80.0,80.0,0.0,4052,76000,145926.0,0.18320878408160796,4000,76988,0.0,4052,0.0,0.33222657442092896,0.47868600487709045,-0.3335988521575928,1.5671101808547974,145926.0,3.814697322468419e-07,19.0,4052.0,8.374434471130371,4058.67236328125,-0.19179484248161316,0.001,0.2,76988,0.0011292860144749284,0.2
1,80000,False,20,0f52f_00000,2025-06-01_17-54-23,1748789663,4.728238344192505,93.51025104522705,20204,Cerebro,127.0.0.1,93.51025104522705,20,4.642927787982598,1.6665052543879404e-05,4.642724749836116,1.0849515312635987,3.549895820285631,0.006021395560360823,0.07183537300035824,80000,52,80.0,80,139.3,80,1000,310.0,-220.0,4000,4,0,0,19.85,66.89999999999999,0.0,0.0,69.65,69.65,4000,4000,69.65,69.65,80000,80000,80000,80000,4000,4000,80.0,80.0,0.0,4052,80000,145926.0,0.1833091488918176,4000,81040,0.0,4052,0.0,0.31372007727622986,0.5335683226585388,-0.27516698837280273,1.5566177368164062,145926.0,1.9073486612342094e-07,20.0,4052.0,9.035284996032715,4237.51611328125,-0.27848488092422485,0.001,0.2,81040,0.001056089997291565,0.2
1,84000,False,21,0f52f_00000,2025-06-01_17-54-28,1748789668,4.771151781082153,98.2814028263092,20204,Cerebro,127.0.0.1,98.2814028263092,21,4.643977916102537,1.6615401745183113e-05,4.643774006337543,1.0839945269508882,3.551889241082953,0.006025516604527141,0.0696315949986456,84000,48,80.0,80,134.6,80,1048,300.0,-330.0,4000,4,0,0,25.614285714285717,66.95714285714287,0.0,0.0,67.3,67.3,4000,4000,67.3,67.3,84000,84000,84000,84000,4000,4000,80.0,80.0,0.0,4052,84000,145926.0,0.1834066687974144,4000,85092,0.0,4052,0.0,0.40341874957084656,0.31483662128448486,-0.3704962730407715,1.5478092432022095,145926.0,9.536743306171047e-08,21.0,4052.0,8.143660545349121,3179.709228515625,-0.1013854593038559,0.001,0.2,85092,0.0016699687112122774,0.2
1,88000,False,22,0f52f_00000,2025-06-01_17-54-33,1748789673,4.91028618812561,103.19168901443481,20204,Cerebro,127.0.0.1,103.19168901443481,22,4.646515953941052,1.6590247637221627e-05,4.646310608274023,1.0820155906814812,3.556369164672421,0.0060470384383503216,0.0682435129932128,88000,52,80.0,80,133.3,80,1100,440.0,-330.0,4000,4,0,0,24.66,66.94000000000001,0.0,0.0,66.65,66.65,4000,4000,66.65,66.65,88000,88000,88000,88000,4000,4000,80.0,80.0,0.0,4052,88000,145926.0,0.18351681189001215,4000,89144,0.0,4052,0.0,0.37891048192977905,0.3868536353111267,-0.42553281784057617,1.5645443201065063,145926.0,4.7683716530855236e-08,22.0,4052.0,7.551276206970215,3625.51318359375,-0.06330827623605728,0.001,0.2,89144,0.0009910259395837784,0.2
1,92000,False,23,0f52f_00000,2025-06-01_17-54-38,1748789678,5.102993726730347,108.29468274116516,20204,Cerebro,127.0.0.1,108.29468274116516,23,4.650976350401498,1.6556345001809316e-05,4.650770278191508,1.0822868637744554,3.560540113026085,0.006057951053852645,0.07309682399500161,92000,48,80.0,80,159.1,80,1148,440.0,-180.0,4000,4,0,0,31.82857142857143,66.95714285714287,0.0,0.0,79.55,79.55,4000,4000,79.55,79.55,92000,92000,92000,92000,4000,4000,80.0,80.0,0.0,4052,92000,145926.0,0.18362486649387905,4000,93196,0.0,4052,0.0,0.39606085419654846,0.546153724193573,-0.5090551376342773,1.5474541187286377,145926.0,2.3841858265427618e-08,23.0,4052.0,8.812643051147461,4217.494140625,-0.17571265995502472,0.001,0.2,93196,0.0011296317679807544,0.2
1,96000,False,24,0f52f_00000,2025-06-01_17-54-43,1748789683,4.944778203964233,113.2394609451294,20204,Cerebro,127.0.0.1,113.2394609451294,24,4.653517206897245,1.6531781461281568e-05,4.653310103409675,1.0808476921365773,3.5645022968954283,0.006065583543501605,0.07508091199735645,96000,52,80.0,80,177.4,80,1200,430.0,-170.0,4000,4,0,0,27.183333333333337,67.05000000000001,0.0,0.0,88.7,88.7,4000,4000,88.7,88.7,96000,96000,96000,96000,4000,4000,80.0,80.0,0.0,4052,96000,145926.0,0.18372957372448012,4000,97248,0.0,4052,0.0,0.4915427565574646,0.8244288563728333,-0.37323689460754395,1.5289719104766846,145926.0,1.1920929132713809e-08,24.0,4052.0,9.012803077697754,4118.1181640625,-0.10394318401813507,0.001,0.2,97248,0.000980522483587265,0.2
1,100000,False,25,0f52f_00000,2025-06-01_17-54-48,1748789688,5.0915632247924805,118.33102416992188,20204,Cerebro,127.0.0.1,118.33102416992188,25,4.6578102508285,1.6494463457170687e-05,4.65760250537552,1.0795945602147463,3.5700439789264737,0.006062117708146161,0.06951654400269035,100000,48,80.0,80,167.6,80,1248,340.0,-150.0,4000,4,0,0,26.45,67.5,0.0,0.0,83.8,83.8,4000,4000,83.8,83.8,100000,100000,100000,100000,4000,4000,80.0,80.0,0.0,4052,100000,145926.0,0.1838484678138211,4000,101300,0.0,4052,0.0,0.5390966534614563,0.5937271118164062,-0.5711824893951416,1.5291208028793335,145926.0,5.9604645663569045e-09,25.0,4052.0,9.59294605255127,3017.84716796875,-0.11437389999628067,0.001,0.2,101300,0.001190150622278452,0.2
1,104000,False,26,0f52f_00000,2025-06-01_17-54-53,1748789693,4.833389759063721,123.1644139289856,20204,Cerebro,127.0.0.1,123.1644139289856,26,4.659460979319793,1.6451518587413953e-05,4.659252419322023,1.0776382256121653,3.5736367851369333,0.006063706530951972,0.0677392780041555,104000,52,79.58,40,205.32,80,1300,1410.0,-150.0,4000,4,0,0,24.833333333333332,67.58333333333333,0.0,0.0,102.66,102.66,4000,4000,102.66,102.66,104000,104000,104000,104000,4000,4000,79.58,79.58,0.0,4054,104000,145926.0,0.1839664397440033,4000,105354,0.0,4054,0.0,0.7116349339485168,0.43723368644714355,-0.4572324752807617,1.5584672689437866,145926.0,2.9802322831784522e-09,26.0,4052.0002,8.944804191589355,4906.9697265625,0.12884795665740967,0.001,0.2,105354,0.0008853469043970108,0.2
1,108000,False,27,0f52f_00000,2025-06-01_17-54-58,1748789698,4.7902748584747314,127.95468878746033,20204,Cerebro,127.0.0.1,127.95468878746033,27,4.660686176526937,1.6423003855034302e-05,4.66047701312846,1.0763652703560613,3.5761228762855173,0.006069996465940617,0.06749104499525856,108000,49,79.58,40,230.22,80,1349,1410.0,-130.0,4000,4,0,0,21.666666666666668,67.26666666666667,0.0,0.0,115.11,115.11,4000,4000,115.11,115.11,108000,108000,108000,108000,4000,4000,79.58,79.58,0.0,4052,108000,145926.0,0.18409768223880554,4000,109406,0.0,4052,0.0,0.4996657967567444,0.5897654891014099,-0.37971341609954834,1.538472056388855,145926.0,1.4901161415892261e-09,27.0,4052.000396,9.300644874572754,3611.524658203125,-0.12270430475473404,0.001,0.2,109406,0.0018643684452399611,0.2
1,112000,False,28,0f52f_00000,2025-06-01_17-55-02,1748789702,4.835227727890015,132.78991651535034,20204,Cerebro,127.0.0.1,132.78991651535034,28,4.66231641376192,1.638377360414241e-05,4.6621066139976115,1.074196471652176,3.579891604522712,0.006092134501079568,0.06644320499384776,112000,51,80.0,80,206.9,80,1400,340.0,-110.0,4000,4,0,0,26.21666666666667,67.2,0.0,0.0,103.45,103.45,4000,4000,103.45,103.45,112000,112000,112000,112000,4000,4000,80.0,80.0,0.0,4053,112000,145926.0,0.18422561501974222,4000,113459,0.0,4053,0.0,0.6000421643257141,0.45887887477874756,-0.47390735149383545,1.5469543933868408,145926.0,7.450580707946131e-10,28.0,4052.00068806,8.792046546936035,3642.34912109375,0.030228478834033012,0.001,0.2,113459,0.0009905630722641945,0.2
