num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_mean,env_runners/episode_len_mean,env_runners/num_episodes,env_runners/episode_len_max,env_runners/num_env_steps_sampled,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/num_episodes_lifetime,env_runners/episode_return_min,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,learners/ai/module_train_batch_size_mean,learners/ai/vf_loss_unclipped,learners/ai/vf_explained_var,learners/ai/default_optimizer_learning_rate,learners/ai/gradients_default_optimizer_global_norm,learners/ai/policy_loss,learners/ai/num_module_steps_trained_lifetime,learners/ai/curr_kl_coeff,learners/ai/num_non_trainable_parameters,learners/ai/curr_entropy_coeff,learners/ai/total_loss,learners/ai/num_trainable_parameters,learners/ai/entropy,learners/ai/weights_seq_no,learners/ai/vf_loss,learners/ai/num_module_steps_trained,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/mean_kl_loss,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_timer,learners/human/curr_entropy_coeff
1,44000,False,11,44355_00000,2025-06-01_21-37-00,1748803020,4.7638585567474365,48.36077642440796,62624,Cerebro,127.0.0.1,48.36077642440796,11,4.293348301429787,1.8095662427395674e-05,4.2931468758218605,1.046945592840714,3.2378410241559807,0.006518537300357718,-195.8000000000002,80.0,48,80,4000,0.06648328500392381,80,548,-768.0000000000006,44000,311.9999999999998,4,0,0,30.419999999999998,71.17999999999999,0.0,0.0,44000,44000,4000,4000,80.0,80.0,-97.9000000000001,-97.9000000000001,4000,4000,44000,44000,-97.9000000000001,-97.9000000000001,4052.0,2212.0478515625,0.03841447830200195,0.0005,0.2239992767572403,-0.1972227245569229,44572,9.765625145519152e-05,0.0,0.2,0.2983097732067108,145926.0,1.6045867204666138,11.0,8.164497375488281,4052,0.0,0.0007636510417796671,4000,44572,0.0,145926.0,44000,4052,0.16912982488117692,0.2
1,48000,False,12,44355_00000,2025-06-01_21-37-04,1748803024,4.277358531951904,52.63813495635986,62624,Cerebro,127.0.0.1,52.63813495635986,12,4.293087560415339,1.8044705628852636e-05,4.292885256063582,1.0451219109126313,3.2394005939144668,0.006513860927676922,-158.00000000000014,80.0,52,80,4000,0.06853747300512623,80,600,-688.0000000000013,48000,351.9999999999999,4,0,0,23.583333333333332,71.19999999999999,0.0,0.0,48000,48000,4000,4000,80.0,80.0,-79.00000000000007,-79.00000000000007,4000,4000,48000,48000,-79.00000000000007,-79.00000000000007,4052.0,1755.8131103515625,0.006447732448577881,0.0005,0.18424201011657715,0.03755338490009308,48624,4.882812572759576e-05,0.0,0.2,0.593130886554718,145926.0,1.603540301322937,12.0,8.762855529785156,4052,0.0,0.0007328022038564086,4000,48624,0.0,145926.0,48000,4052,0.1691752739416734,0.2
1,52000,False,13,44355_00000,2025-06-01_21-37-09,1748803029,4.49737811088562,57.13551306724548,62624,Cerebro,127.0.0.1,57.13551306724548,13,4.295032176811323,1.7995258405909524e-05,4.2948289215031386,1.0442026008038663,3.242258796974913,0.006511827318699555,-175.60000000000014,80.0,48,80,4000,0.06759541100414936,80,648,-1068.0000000000002,52000,351.9999999999999,4,0,0,25.633333333333336,71.18333333333334,0.0,0.0,52000,52000,4000,4000,80.0,80.0,-87.80000000000007,-87.80000000000007,4000,4000,52000,52000,-87.80000000000007,-87.80000000000007,4052.0,1502.133056640625,-0.012983083724975586,0.0005,0.24592866003513336,-0.12708251178264618,52676,2.441406286379788e-05,0.0,0.2,0.4326424300670624,145926.0,1.6029183864593506,13.0,8.80308723449707,4052,0.0,0.0006327533628791571,4000,52676,0.0,145926.0,52000,4052,0.16921998699847282,0.2
1,56000,False,14,44355_00000,2025-06-01_21-37-14,1748803034,4.66025185585022,61.7957649230957,62624,Cerebro,127.0.0.1,61.7957649230957,14,4.298599237043667,1.7934305563821924e-05,4.298395327287894,1.0468562617961414,3.2431665580053344,0.006510649045185143,-159.2000000000001,80.0,52,80,4000,0.0671000210015336,80,700,-1068.0000000000002,56000,351.9999999999999,4,0,0,19.116666666666667,71.14999999999999,0.0,0.0,56000,56000,4000,4000,80.0,80.0,-79.60000000000005,-79.60000000000005,4000,4000,56000,56000,-79.60000000000005,-79.60000000000005,4052.0,2181.196533203125,0.013988733291625977,0.0005,0.27170485258102417,-0.1694335639476776,56728,1.220703143189894e-05,0.0,0.2,0.3022051155567169,145926.0,1.602329134941101,14.0,7.92104434967041,4052,0.0,0.0007669517071917653,4000,56728,0.0,145926.0,56000,4052,0.16926301815674488,0.2
1,60000,False,15,44355_00000,2025-06-01_21-37-18,1748803038,4.665582656860352,66.46134757995605,62624,Cerebro,127.0.0.1,66.46134757995605,15,4.30216032667341,1.7871962234926208e-05,4.301955682015026,1.044842052177868,3.2487353444256963,0.006509255554423616,-129.00000000000014,80.0,48,80,4000,0.062143996999948284,80,748,-728.0000000000015,60000,351.9999999999999,4,0,0,26.533333333333335,71.25000000000001,0.0,0.0,60000,60000,4000,4000,80.0,80.0,-64.50000000000007,-64.50000000000007,4000,4000,60000,60000,-64.50000000000007,-64.50000000000007,4052.0,1723.2088623046875,0.01826721429824829,0.0005,0.39386239647865295,-0.015050130896270275,60780,6.10351571594947e-06,0.0,0.2,0.5146399736404419,145926.0,1.6035656929016113,15.0,8.504032135009766,4052,0.0,0.0006180740310810506,4000,60780,0.0,145926.0,60000,4052,0.16930562727315407,0.2
1,64000,False,16,44355_00000,2025-06-01_21-37-23,1748803043,4.496639251708984,70.95798683166504,62624,Cerebro,127.0.0.1,70.95798683166504,16,4.304015719406624,1.7841242575368745e-05,4.303810009194993,1.0435669316563463,3.2518616559812763,0.0065077509987820446,-157.60000000000014,80.0,52,80,4000,0.06483587100112345,80,800,-888.0000000000006,64000,331.9999999999995,4,0,0,26.080000000000002,71.25999999999999,0.0,0.0,64000,64000,4000,4000,80.0,80.0,-78.80000000000007,-78.80000000000007,4000,4000,64000,64000,-78.80000000000007,-78.80000000000007,4052.0,1771.6812744140625,0.10238069295883179,0.0005,0.2701717019081116,-0.054059818387031555,64832,3.051757857974735e-06,0.0,0.2,0.4812425374984741,145926.0,1.60225510597229,16.0,8.557534217834473,4052,0.0,0.0006745539722032845,4000,64832,0.0,145926.0,64000,4052,0.16936656416541804,0.2
1,68000,False,17,44355_00000,2025-06-01_21-37-27,1748803047,4.454502105712891,75.41248893737793,62624,Cerebro,127.0.0.1,75.41248893737793,17,4.305419591212563,1.778182989158655e-05,4.30521291210329,1.0412952553398356,3.255513348421181,0.006518759488402264,-134.3580000000001,79.93,48,80,4000,0.06461581400071736,73,848,-888.0000000000006,68000,1816.1999999999994,4,0,0,22.75,71.3,0.0,0.0,68000,68000,4000,4000,79.93,79.93,-67.17900000000004,-67.17900000000004,4000,4000,68000,68000,-67.17900000000004,-67.17900000000004,4052.0,1884.5328369140625,0.13121110200881958,0.0005,0.2845800220966339,0.10179678350687027,68884,1.5258789289873675e-06,0.0,0.2,0.6091557145118713,145926.0,1.6023728847503662,17.0,8.278335571289062,4052,0.0,0.0009295395575463772,4000,68884,0.0,145926.0,68000,4052,0.16942551705710823,0.2
1,72000,False,18,44355_00000,2025-06-01_21-37-32,1748803052,4.2678749561309814,79.68036389350891,62624,Cerebro,127.0.0.1,79.68036389350891,18,4.304919901300453,1.773001197002024e-05,4.304712056982108,1.039635953786298,3.256668850937001,0.006514734893000135,-129.75800000000012,79.93,52,80,4000,0.0622927249991335,73,900,-908.0000000000013,72000,1816.1999999999994,4,0,0,21.559999999999995,71.2,0.0,0.0,72000,72000,4000,4000,79.93,79.93,-64.87900000000006,-64.87900000000006,4000,4000,72000,72000,-64.87900000000006,-64.87900000000006,4052.0001,3186.7265625,0.017790257930755615,0.0005,0.25345802307128906,0.01939055509865284,72937,7.629394644936838e-07,0.0,0.2,0.5723962187767029,145926.0,1.6019666194915771,18.0,8.733990669250488,4053,0.0,0.0007437831372953951,4000,72937,0.0,145926.0,72000,4053,0.16948392991455274,0.2
1,76000,False,19,44355_00000,2025-06-01_21-37-37,1748803057,4.887344837188721,84.56770873069763,62624,Cerebro,127.0.0.1,84.56770873069763,19,4.310632932287442,1.767871222766959e-05,4.310424118412354,1.0409113182489151,3.2610902344271437,0.006518887543811041,-160.80000000000015,80.0,48,80,4000,0.06812740299792494,80,948,-908.0000000000013,76000,312.00000000000006,4,0,0,24.216666666666665,71.21666666666667,0.0,0.0,76000,76000,4000,4000,80.0,80.0,-80.40000000000008,-80.40000000000008,4000,4000,76000,76000,-80.40000000000008,-80.40000000000008,4052.000198,2616.4853515625,0.13615798950195312,0.0005,0.7300207614898682,-0.011090530082583427,76989,3.814697322468419e-07,0.0,0.2,0.49776023626327515,145926.0,1.6029590368270874,19.0,8.294425010681152,4052,0.0,0.0006611432181671262,4000,76989,0.0,145926.0,76000,4052,0.1695407662831458,0.2
1,80000,False,20,44355_00000,2025-06-01_21-37-41,1748803061,4.529186964035034,89.09689569473267,62624,Cerebro,127.0.0.1,89.09689569473267,20,4.3127048729646,1.7661925159558618e-05,4.312495223228117,1.0409894080666557,3.263081578082722,0.00651083566863101,-157.2000000000001,80.0,52,80,4000,0.07240524199733045,80,1000,-908.0000000000013,80000,331.99999999999966,4,0,0,23.116666666666664,71.23333333333333,0.0,0.0,80000,80000,4000,4000,80.0,80.0,-78.60000000000005,-78.60000000000005,4000,4000,80000,80000,-78.60000000000005,-78.60000000000005,4052.0003940300003,2073.597900390625,0.12263160943984985,0.0005,0.22850385308265686,-0.03239571675658226,81042,1.9073486612342094e-07,0.0,0.2,0.4168337881565094,145926.0,1.598924160003662,20.0,7.690144062042236,4053,0.0,0.0010878090979531407,4000,81042,0.0,145926.0,80000,4053,0.1696133220413738,0.2
1,84000,False,21,44355_00000,2025-06-01_21-37-46,1748803066,4.597620248794556,93.69451594352722,62624,Cerebro,127.0.0.1,93.69451594352722,21,4.315451165234778,1.7612305710850474e-05,4.315240729995834,1.0398325539857378,3.2669831443018995,0.006504009312190227,-167.20000000000007,80.0,48,80,4000,0.06985492599837016,80,1048,-908.0000000000013,84000,331.99999999999966,4,0,0,25.7,71.34,0.0,0.0,84000,84000,4000,4000,80.0,80.0,-83.60000000000004,-83.60000000000004,4000,4000,84000,84000,-83.60000000000004,-83.60000000000004,4052.0005861196005,1614.9586181640625,0.1029123067855835,0.0005,0.15996505320072174,0.03490821644663811,85094,9.536743306171047e-08,0.0,0.2,0.5330039858818054,145926.0,1.600610613822937,21.0,8.18217945098877,4052,0.0,0.0006943252519704401,4000,85094,0.0,145926.0,84000,4052,0.16968734319780843,0.2
1,88000,False,22,44355_00000,2025-06-01_21-37-50,1748803070,4.317941427230835,98.01245737075806,62624,Cerebro,127.0.0.1,98.01245737075806,22,4.315373731581909,1.756118302347703e-05,4.315162665696064,1.038800295445381,3.2679245188590853,0.006494821218855007,-161.8000000000001,80.0,52,80,4000,0.06753930200240575,80,1100,-688.0000000000011,88000,351.9999999999999,4,0,0,21.583333333333332,71.38333333333334,0.0,0.0,88000,88000,4000,4000,80.0,80.0,-80.90000000000005,-80.90000000000005,4000,4000,88000,88000,-80.90000000000005,-80.90000000000005,4052.0008743280055,1783.214111328125,-0.009109973907470703,0.0005,0.5473295450210571,-0.03323885425925255,89147,4.7683716530855236e-08,0.0,0.2,0.48120394349098206,145926.0,1.5987600088119507,22.0,8.341947555541992,4053,0.0,0.00045997995766811073,4000,89147,0.0,145926.0,88000,4053,0.169760558658909,0.2
1,92000,False,23,44355_00000,2025-06-01_21-37-55,1748803075,4.660577058792114,102.67303442955017,62624,Cerebro,127.0.0.1,102.67303442955017,23,4.318731232265747,1.7506570950442738e-05,4.318519228038827,1.0383660754911646,3.2717027336704416,0.006498098006370854,-147.6000000000001,80.0,48,80,4000,0.06487171800574287,80,1148,-548.0000000000009,92000,351.9999999999999,4,0,0,28.160000000000004,71.35999999999999,0.0,0.0,92000,92000,4000,4000,80.0,80.0,-73.80000000000005,-73.80000000000005,4000,4000,92000,92000,-73.80000000000005,-73.80000000000005,4052.0011567136303,996.7521362304688,0.06824135780334473,0.0005,0.2647407650947571,-0.12890172004699707,93199,2.3841858265427618e-08,0.0,0.2,0.4120893180370331,145926.0,1.600785493850708,23.0,8.611482620239258,4052,0.0,0.0009055972332134843,4000,93199,0.0,145926.0,92000,4052,0.16983326481646263,0.2
1,96000,False,24,44355_00000,2025-06-01_21-37-59,1748803079,4.440204620361328,107.1132390499115,62624,Cerebro,127.0.0.1,107.1132390499115,24,4.319854701943046,1.745550502098227e-05,4.319642051758288,1.037174119736374,3.274015129333679,0.00649614102657185,-168.40000000000006,80.0,52,80,4000,0.06495709000446367,80,1200,-768.000000000001,96000,351.99999999999983,4,0,0,23.7,71.35000000000001,0.0,0.0,96000,96000,4000,4000,80.0,80.0,-84.20000000000003,-84.20000000000003,4000,4000,96000,96000,-84.20000000000003,-84.20000000000003,4052.00153336411,2257.045654296875,0.04077959060668945,0.0005,0.24882851541042328,-0.024619048461318016,97252,1.1920929132713809e-08,0.0,0.2,0.5280287861824036,145926.0,1.5987002849578857,24.0,8.723878860473633,4053,0.0,0.0007419261382892728,4000,97252,0.0,145926.0,96000,4053,0.16992173143500414,0.2
1,100000,False,25,44355_00000,2025-06-01_21-38-04,1748803084,4.537114381790161,111.65035343170166,62624,Cerebro,127.0.0.1,111.65035343170166,25,4.321906209923685,1.740894978127438e-05,4.321692894241052,1.0352770515385923,3.277955269040863,0.00649750961613298,-160.20000000000007,80.0,48,80,4000,0.06519156500231475,80,1248,-768.000000000001,100000,291.99999999999994,4,0,0,23.700000000000003,71.41666666666667,0.0,0.0,100000,100000,4000,4000,80.0,80.0,-80.10000000000004,-80.10000000000004,4000,4000,100000,100000,-80.10000000000004,-80.10000000000004,4052.001902365909,1846.305419921875,0.10107612609863281,0.0005,0.28129929304122925,0.11287476867437363,101304,5.9604645663569045e-09,0.0,0.2,0.6144953370094299,145926.0,1.5979710817337036,25.0,8.21214771270752,4052,0.0,0.00048544001765549183,4000,101304,0.0,145926.0,100000,4052,0.1700093361646931,0.2
1,104000,False,26,44355_00000,2025-06-01_21-38-08,1748803088,4.477311134338379,116.12766456604004,62624,Cerebro,127.0.0.1,116.12766456604004,26,4.323371505824971,1.735186059228075e-05,4.323157657298655,1.0347775260233285,3.2799151443506296,0.006497290520036895,-158.80000000000013,80.0,52,80,4000,0.06787922600109596,80,1300,-888.0000000000011,104000,311.9999999999991,4,0,0,26.76,71.36000000000001,0.0,0.0,104000,104000,4000,4000,80.0,80.0,-79.40000000000006,-79.40000000000006,4000,4000,104000,104000,-79.40000000000006,-79.40000000000006,4052.002363834335,2750.9462890625,0.06934785842895508,0.0005,0.22988645732402802,-0.03616342693567276,105357,2.9802322831784522e-09,0.0,0.2,0.5692676901817322,145926.0,1.5991908311843872,26.0,9.252693176269531,4053,0.0,0.0006622762302868068,4000,105357,0.0,145926.0,104000,4053,0.17009715184664748,0.2
