num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes_lifetime,env_runners/num_episodes,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/episode_return_min,env_runners/episode_len_max,env_runners/num_env_steps_sampled,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/episode_duration_sec_mean,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,learners/ai/curr_entropy_coeff,learners/ai/vf_loss,learners/ai/default_optimizer_learning_rate,learners/ai/curr_kl_coeff,learners/ai/module_train_batch_size_mean,learners/ai/weights_seq_no,learners/ai/mean_kl_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/entropy,learners/ai/num_module_steps_trained_lifetime,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/num_non_trainable_parameters,learners/ai/vf_loss_unclipped,learners/ai/vf_explained_var,learners/ai/num_trainable_parameters,learners/ai/policy_loss,learners/ai/total_loss,learners/ai/num_module_steps_trained,learners/human/curr_entropy_coeff,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained
1,44000,False,11,f022e_00000,2025-06-01_15-44-00,1748781840,4.815965175628662,53.739439249038696,33832,Cerebro,127.0.0.1,53.739439249038696,11,4.843712108579893,1.8713531295956064e-05,4.843487510845182,1.1884420391530943,3.646899476656031,0.006018387427693029,548,48,-161.8,44000,80.0,-260.0,80,4000,80,-100.0,0.07161456700298004,4,0,0,24.45714285714286,67.18571428571428,80.0,80.0,4000,4000,44000,44000,-80.9,-80.9,-80.9,-80.9,44000,44000,4000,4000,0.1,8.684157371520996,0.001,9.765625145519152e-05,4052.0,11.0,0.00024582777405157685,0.21987126767635345,1.6015210151672363,44572,0.0,0.0,559.8367919921875,-0.27686572074890137,152070.0,0.025658925995230675,0.7339226007461548,4052,0.1,0.19103346406426328,44000,44572,0.0,152070.0,4000,4052
1,48000,False,12,f022e_00000,2025-06-01_15-44-04,1748781844,4.547036647796631,58.28647589683533,33832,Cerebro,127.0.0.1,58.28647589683533,12,4.840632743494106,1.8663395862028877e-05,4.84040744173698,1.186644339761825,3.645607705889688,0.006021873553361075,600,52,-159.8,48000,80.0,-260.0,80,4000,80,-100.0,0.07003869700012728,4,0,0,19.900000000000002,67.01666666666667,80.0,80.0,4000,4000,48000,48000,-79.9,-79.9,-79.9,-79.9,48000,48000,4000,4000,0.1,8.936034202575684,0.001,4.882812572759576e-05,4052.0,12.0,0.0006809874903410673,1.618299961090088,1.5976922512054443,48624,0.0,0.0,246.58004760742188,0.3404303789138794,152070.0,-0.1802830696105957,0.5535511374473572,4052,0.1,0.19108701692162652,48000,48624,0.0,152070.0,4000,4052
1,52000,False,13,f022e_00000,2025-06-01_15-44-09,1748781849,5.304523229598999,63.590999126434326,33832,Cerebro,127.0.0.1,63.590999126434326,13,4.845132640059199,1.8611761767211978e-05,4.844906304319646,1.1861967483647038,3.6504998068303984,0.006065183818016621,648,48,-160.6,52000,80.0,-260.0,80,4000,80,-80.0,0.07205159900186117,4,0,0,32.11428571428572,67.11428571428571,80.0,80.0,4000,4000,52000,52000,-80.3,-80.3,-80.3,-80.3,52000,52000,4000,4000,0.1,8.538132667541504,0.001,2.441406286379788e-05,4052.0,13.0,0.0009235672769136727,0.46100127696990967,1.5948569774627686,52676,0.0,0.0,301.0843811035156,0.0699884295463562,152070.0,-0.01761656627058983,0.6767110824584961,4052,0.1,0.19113996559543595,52000,52676,0.0,152070.0,4000,4052
1,56000,False,14,f022e_00000,2025-06-01_15-44-14,1748781854,4.64874792098999,68.23974704742432,33832,Cerebro,127.0.0.1,68.23974704742432,14,4.843072488658487,1.8589644234163552e-05,4.842845247276647,1.1845863518810282,3.650043616762145,0.006067176980125649,700,52,-161.8,56000,80.0,-260.0,80,4000,80,-80.0,0.07358560399967246,4,0,0,25.3,67.11428571428573,80.0,80.0,4000,4000,56000,56000,-80.9,-80.9,-80.9,-80.9,56000,56000,4000,4000,0.1,7.526528835296631,0.001,1.220703143189894e-05,4052.0,14.0,0.0007072477601468563,0.18894118070602417,1.5913677215576172,56728,0.0,0.0,331.0997314453125,-0.11131370067596436,152070.0,-0.05376047641038895,0.5397557020187378,4052,0.1,0.19118964552407997,56000,56728,0.0,152070.0,4000,4052
1,60000,False,15,f022e_00000,2025-06-01_15-44-19,1748781859,4.787197589874268,73.02694463729858,33832,Cerebro,127.0.0.1,73.02694463729858,15,4.842391274771904,1.8533747617552837e-05,4.842163506803524,1.1820653873619844,3.65187784659497,0.0060689452102167685,748,48,-161.0,60000,80.0,-260.0,80,4000,80,-160.0,0.07275814599532168,4,0,0,21.566666666666666,67.0,80.0,80.0,4000,4000,60000,60000,-80.5,-80.5,-80.5,-80.5,60000,60000,4000,4000,0.1,9.091245651245117,0.001,6.10351571594947e-06,4052.0,15.0,0.00029566886951215565,0.513738214969635,1.590303659439087,60780,0.0,0.0,361.4436950683594,0.43026304244995117,152070.0,-0.07956059277057648,0.6705335974693298,4052,0.1,0.19125465993759103,60000,60780,0.0,152070.0,4000,4052
1,64000,False,16,f022e_00000,2025-06-01_15-44-23,1748781863,4.6288886070251465,77.65583324432373,33832,Cerebro,127.0.0.1,77.65583324432373,16,4.840173099024168,1.8482409997566202e-05,4.839944970735175,1.1798173464884194,3.651896884128493,0.006075474757725815,800,52,-160.0,64000,80.0,-160.0,80,4000,80,-160.0,0.07001764699700289,4,0,0,21.157142857142855,66.97142857142856,80.0,80.0,4000,4000,64000,64000,-80.0,-80.0,-80.0,-80.0,64000,64000,4000,4000,0.1,8.347721099853516,0.001,3.051757857974735e-06,4052.0,16.0,0.0006572273559868336,0.3209395408630371,1.5879802703857422,64832,0.0,0.0,399.8260498046875,0.1680036187171936,152070.0,-0.014427922666072845,0.6615461707115173,4052,0.1,0.19131853662827553,64000,64832,0.0,152070.0,4000,4052
1,68000,False,17,f022e_00000,2025-06-01_15-44-28,1748781868,4.8635923862457275,82.51942563056946,33832,Cerebro,127.0.0.1,82.51942563056946,17,4.840282726034031,1.842758572332146e-05,4.840053006028123,1.1774024440236504,3.654383779287272,0.006100307009924398,848,48,-159.6,68000,80.0,-160.0,80,4000,80,-140.0,0.06939756899839267,4,0,0,27.071428571428573,66.98571428571428,80.0,80.0,4000,4000,68000,68000,-79.8,-79.8,-79.8,-79.8,68000,68000,4000,4000,0.1,8.403545379638672,0.001,1.5258789289873675e-06,4052.0,17.0,0.0004953743773512542,0.4042512774467468,1.588577389717102,68884,0.0,0.0,495.30609130859375,0.228488028049469,152070.0,-0.11001115292310715,0.571485698223114,4052,0.1,0.191381865109154,68000,68884,0.0,152070.0,4000,4052
1,72000,False,18,f022e_00000,2025-06-01_15-44-33,1748781873,4.985856294631958,87.50528192520142,33832,Cerebro,127.0.0.1,87.50528192520142,18,4.841651375774013,1.837531028912476e-05,4.8414208809674735,1.176946223583405,3.6561886794943126,0.006110213940183863,900,52,-160.6,72000,80.0,-260.0,80,4000,80,-140.0,0.07475678299902938,4,0,0,24.942857142857147,67.0,80.0,80.0,4000,4000,72000,72000,-80.3,-80.3,-80.3,-80.3,72000,72000,4000,4000,0.1,7.189230442047119,0.001,7.629394644936838e-07,4052.0,18.0,0.0007114660111255944,0.346000611782074,1.5919888019561768,72936,0.0,0.0,275.9842224121094,0.2547059655189514,152070.0,0.2789008617401123,0.8386251330375671,4052,0.1,0.19144384230675038,72000,72936,0.0,152070.0,4000,4052
1,76000,False,19,f022e_00000,2025-06-01_15-44-38,1748781878,4.732362508773804,92.23764443397522,33832,Cerebro,127.0.0.1,92.23764443397522,19,4.840471718016073,1.8319556996735446e-05,4.8402407271578065,1.1756448753473847,3.6563026536993366,0.006111859800691359,948,48,-159.6,76000,80.0,-260.0,80,4000,80,-80.0,0.0737233149970416,4,0,0,20.466666666666665,66.85,80.0,80.0,4000,4000,76000,76000,-79.8,-79.8,-79.8,-79.8,76000,76000,4000,4000,0.1,8.149162292480469,0.001,3.814697322468419e-07,4052.0,19.0,0.0005673416890203953,0.6857089996337891,1.587235927581787,76988,0.0,0.0,418.0177917480469,0.2333272099494934,152070.0,0.07102389633655548,0.7272164225578308,4052,0.1,0.19150412416388712,76000,76988,0.0,152070.0,4000,4052
1,80000,False,20,f022e_00000,2025-06-01_15-44-43,1748781883,4.9678425788879395,97.20548701286316,33832,Cerebro,127.0.0.1,97.20548701286316,20,4.841643406836327,1.828936142763236e-05,4.8414118088865505,1.1749877985936459,3.658123858162434,0.006115679202389298,1000,52,-161.6,80000,80.0,-260.0,80,4000,80,-80.0,0.07081593000038992,4,0,0,25.67142857142857,66.58571428571429,80.0,80.0,4000,4000,80000,80000,-80.8,-80.8,-80.8,-80.8,80000,80000,4000,4000,0.1,8.088698387145996,0.001,1.9073486612342094e-07,4052.0,20.0,0.0002731046115513891,0.5419130325317383,1.5883210897445679,81040,0.0,0.0,440.8690490722656,0.1035723090171814,152070.0,0.11057420819997787,0.7606119513511658,4052,0.1,0.19156326103965202,80000,81040,0.0,152070.0,4000,4052
1,84000,False,21,f022e_00000,2025-06-01_15-44-48,1748781888,5.272200584411621,102.47768759727478,33832,Cerebro,127.0.0.1,102.47768759727478,21,4.845816697768398,1.8227468152633125e-05,4.845584480797889,1.1725908576079311,3.664668088580888,0.00613016541067476,1048,48,-164.8,84000,80.0,-260.0,80,4000,80,-140.0,0.07157448500453029,4,0,0,24.7125,66.8875,80.0,80.0,4000,4000,84000,84000,-82.4,-82.4,-82.4,-82.4,84000,84000,4000,4000,0.1,8.411149024963379,0.001,9.536743306171047e-08,4052.0,21.0,0.0005482622073031962,0.8917730450630188,1.5851632356643677,85092,0.0,0.0,518.1671752929688,0.12270557880401611,152070.0,-0.05986570194363594,0.6227328181266785,4052,0.1,0.191638929885488,84000,85092,0.0,152070.0,4000,4052
1,88000,False,22,f022e_00000,2025-06-01_15-44-53,1748781893,5.0249669551849365,107.50265455245972,33832,Cerebro,127.0.0.1,107.50265455245972,22,4.847454856790771,1.8170193840841857e-05,4.847221996990092,1.1719118390318497,3.6669570696949374,0.006149959757071761,1100,52,-161.8,88000,80.0,-260.0,80,4000,80,-140.0,0.07431820600293576,4,0,0,27.914285714285715,67.0,80.0,80.0,4000,4000,88000,88000,-80.9,-80.9,-80.9,-80.9,88000,88000,4000,4000,0.1,7.208451271057129,0.001,4.7683716530855236e-08,4052.0,22.0,0.0005534347728826106,0.7041453123092651,1.5854583978652954,89144,0.0,0.0,339.86212158203125,0.1997997760772705,152070.0,0.09294282644987106,0.6552420854568481,4052,0.1,0.19171220962830302,88000,89144,0.0,152070.0,4000,4052
1,92000,False,23,f022e_00000,2025-06-01_15-44-58,1748781898,4.727267742156982,112.2299222946167,33832,Cerebro,127.0.0.1,112.2299222946167,23,4.846134186222962,1.8133492424458367e-05,4.845900791020019,1.1697991086414876,3.6677344299978554,0.006160862159579044,1148,48,-160.8,92000,80.0,-260.0,80,4000,80,-140.0,0.07603654199978337,4,0,0,26.900000000000002,66.93333333333334,80.0,80.0,4000,4000,92000,92000,-80.4,-80.4,-80.4,-80.4,92000,92000,4000,4000,0.1,8.383180618286133,0.001,2.3841858265427618e-08,4052.0,23.0,0.0003993168065790087,0.5242182612419128,1.581540584564209,93196,0.0,0.0,473.5367431640625,0.16576290130615234,152070.0,-0.06172438710927963,0.6184396147727966,4052,0.1,0.19178411340327134,92000,93196,0.0,152070.0,4000,4052
1,96000,False,24,f022e_00000,2025-06-01_15-45-03,1748781903,5.069515705108643,117.29943799972534,33832,Cerebro,127.0.0.1,117.29943799972534,24,4.848252329361076,1.808715736401717e-05,4.8480181471096815,1.1678884655551727,3.671743101697986,0.006173798538080967,1200,52,-161.8,96000,80.0,-260.0,80,4000,80,-140.0,0.07154819299874361,4,0,0,26.1,66.98571428571428,80.0,80.0,4000,4000,96000,96000,-80.9,-80.9,-80.9,-80.9,96000,96000,4000,4000,0.1,8.235949516296387,0.001,1.1920929132713809e-08,4052.0,24.0,0.0005878268275409937,0.30316412448883057,1.5830127000808716,97248,0.0,0.0,316.4562072753906,0.22239822149276733,152070.0,0.08373552560806274,0.7490292191505432,4052,0.1,0.19185514310178228,96000,97248,0.0,152070.0,4000,4052
1,100000,False,25,f022e_00000,2025-06-01_15-45-08,1748781908,5.08396315574646,122.3834011554718,33832,Cerebro,127.0.0.1,122.3834011554718,25,4.850505757067707,1.8032286167726552e-05,4.850270855638803,1.1679461458996492,3.673919524680913,0.0061847645521673515,1248,48,-161.0,100000,80.0,-260.0,80,4000,80,-160.0,0.0737195570016047,4,0,0,24.571428571428566,66.91428571428573,80.0,80.0,4000,4000,100000,100000,-80.5,-80.5,-80.5,-80.5,100000,100000,4000,4000,0.1,7.784083366394043,0.001,5.9604645663569045e-09,4052.0,25.0,0.0006194498855620623,0.660460352897644,1.5847848653793335,101300,0.0,0.0,342.6690368652344,0.2933657765388489,152070.0,0.05990062654018402,0.6798304915428162,4052,0.1,0.1919245347049821,100000,101300,0.0,152070.0,4000,4052
1,104000,False,26,f022e_00000,2025-06-01_15-45-13,1748781913,5.1056129932403564,127.48901414871216,33832,Cerebro,127.0.0.1,127.48901414871216,26,4.852960777496656,1.7981963131780207e-05,4.85272518708219,1.1665342104404595,3.677784301434057,0.006179691906475618,1300,52,-160.8,104000,80.0,-260.0,80,4000,80,-140.0,0.07509447800111957,4,0,0,30.814285714285713,66.91428571428571,80.0,80.0,4000,4000,104000,104000,-80.4,-80.4,-80.4,-80.4,104000,104000,4000,4000,0.1,8.779593467712402,0.001,2.9802322831784522e-09,4052.0,26.0,0.00039939029375091195,0.5154253840446472,1.5840283632278442,105352,0.0,0.0,313.6886901855469,0.13494127988815308,152070.0,0.166752889752388,0.8863094449043274,4052,0.1,0.19199159395180854,104000,105352,0.0,152070.0,4000,4052
1,108000,False,27,f022e_00000,2025-06-01_15-45-18,1748781918,4.704408407211304,132.19342255592346,33832,Cerebro,127.0.0.1,132.19342255592346,27,4.851377077722033,1.7938143371880286e-05,4.851141262211267,1.1648593973361154,3.6778791074198596,0.006173895987750027,1348,48,-160.2,108000,80.0,-260.0,80,4000,80,-120.0,0.07330725600186269,4,0,0,23.4,66.72857142857143,80.0,80.0,4000,4000,108000,108000,-80.1,-80.1,-80.1,-80.1,108000,108000,4000,4000,0.1,7.663616180419922,0.001,1.4901161415892261e-09,4052.0,27.0,0.0007048214902170002,1.042564868927002,1.5860158205032349,109404,0.0,0.0,283.65399169921875,0.1258394718170166,152070.0,0.09157329052686691,0.6993333697319031,4052,0.1,0.1920714617802277,108000,109404,0.0,152070.0,4000,4052
1,112000,False,28,f022e_00000,2025-06-01_15-45-23,1748781923,4.933391809463501,137.12681436538696,33832,Cerebro,127.0.0.1,137.12681436538696,28,4.852098520944448,1.7881762292667557e-05,4.851862336589563,1.1632864123628046,3.6801624263456016,0.006179247027665625,1400,52,-159.2,112000,80.0,-160.0,80,4000,80,-120.0,0.07338939000153914,4,0,0,27.985714285714284,66.58571428571429,80.0,80.0,4000,4000,112000,112000,-79.6,-79.6,-79.6,-79.6,112000,112000,4000,4000,0.1,7.594851970672607,0.001,7.450580707946131e-10,4052.0,28.0,0.00047733233077451587,1.0495119094848633,1.5859931707382202,113456,0.0,0.0,420.34075927734375,0.16511225700378418,152070.0,-0.05337972193956375,0.5475060939788818,4052,0.1,0.19215017825268335,112000,113456,0.0,152070.0,4000,4052
1,116000,False,29,f022e_00000,2025-06-01_15-45-28,1748781928,4.724383592605591,141.85119795799255,33832,Cerebro,127.0.0.1,141.85119795799255,29,4.850724474735235,1.782694503186145e-05,4.850487761224004,1.1614782372395558,3.6805878430822965,0.006178440557269327,1448,48,-161.4,116000,80.0,-260.0,80,4000,80,-140.0,0.07327363800082821,4,0,0,22.933333333333334,66.5,80.0,80.0,4000,4000,116000,116000,-80.7,-80.7,-80.7,-80.7,116000,116000,4000,4000,0.1,7.9898576736450195,0.001,3.7252903539730653e-10,4052.0,29.0,0.00043109621037729084,0.35828280448913574,1.5815274715423584,117508,0.0,0.0,407.48162841796875,0.2728075385093689,152070.0,-0.06313169002532959,0.5777013301849365,4052,0.1,0.19222838362951128,116000,117508,0.0,152070.0,4000,4052
