num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_mean,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/num_episodes,env_runners/episode_duration_sec_mean,env_runners/episode_len_max,env_runners/num_episodes_lifetime,env_runners/episode_return_mean,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,learners/ai/total_loss,learners/ai/entropy,learners/ai/default_optimizer_learning_rate,learners/ai/weights_seq_no,learners/ai/vf_loss,learners/ai/vf_explained_var,learners/ai/num_non_trainable_parameters,learners/ai/module_train_batch_size_mean,learners/ai/policy_loss,learners/ai/vf_loss_unclipped,learners/ai/num_trainable_parameters,learners/ai/gradients_default_optimizer_global_norm,learners/ai/num_module_steps_trained_lifetime,learners/ai/curr_kl_coeff,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/curr_entropy_coeff,learners/ai/num_module_steps_trained,learners/ai/mean_kl_loss,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/human/curr_entropy_coeff
1,44000,False,11,7b4c7_00000,2025-06-01_21-17-07,1748801827,4.657362222671509,51.469152212142944,60136,Cerebro,127.0.0.1,51.469152212142944,11,4.37981125232581,1.8051446096146538e-05,4.379590383149691,1.0338565284987893,3.3362864580958913,0.0071917348770400465,80.0,4000,-308.0000000000003,44000,80,411.9999999999985,48,0.07269799200468696,80,548,-0.4000000000000853,4,0,0,26.833333333333332,72.10000000000001,0.0,0.0,80.0,80.0,-0.20000000000004264,-0.20000000000004264,44000,44000,4000,4000,-0.20000000000004264,-0.20000000000004264,4000,4000,44000,44000,0.3833012580871582,1.585160732269287,0.0005,11.0,8.187905311584473,0.027236342430114746,0.0,4052.0,-0.11845719069242477,2487.9892578125,145926.0,0.5518193244934082,44572,9.765625145519152e-05,0.0,0.2,4052,0.0006122301565483212,4000,0.0,44000,0.17250823955787792,145926.0,44572,4052,0.2
1,48000,False,12,7b4c7_00000,2025-06-01_21-17-12,1748801832,4.647769212722778,56.11692142486572,60136,Cerebro,127.0.0.1,56.11692142486572,12,4.382377911802786,1.7983931913546213e-05,4.3821566123181235,1.0324881732142084,3.34021613151497,0.007193806528208238,80.0,4000,-447.9999999999998,48000,80,352.0,52,0.07186349600029644,80,600,-2.200000000000085,4,0,0,27.299999999999997,71.98333333333333,0.0,0.0,80.0,80.0,-1.1000000000000425,-1.1000000000000425,48000,48000,4000,4000,-1.1000000000000425,-1.1000000000000425,4000,4000,48000,48000,0.4813893437385559,1.5811102390289307,0.0005,12.0,8.882497787475586,0.022388100624084473,0.0,4052.0,-0.09063850343227386,2092.926513671875,145926.0,0.2679184079170227,48624,4.882812572759576e-05,0.0,0.2,4052,0.0005936025991104543,4000,0.0,48000,0.17254722775512255,145926.0,48624,4052,0.2
1,52000,False,13,7b4c7_00000,2025-06-01_21-17-16,1748801836,4.239067077636719,60.35598850250244,60136,Cerebro,127.0.0.1,60.35598850250244,13,4.380851345684888,1.7927092366840216e-05,4.3806292591949285,1.0326500094820954,3.3385307601994474,0.007184532462777948,80.0,4000,-447.9999999999998,52000,80,352.0,48,0.0716871310013812,80,648,-4.000000000000118,4,0,0,23.24,71.44000000000001,0.0,0.0,80.0,80.0,-2.000000000000059,-2.000000000000059,52000,52000,4000,4000,-2.000000000000059,-2.000000000000059,4000,4000,52000,52000,0.5262417793273926,1.5823605060577393,0.0005,13.0,8.215080261230469,-0.09962141513824463,0.0,4052.0,0.02120581828057766,1383.06689453125,145926.0,0.5141243934631348,52676,2.441406286379788e-05,0.0,0.2,4052,0.0010558280628174543,4000,0.0,52000,0.1725863871644657,145926.0,52676,4052,0.2
1,56000,False,14,7b4c7_00000,2025-06-01_21-17-21,1748801841,4.668567419052124,65.02455592155457,60136,Cerebro,127.0.0.1,65.02455592155457,14,4.383632234227993,1.785382108615489e-05,4.38340977560298,1.032974300386918,3.340994915597648,0.007174647138462125,80.0,4000,-308.0000000000006,56000,80,351.9999999999999,52,0.07168789800081868,80,700,-5.40000000000013,4,0,0,25.183333333333334,71.39999999999999,0.0,0.0,80.0,80.0,-2.700000000000065,-2.700000000000065,56000,56000,4000,4000,-2.700000000000065,-2.700000000000065,4000,4000,56000,56000,0.33713892102241516,1.5826438665390015,0.0005,14.0,8.166988372802734,-0.06270253658294678,0.0,4052.0,-0.16303126513957977,3564.343017578125,145926.0,0.3778635561466217,56728,1.220703143189894e-05,0.0,0.2,4052,0.0008297081221826375,4000,0.0,56000,0.17262540495284773,145926.0,56728,4052,0.2
1,60000,False,15,7b4c7_00000,2025-06-01_21-17-25,1748801845,4.2515130043029785,69.27606892585754,60136,Cerebro,127.0.0.1,69.27606892585754,15,4.382223302885805,1.7812282754325716e-05,4.38200016884708,1.0314533853827954,3.3411193334417737,0.007160566667289115,80.0,4000,-308.0000000000006,60000,80,431.99999999999955,48,0.06604987099708523,80,748,6.399999999999848,4,0,0,21.98,71.38000000000001,0.0,0.0,80.0,80.0,3.199999999999924,3.199999999999924,60000,60000,4000,4000,3.199999999999924,3.199999999999924,4000,4000,60000,60000,0.3612765967845917,1.584120512008667,0.0005,15.0,7.771995544433594,0.02983880043029785,0.0,4052.0,-0.09909888356924057,1854.7581787109375,145926.0,0.714277446269989,60780,6.10351571594947e-06,0.0,0.2,4052,0.0007594724302180111,4000,0.0,60000,0.17266316076674582,145926.0,60780,4052,0.2
1,64000,False,16,7b4c7_00000,2025-06-01_21-17-30,1748801850,4.7865283489227295,74.06259727478027,60136,Cerebro,127.0.0.1,74.06259727478027,16,4.386167979857302,1.7754160258445054e-05,4.3859438771584625,1.0301410345289426,3.346368666107668,0.007161606000216239,80.0,4000,-328.0000000000009,64000,80,431.99999999999955,52,0.06612711899972055,80,800,-0.6000000000001102,4,0,0,26.28333333333333,71.38333333333333,0.0,0.0,80.0,80.0,-0.3000000000000551,-0.3000000000000551,64000,64000,4000,4000,-0.3000000000000551,-0.3000000000000551,4000,4000,64000,64000,0.3667326867580414,1.5792051553726196,0.0005,16.0,6.82931661605835,0.12519174814224243,0.0,4052.0,-0.0003579836047720164,1079.2188720703125,145926.0,0.49184608459472656,64832,3.051757857974735e-06,0.0,0.2,4052,0.000625676242634654,4000,0.0,64000,0.1727190280738748,145926.0,64832,4052,0.2
1,68000,False,17,7b4c7_00000,2025-06-01_21-17-34,1748801854,4.377896308898926,78.4404935836792,60136,Cerebro,127.0.0.1,78.4404935836792,17,4.385992464058685,1.76966189875232e-05,4.385768127387196,1.0287238381834982,3.3476200164461423,0.007150090939758452,80.0,4000,-328.0000000000009,68000,80,351.99999999999886,48,0.06606975199538283,80,848,29.9999999999999,4,0,0,22.433333333333337,71.38333333333334,0.0,0.0,80.0,80.0,14.99999999999995,14.99999999999995,68000,68000,4000,4000,14.99999999999995,14.99999999999995,4000,4000,68000,68000,0.5464099049568176,1.575806975364685,0.0005,17.0,8.582793235778809,0.004680633544921875,0.0,4052.0,0.003292042762041092,2875.9619140625,145926.0,0.3808421790599823,68884,1.5258789289873675e-06,0.0,0.2,4052,0.000571065756957978,4000,0.0,68000,0.17277506777878623,145926.0,68884,4052,0.2
1,72000,False,18,7b4c7_00000,2025-06-01_21-17-39,1748801859,4.785282611846924,83.22577619552612,60136,Cerebro,127.0.0.1,83.22577619552612,18,4.38983540041795,1.7636652524390473e-05,4.389609727113274,1.0274343368015446,3.3527125402820417,0.007177496030272817,80.0,4000,-288.0000000000006,72000,80,431.99999999999955,52,0.06594237199809867,80,900,57.99999999999987,4,0,0,24.7,71.34999999999998,0.0,0.0,80.0,80.0,28.999999999999936,28.999999999999936,72000,72000,4000,4000,28.999999999999936,28.999999999999936,4000,4000,72000,72000,0.5504661202430725,1.586098313331604,0.0005,18.0,7.762709140777588,0.1491934061050415,0.0,4052.0,0.0914149060845375,1123.9622802734375,145926.0,0.5729092955589294,72936,7.629394644936838e-07,0.0,0.2,4052,0.0007304705795831978,4000,0.0,72000,0.1728453632167884,145926.0,72936,4052,0.2
1,76000,False,19,7b4c7_00000,2025-06-01_21-17-44,1748801864,4.933388710021973,88.1591649055481,60136,Cerebro,127.0.0.1,88.1591649055481,19,4.3951775194138705,1.761428600762533e-05,4.394950568842106,1.0281809004335856,3.357317289879184,0.007165324069796981,80.0,4000,-288.0000000000008,76000,80,431.99999999999955,48,0.07475848700327332,80,948,71.39999999999984,4,0,0,29.233333333333334,71.43333333333334,0.0,0.0,80.0,80.0,35.69999999999992,35.69999999999992,76000,76000,4000,4000,35.69999999999992,35.69999999999992,4000,4000,76000,76000,0.5463762283325195,1.5802862644195557,0.0005,19.0,8.450769424438477,0.02668970823287964,0.0,4052.0,0.017356522381305695,2153.72802734375,145926.0,0.2769579291343689,76988,3.814697322468419e-07,0.0,0.2,4052,0.0008302598726004362,4000,0.0,76000,0.17291431231925072,145926.0,76988,4052,0.2
1,80000,False,20,7b4c7_00000,2025-06-01_21-17-49,1748801869,4.613733530044556,92.77289843559265,60136,Cerebro,127.0.0.1,92.77289843559265,20,4.397275280219505,1.7558143479211673e-05,4.3970480811534935,1.027119995429353,3.3604617409805493,0.007177665829558266,80.0,4000,-328.0000000000009,80000,80,451.99999999999943,52,0.07561696899996605,80,1000,67.99999999999982,4,0,0,27.779999999999994,71.4,0.0,0.0,80.0,80.0,33.99999999999991,33.99999999999991,80000,80000,4000,4000,33.99999999999991,33.99999999999991,4000,4000,80000,80000,0.42765310406684875,1.5765230655670166,0.0005,20.0,7.636306285858154,-0.04040825366973877,0.0,4052.0,-0.020672887563705444,2976.0400390625,145926.0,0.44810640811920166,81040,1.9073486612342094e-07,0.0,0.2,4052,0.0006112909177318215,4000,0.0,80000,0.17298233573334168,145926.0,81040,4052,0.2
1,84000,False,21,7b4c7_00000,2025-06-01_21-17-54,1748801874,4.946381568908691,97.71928000450134,60136,Cerebro,127.0.0.1,97.71928000450134,21,4.402669538417596,1.7509561847307e-05,4.402441639341733,1.0271972064749277,3.365788141570747,0.007166794171108344,79.85,4000,-328.0000000000009,84000,65,1800.9999999999995,48,0.07132072000240441,80,1048,47.68999999999982,4,0,0,29.67142857142857,71.39999999999999,0.0,0.0,79.85,79.85,23.84499999999991,23.84499999999991,84000,84000,4000,4000,23.84499999999991,23.84499999999991,4000,4000,84000,84000,0.5280207991600037,1.5759124755859375,0.0005,21.0,7.727278709411621,0.04403895139694214,0.0,4052.0,0.07047533988952637,1887.7076416015625,145926.0,0.4008408486843109,85092,9.536743306171047e-08,0.0,0.2,4052,0.0005543261067941785,4000,0.0,84000,0.17304978752791828,145926.0,85092,4052,0.2
1,88000,False,22,7b4c7_00000,2025-06-01_21-17-58,1748801878,4.7313947677612305,102.45067477226257,60136,Cerebro,127.0.0.1,102.45067477226257,22,4.4058348110331,1.7448465932732954e-05,4.405606507947937,1.026896113410208,3.3692547321547446,0.007161616229860352,79.85,4000,-548.0000000000008,88000,65,1800.9999999999995,52,0.0679460899985861,80,1100,40.689999999999785,4,0,0,23.5,71.4,0.0,0.0,79.85,79.85,20.344999999999892,20.344999999999892,88000,88000,4000,4000,20.344999999999892,20.344999999999892,4000,4000,88000,88000,0.6215251684188843,1.5804394483566284,0.0005,22.0,8.172429084777832,0.07453721761703491,0.0,4052.0001,0.12037013471126556,1751.6817626953125,145926.0,0.4962957799434662,89145,4.7683716530855236e-08,0.0,0.2,4053,0.0007755050319246948,4000,0.0,88000,0.17311678348303178,145926.0,89145,4053,0.2
1,92000,False,23,7b4c7_00000,2025-06-01_21-18-03,1748801883,4.638276815414429,107.088951587677,60136,Cerebro,127.0.0.1,107.088951587677,23,4.407908485922578,1.7394981612682715e-05,4.407679506868437,1.0256364212759042,3.372592883833076,0.007154605067641358,80.0,4000,-548.0000000000008,92000,80,371.99999999999864,48,0.06360807999793906,80,1148,44.999999999999794,4,0,0,25.157142857142855,71.37142857142858,0.0,0.0,80.0,80.0,22.499999999999897,22.499999999999897,92000,92000,4000,4000,22.499999999999897,22.499999999999897,4000,4000,92000,92000,0.5402714610099792,1.5684338808059692,0.0005,23.0,7.888555526733398,0.12597602605819702,0.0,4052.000198,0.06510264426469803,1736.420654296875,145926.0,0.6266642808914185,93197,2.3841858265427618e-08,0.0,0.2,4052,0.0008289988618344069,4000,0.0,92000,0.17318369543028797,145926.0,93197,4052,0.2
1,96000,False,24,7b4c7_00000,2025-06-01_21-18-08,1748801888,4.630957365036011,111.71990895271301,60136,Cerebro,127.0.0.1,111.71990895271301,24,4.410038342063284,1.7339031530912885e-05,4.40980895179949,1.0242867060632728,3.376060504994829,0.007162938016933003,79.83,4000,-488.0000000000002,96000,63,1822.1999999999998,52,0.06577869000146165,80,1200,104.10199999999979,4,0,0,27.88333333333333,71.31666666666666,0.0,0.0,79.83,79.83,52.050999999999895,52.050999999999895,96000,96000,4000,4000,52.050999999999895,52.050999999999895,4000,4000,96000,96000,0.42095282673835754,1.5604164600372314,0.0005,24.0,7.771306037902832,0.019188880920410156,0.0,4052.00049403,-0.0440945066511631,10027.0556640625,145926.0,0.7159512639045715,97251,1.1920929132713809e-08,0.0,0.2,4054,0.0008906894945539534,4000,0.0,96000,0.17324973937024832,145926.0,97251,4054,0.2
1,100000,False,25,7b4c7_00000,2025-06-01_21-18-12,1748801892,4.7528815269470215,116.47279047966003,60136,Cerebro,127.0.0.1,116.47279047966003,25,4.413367325642654,1.727964150157939e-05,4.413137246281487,1.0248294470026456,3.3788484909449084,0.007154542636881191,79.49,4000,-488.0000000000002,100000,46,1872.3999999999996,48,0.06658086299954448,80,1248,146.10599999999974,4,0,0,23.2,71.4,0.0,0.0,79.49,79.49,73.05299999999987,73.05299999999987,100000,100000,4000,4000,73.05299999999987,73.05299999999987,4000,4000,100000,100000,0.5238631963729858,1.5725393295288086,0.0005,25.0,7.452683925628662,-0.019380807876586914,0.0,4052.0007841195998,0.09310275316238403,2660.51904296875,145926.0,0.7385801672935486,101303,5.9604645663569045e-09,0.0,0.2,4052,0.000585578556638211,4000,0.0,100000,0.17331545370186607,145926.0,101303,4052,0.2
1,104000,False,26,7b4c7_00000,2025-06-01_21-18-17,1748801897,4.7336578369140625,121.2064483165741,60136,Cerebro,127.0.0.1,121.2064483165741,26,4.416435531386287,1.7249845593359538e-05,4.41620443681851,1.0240274185327782,3.382702632035329,0.007160065210612932,79.66,4000,-328.0,104000,46,1872.3999999999996,52,0.06822600600076839,80,1300,146.40399999999963,4,0,0,29.266666666666666,71.48333333333333,0.0,0.0,79.66,79.66,73.20199999999981,73.20199999999981,104000,104000,4000,4000,73.20199999999981,73.20199999999981,4000,4000,104000,104000,0.337807834148407,1.555450677871704,0.0005,26.0,8.101358413696289,-0.09687042236328125,0.0,4052.001368358005,-0.16123783588409424,5240.9501953125,145926.0,0.5840162038803101,105358,2.9802322831784522e-09,0.0,0.2,4055,0.0014591816579923034,4000,0.0,104000,0.17338144289291266,145926.0,105358,4055,0.2
